OT,surgery_duration,schedule_day,simulation_day
7,36,0,0
7,51,0,0
6,421,0,0
5,916,0,0
2,54,0,0
MRI,53,1,1
2,142,1,1
2,57,1,1
9,68,0,0
2,943,1,1
10,73,1,1
1,1050,1,1
9,144,0,0
10,222,1,1
9,1012,0,0
10,476,0,0
5,95,1,1
7,51,2,2
7,515,1,1
4,130,2,2
3,86,2,2
4,106,2,2
1,74,0,0
8,1020,2,2
5,840,2,2
7,1353,0,0
2,68,3,3
7,110,3,3
8,798,1,1
6,136,3,3
1,25,3,3
3,42,3,3
8,502,0,0
10,2307,2,2
5,30,1,1
7,59,4,4
5,1782,3,3
MRI,51,4,4
4,869,4,4
8,98,4,4
7,63,3,3
MRI,68,4,4
3,245,4,4
MRI,52,1,1
10,120,4,4
8,117,4,4
3,166,0,0
1,57,2,2
5,1294,4,4
1,120,4,4
7,775,2,2
MRI,31,7,7
MRI,33,7,7
6,308,7,7
MRI,48,7,7
6,722,7,7
9,1233,7,7
5,1163,7,7
5,361,8,8
MRI,56,8,8
4,103,3,3
2,225,8,8
5,236,8,8
7,618,8,8
8,532,8,8
5,30,9,9
9,947,2,2
MRI,58,7,7
1,1942,8,8
4,368,9,9
1,77,7,7
10,111,9,9
10,173,9,9
7,51,9,9
8,657,9,9
8,607,7,7
6,124,10,10
4,64,10,10
5,2068,9,9
6,129,9,9
10,627,7,7
6,98,10,10
7,52,11,11
3,314,11,11
7,17,11,11
5,76,7,7
9,762,9,9
5,825,11,11
7,658,4,4
7,74,11,11
3,59,11,11
2,66,10,10
5,38,11,11
MRI,43,8,8
7,72,10,10
1,120,10,10
6,629,14,14
5,858,14,14
10,144,14,14
7,903,14,14
MRI,49,15,15
5,180,15,15
5,161,15,15
1,72,14,14
2,14,14,14
5,160,15,15
7,1088,15,15
3,221,7,7
1,57,15,15
5,22,16,16
4,237,16,16
2,850,15,15
6,508,16,16
7,307,16,16
4,62,16,16
6,146,16,16
5,1035,16,16
7,50,16,16
8,388,14,14
1,76,17,17
4,58,17,17
6,215,17,17
9,927,14,14
1,69,16,16
2,64,7,7
4,50,16,16
1,93,11,11
MRI,51,18,18
7,71,18,18
3,101,18,18
4,776,18,18
8,117,16,16
3,147,18,18
10,242,14,14
5,76,17,17
MRI,48,21,21
5,39,21,21
5,964,21,21
1,69,18,18
6,1120,21,21
MRI,49,18,18
MRI,56,22,22
7,57,22,22
7,64,22,22
9,1379,21,21
4,46,22,22
3,138,22,22
10,130,21,21
7,97,22,22
2,55,22,22
4,38,22,22
5,155,22,22
5,151,22,22
2,171,22,22
5,169,22,22
6,363,23,23
5,865,23,23
6,240,11,11
3,41,24,24
1,80,21,21
1,70,22,22
4,210,24,24
4,317,23,23
5,463,24,24
9,2437,16,16
3,133,21,21
8,324,21,21
1,112,23,23
5,52,25,25
MRI,23,25,25
10,61,21,21
3,223,25,25
7,611,25,25
5,863,25,25
4,939,25,25
1,161,24,24
3,74,25,25
MRI,76,11,11
1,142,25,25
3,185,17,17
3,195,10,10
9,157,23,23
9,46,0,28
7,57,0,28
5,450,0,28
2,54,0,28
10,58,0,28
6,1313,0,28
MRI,68,1,29
2,266,1,29
8,264,25,25
2,144,1,29
5,46,1,29
MRI,42,1,29
7,366,1,29
7,93,2,30
4,117,2,30
1,49,0,28
4,60,2,30
3,59,2,30
3,605,2,30
9,78,23,23
8,1124,2,30
5,757,2,30
3,26,3,31
1,34,3,31
10,2008,2,30
7,45,0,28
1,952,1,29
5,140,3,31
3,195,0,28
4,247,3,31
8,39,4,32
8,196,0,28
4,564,4,32
9,590,0,28
MRI,46,4,32
1,58,2,30
7,842,4,32
5,1215,4,32
7,75,3,31
3,409,4,32
7,1568,0,28
6,635,7,35
2,42,17,17
MRI,71,7,35
5,69,7,35
5,1073,7,35
MRI,55,8,36
5,250,8,36
5,208,8,36
2,247,8,36
7,515,8,36
7,1173,2,30
9,1429,2,30
7,53,9,37
2,77,7,35
9,60,0,28
10,128,9,37
5,52,9,37
4,184,9,37
1,107,7,35
9,845,9,37
6,95,9,37
5,1197,9,37
1,116,4,32
3,146,7,35
5,34,10,38
6,123,10,38
4,95,10,38
6,264,10,38
5,567,10,38
MRI,47,11,39
MRI,78,11,39
8,1194,9,37
MRI,64,11,39
4,134,11,39
3,155,11,39
3,636,8,36
3,118,11,39
1,78,10,38
5,1011,11,39
4,107,11,39
5,23,11,39
1,491,8,36
1,79,11,39
2,67,10,38
5,570,14,42
6,633,14,42
2,22,14,42
9,1296,14,42
7,1320,14,42
MRI,66,15,43
3,38,15,43
2,112,15,43
3,72,15,43
7,782,15,43
MRI,76,15,43
5,350,15,43
5,186,15,43
1,72,14,42
6,288,16,44
10,115,14,42
MRI,45,15,43
4,181,16,44
6,453,25,25
5,1374,16,44
8,54,16,44
2,34,17,45
MRI,46,15,43
4,78,16,44
10,144,17,45
1,83,15,43
4,50,17,45
9,1082,16,44
1,82,17,45
5,1519,17,45
MRI,52,18,46
MRI,41,18,46
1,80,16,44
MRI,53,18,46
3,192,18,46
3,38,18,46
MRI,52,18,46
4,1056,18,46
3,67,18,46
