OT,surgery_duration,schedule_day,simulation_day
2,26,0,0
7,73,0,0
5,330,0,0
6,629,0,0
9,190,0,0
5,1195,0,0
MRI,58,1,1
MRI,49,1,1
10,50,1,1
7,67,0,0
MRI,38,1,1
3,23,1,1
2,219,1,1
5,59,1,1
2,311,1,1
2,91,1,1
MRI,45,1,1
4,147,2,2
1,1443,1,1
3,90,2,2
7,68,2,2
3,191,2,2
5,779,2,2
9,82,0,0
1,80,2,2
3,36,3,3
2,110,3,3
7,73,3,3
7,42,3,3
10,1830,2,2
4,85,2,2
7,52,3,3
3,161,0,0
7,925,2,2
1,39,3,3
MRI,69,4,4
8,638,1,1
1,108,0,0
4,664,4,4
8,1333,2,2
MRI,55,4,4
5,2399,3,3
8,113,4,4
4,236,3,3
8,370,0,0
7,950,4,4
3,433,4,4
9,1406,2,2
9,1480,0,0
MRI,61,4,4
MRI,56,7,7
2,63,7,7
6,874,7,7
MRI,32,7,7
5,1093,7,7
9,1361,7,7
MRI,49,8,8
1,84,7,7
1,52,4,4
5,177,8,8
MRI,55,8,8
5,177,8,8
5,252,8,8
3,46,8,8
MRI,47,8,8
2,216,8,8
MRI,55,7,7
MRI,66,7,7
5,46,7,7
7,464,8,8
4,267,9,9
7,530,9,9
1,1084,8,8
10,28,9,9
8,1264,9,9
5,43,9,9
5,1583,9,9
6,150,10,10
6,209,9,9
3,221,7,7
10,240,7,7
MRI,72,11,11
5,1189,10,10
7,43,10,10
1,151,10,10
MRI,45,11,11
7,51,11,11
7,47,11,11
3,42,11,11
4,157,11,11
5,72,11,11
3,474,11,11
MRI,66,11,11
9,1247,9,9
7,62,9,9
1,91,9,9
MRI,83,11,11
1,65,11,11
5,231,14,14
6,646,14,14
8,628,7,7
5,531,14,14
7,811,14,14
9,952,14,14
MRI,54,15,15
3,50,15,15
3,28,15,15
3,213,14,14
MRI,135,15,15
5,443,15,15
2,66,10,10
MRI,53,15,15
7,1667,15,15
10,121,14,14
4,247,16,16
6,254,16,16
6,172,16,16
4,44,16,16
5,953,16,16
1,49,14,14
1,90,15,15
1,59,17,17
4,39,17,17
1,40,16,16
3,148,18,18
MRI,65,18,18
5,88,16,16
8,458,14,14
4,753,18,18
5,1029,17,17
7,838,16,16
1,75,18,18
9,1575,16,16
2,52,17,17
2,50,21,21
MRI,51,18,18
6,414,21,21
9,1565,21,21
MRI,56,22,22
5,70,21,21
MRI,32,22,22
5,296,22,22
3,297,22,22
1,77,21,21
4,30,22,22
2,40,14,14
4,35,22,22
2,218,22,22
5,147,22,22
6,515,23,23
5,141,22,22
1,68,22,22
5,1249,21,21
5,926,23,23
9,1287,23,23
7,57,24,24
2,25,24,24
5,806,24,24
6,268,11,11
8,358,21,21
MRI,50,21,21
3,74,25,25
3,286,25,25
MRI,117,25,25
3,167,21,21
MRI,64,25,25
4,584,25,25
4,232,2,2
5,28,25,25
MRI,43,25,25
9,113,23,23
3,186,17,17
1,68,23,23
1,70,25,25
1,137,24,24
7,64,0,28
5,579,0,28
9,43,0,28
6,1017,0,28
7,113,0,28
MRI,72,1,29
2,179,1,29
2,209,1,29
2,617,15,15
1,107,0,28
4,128,2,30
3,66,2,30
9,63,0,28
3,212,0,28
8,639,2,30
2,71,3,31
5,304,1,29
1,62,3,31
2,49,0,28
5,531,2,30
7,42,2,30
7,78,3,31
9,1540,0,28
8,378,0,28
MRI,36,4,32
9,1826,2,30
3,229,4,32
7,503,2,30
3,56,4,32
MRI,57,4,32
4,791,4,32
6,141,4,4
5,1052,4,32
MRI,53,4,32
1,127,2,30
1,832,1,29
7,657,0,28
9,43,23,23
1,66,4,32
7,1892,0,0
MRI,58,7,35
2,63,7,35
6,539,7,35
MRI,70,7,35
5,898,7,35
9,1364,7,35
MRI,32,8,36
5,75,7,35
5,190,8,36
1,62,7,35
MRI,44,8,36
5,276,8,36
2,430,8,36
5,169,8,36
MRI,46,7,35
MRI,67,7,35
5,19,9,37
10,1354,7,35
4,370,9,37
8,1135,9,37
6,157,9,37
2,73,10,38
6,176,10,38
5,2579,9,37
1,813,8,36
8,397,7,35
7,86,11,39
3,89,11,39
7,69,11,39
3,256,11,39
4,100,11,39
5,768,11,39
MRI,10,11,39
1,84,11,39
10,688,0,28
3,277,7,35
1,89,9,37
2,45,14,42
1,66,10,38
6,532,14,42
5,668,14,42
MRI,58,8,36
9,936,14,42
3,112,14,42
7,1439,14,42
MRI,76,15,43
8,144,15,43
3,18,15,43
3,145,10,10
5,527,15,43
2,38,15,43
7,828,15,43
7,74,9,37
3,64,15,43
5,131,15,43
4,77,16,44
MRI,149,15,43
7,421,16,44
5,111,16,44
10,120,14,42
1,89,14,42
8,65,16,44
5,880,16,44
6,982,16,44
10,1486,16,44
1,90,15,43
7,51,17,45
4,41,17,45
6,182,16,44
1,78,17,45
2,51,17,45
3,300,18,46
4,40,16,44
6,278,25,25
7,133,8,36
8,570,14,42
5,1182,17,45
3,82,18,46
4,1330,18,46
3,62,18,46
1,108,16,44
9,744,16,44
7,76,17,45
5,17,21,49
10,88,21,49
MRI,45,18,46
6,670,21,49
5,931,21,49
10,99,21,49
10,117,21,49
1,51,21,49
MRI,51,21,49
MRI,62,22,50
7,62,22,50
7,76,22,50
4,28,22,50
7,80,22,50
MRI,60,22,50
1,86,18,46
3,230,17,45
5,224,22,50
5,383,22,50
2,171,22,50
4,36,22,50
9,119,23,51
10,194,0,0
2,85,22,50
5,902,18,46
8,384,22,50
6,521,23,51
4,280,23,51
5,1000,23,51
3,22,24,52
3,171,21,49
4,201,24,52
10,91,24,52
1,69,22,50
7,43,24,52
5,932,24,52
6,169,23,51
3,168,25,53
1,77,23,51
5,45,25,53
2,85,21,49
8,110,23,51
4,1616,25,53
7,771,25,53
1,43,25,53
9,83,23,51
1,48,24,52
3,100,25,53
2,52,0,56
7,93,0,56
6,404,0,56
5,388,0,56
2,325,1,57
MRI,65,1,57
2,399,1,57
4,383,2,58
5,1165,2,58
7,22,0,56
7,32,3,59
1,119,0,56
2,37,24,52
8,685,21,49
5,225,1,57
1,1053,1,57
1,57,3,59
10,188,0,56
5,178,3,59
3,139,0,56
MRI,30,4,60
7,299,4,60
3,323,4,60
8,81,4,60
4,769,4,60
5,926,4,60
1,71,4,60
1,71,2,58
5,33,7,63
8,547,0,56
3,149,2,58
6,582,7,63
9,734,2,58
7,951,23,51
MRI,56,7,63
5,1314,7,63
MRI,84,8,64
9,49,0,56
MRI,62,8,64
5,536,8,64
2,157,8,64
7,81,2,58
3,343,8,64
7,294,9,65
10,154,9,65
6,131,9,65
8,884,9,65
1,84,7,63
4,264,9,65
7,58,9,65
1,856,8,64
5,1262,9,65
2,42,10,66
5,56,9,65
1,65,9,65
6,92,25,53
5,1002,10,66
4,108,10,66
