OT,surgery_duration,schedule_day,simulation_day
5,550,0,0
6,982,0,0
3,412,0,0
7,1170,0,0
MRI,43,1,1
MRI,49,1,1
7,75,1,1
3,335,1,1
2,114,1,1
2,235,1,1
2,56,1,1
MRI,32,1,1
MRI,39,1,1
MRI,64,1,1
7,56,1,1
7,73,1,1
5,38,1,1
1,79,0,0
7,39,2,2
MRI,46,1,1
7,85,2,2
7,72,2,2
3,47,1,1
7,112,2,2
4,940,2,2
3,79,2,2
8,96,2,2
9,1585,0,0
8,1726,1,1
5,853,2,2
3,38,3,3
1,73,3,3
10,161,0,0
4,117,3,3
9,57,2,2
7,53,2,2
6,131,3,3
4,46,3,3
7,100,1,1
3,275,2,2
1,91,1,1
10,2945,2,2
7,1595,3,3
10,136,1,1
MRI,37,4,4
MRI,48,4,4
MRI,61,4,4
5,61,3,3
3,77,4,4
MRI,53,4,4
MRI,46,4,4
4,1005,4,4
5,1196,4,4
5,89,3,3
3,320,4,4
5,1098,3,3
7,322,4,4
1,59,4,4
6,104,3,3
MRI,61,7,7
MRI,69,7,7
2,53,7,7
6,203,7,7
6,333,7,7
9,60,2,2
MRI,66,8,8
5,449,7,7
5,198,8,8
8,581,0,0
3,281,8,8
5,341,8,8
MRI,59,8,8
7,55,8,8
3,19,8,8
1,61,2,2
8,100,4,4
10,243,7,7
6,113,9,9
2,67,8,8
MRI,51,7,7
10,2298,8,8
8,1053,9,9
8,1255,8,8
4,285,9,9
2,336,8,8
8,261,3,3
1,70,9,9
7,67,10,10
3,258,7,7
6,147,9,9
4,107,10,10
5,1130,9,9
7,57,10,10
5,68,7,7
4,157,10,10
4,118,11,11
6,156,10,10
10,113,10,10
10,239,4,4
MRI,67,11,11
5,1025,10,10
3,135,11,11
3,98,11,11
1,46,8,8
9,1259,7,7
7,488,9,9
5,50,10,10
5,80,11,11
1,108,10,10
MRI,48,11,11
1,704,11,11
2,54,14,14
6,405,14,14
5,503,14,14
7,625,11,11
6,267,11,11
1,77,7,7
9,1195,14,14
5,201,15,15
7,62,15,15
3,46,15,15
MRI,58,15,15
7,837,14,14
10,248,15,15
5,198,15,15
10,85,15,15
MRI,70,15,15
9,936,2,2
5,303,15,15
2,41,3,3
5,36,16,16
7,56,16,16
8,396,10,10
7,333,8,8
7,59,16,16
7,74,16,16
3,54,15,15
4,83,16,16
1,35,14,14
4,214,16,16
7,60,15,15
4,73,16,16
5,1324,16,16
7,38,16,16
MRI,61,15,15
1,72,16,16
6,131,16,16
8,2438,16,16
7,54,15,15
6,140,16,16
1,29,17,17
4,88,17,17
10,1722,16,16
3,116,18,18
3,35,18,18
MRI,33,18,18
3,29,18,18
4,689,18,18
5,2135,17,17
8,806,18,18
8,438,14,14
8,173,15,15
7,55,18,18
1,86,15,15
7,266,18,18
2,58,0,0
MRI,51,21,21
MRI,55,18,18
6,1040,21,21
2,71,17,17
2,956,15,15
3,166,10,10
4,54,22,22
4,30,22,22
3,34,22,22
5,150,22,22
3,33,22,22
5,1140,21,21
2,172,22,22
5,164,22,22
MRI,79,22,22
6,1489,18,18
5,150,22,22
2,69,22,22
MRI,43,21,21
8,84,23,23
10,173,21,21
6,299,23,23
7,35,23,23
1,73,21,21
6,396,23,23
8,180,22,22
4,206,23,23
2,48,24,24
8,474,7,7
5,39,24,24
8,383,21,21
5,776,23,23
10,106,21,21
4,123,24,24
3,528,17,17
5,47,21,21
7,426,25,25
3,161,25,25
7,126,23,23
1,85,22,22
1,77,18,18
4,659,25,25
8,111,23,23
MRI,40,25,25
MRI,41,22,22
1,475,25,25
1,52,24,24
10,121,23,23
5,632,25,25
1,78,23,23
6,265,25,25
6,243,0,28
5,234,0,28
7,971,0,28
3,182,24,24
5,1251,0,28
2,238,1,29
7,64,1,29
6,2019,0,28
2,153,1,29
2,85,1,29
7,60,2,30
7,535,24,24
4,175,2,30
2,150,0,28
3,225,14,14
5,43,1,29
4,65,2,30
7,81,2,30
7,27,2,30
9,1172,16,16
5,796,2,30
3,239,2,30
5,51,3,31
1,83,0,28
7,255,22,22
6,74,3,31
8,1987,2,30
1,59,3,31
7,749,3,31
2,22,21,21
10,2699,2,30
5,476,4,32
3,38,2,30
MRI,47,4,32
3,245,4,32
3,504,0,28
4,600,4,32
MRI,47,1,29
MRI,35,4,32
10,191,0,28
4,80,23,23
8,118,4,32
3,40,3,31
2,40,3,31
5,225,1,1
4,135,2,30
MRI,37,7,35
MRI,76,7,35
MRI,35,7,35
1,44,2,30
6,472,7,35
MRI,59,7,35
7,2250,4,32
2,46,7,35
8,395,0,28
5,686,7,35
1,72,1,29
4,119,3,31
MRI,45,8,36
9,980,7,35
3,174,21,21
MRI,65,8,36
10,327,4,32
1,84,4,32
3,395,8,36
5,95,8,36
5,141,8,36
