OT,surgery_duration,schedule_day,simulation_day
9,67,0,0
6,632,0,0
5,668,0,0
1,56,0,0
7,1140,0,0
MRI,51,1,1
7,50,1,1
MRI,50,1,1
2,116,1,1
5,63,1,1
2,70,1,1
1,46,1,1
7,58,1,1
3,70,1,1
MRI,45,1,1
2,167,1,1
3,55,1,1
MRI,46,1,1
MRI,57,1,1
8,694,1,1
2,46,0,0
MRI,58,1,1
4,126,2,2
9,61,2,2
3,357,0,0
4,74,2,2
7,99,1,1
4,455,2,2
3,38,2,2
7,917,2,2
5,989,2,2
7,76,1,1
7,48,2,2
8,1538,2,2
3,259,2,2
6,57,3,3
2,47,3,3
4,106,3,3
6,223,3,3
4,177,3,3
10,247,1,1
MRI,36,4,4
MRI,10,4,4
MRI,49,4,4
10,266,3,3
7,882,3,3
10,509,2,2
MRI,41,4,4
3,61,4,4
5,583,4,4
3,191,3,3
8,1082,4,4
10,338,4,4
4,1767,4,4
MRI,42,4,4
6,43,4,4
8,410,0,0
3,155,4,4
1,81,4,4
5,147,1,1
5,909,3,3
7,49,4,4
1,62,3,3
MRI,144,4,4
MRI,48,7,7
MRI,50,7,7
6,484,7,7
MRI,105,7,7
10,76,7,7
5,88,3,3
MRI,67,7,7
MRI,29,7,7
MRI,48,7,7
5,101,8,8
MRI,60,8,8
8,96,8,8
MRI,103,8,8
7,38,8,8
2,80,8,8
5,194,8,8
1,60,2,2
5,198,8,8
MRI,52,8,8
8,113,8,8
2,150,8,8
MRI,47,8,8
5,47,9,9
3,486,8,8
9,3117,7,7
10,111,7,7
3,190,7,7
7,26,9,9
6,95,9,9
6,742,9,9
7,100,9,9
7,57,9,9
9,62,9,9
8,927,9,9
7,73,9,9
5,74,9,9
4,61,9,9
4,234,9,9
7,55,9,9
10,2763,8,8
1,103,7,7
6,138,10,10
5,73,9,9
10,84,10,10
MRI,50,8,8
6,104,10,10
6,102,10,10
4,653,10,10
5,956,10,10
10,137,7,7
1,91,8,8
MRI,41,11,11
9,2032,0,0
MRI,21,11,11
MRI,50,11,11
10,164,10,10
MRI,171,11,11
1,107,9,9
3,391,11,11
3,129,11,11
MRI,65,11,11
4,109,11,11
5,914,11,11
7,552,10,10
10,117,10,10
3,66,11,11
9,1271,2,2
MRI,42,8,8
4,153,11,11
8,1296,11,11
10,465,11,11
7,212,8,8
9,84,9,9
1,131,10,10
MRI,64,11,11
5,964,7,7
7,83,14,14
5,324,14,14
10,108,14,14
10,73,14,14
9,1108,14,14
2,57,7,7
5,671,14,14
6,674,14,14
10,144,14,14
1,54,11,11
7,45,15,15
3,27,15,15
MRI,32,15,15
MRI,27,15,15
10,127,15,15
5,124,15,15
MRI,49,15,15
7,189,11,11
MRI,57,15,15
5,208,15,15
7,633,14,14
5,447,15,15
MRI,22,15,15
7,58,15,15
7,42,15,15
10,64,15,15
8,975,15,15
6,225,11,11
MRI,39,15,15
7,62,16,16
7,43,15,15
8,83,16,16
4,94,16,16
3,38,15,15
6,97,16,16
6,193,16,16
8,487,10,10
1,64,15,15
4,154,16,16
4,83,16,16
9,1422,16,16
7,75,17,17
6,239,17,17
5,1757,16,16
9,151,2,2
7,71,17,17
6,104,16,16
2,49,17,17
4,92,17,17
10,235,16,16
7,35,17,17
6,158,17,17
1,73,16,16
4,46,16,16
3,72,18,18
5,1397,17,17
7,688,16,16
4,195,17,17
3,65,18,18
3,105,18,18
MRI,71,18,18
4,828,18,18
7,416,18,18
7,800,4,4
3,95,18,18
1,89,14,14
MRI,37,18,18
7,45,17,17
MRI,52,18,18
MRI,27,18,18
2,71,14,14
10,1708,17,17
6,426,18,18
8,488,14,14
1,98,17,17
MRI,155,18,18
2,97,10,10
1,489,18,18
7,58,18,18
7,266,18,18
8,107,16,16
5,1188,18,18
9,51,21,21
MRI,52,21,21
MRI,36,18,18
6,346,21,21
MRI,102,21,21
MRI,65,21,21
8,593,7,7
MRI,51,21,21
5,150,22,22
4,54,22,22
2,140,22,22
7,77,22,22
4,30,22,22
MRI,102,22,22
7,53,22,22
MRI,64,21,21
4,70,22,22
7,83,22,22
7,40,22,22
5,150,22,22
5,164,22,22
2,69,22,22
2,110,22,22
MRI,58,21,21
5,901,21,21
3,153,21,21
MRI,37,22,22
3,250,10,10
4,41,23,23
10,1866,22,22
2,59,21,21
5,984,23,23
4,214,23,23
8,1737,22,22
7,761,23,23
6,149,23,23
3,424,22,22
9,1514,23,23
2,31,24,24
7,367,24,24
8,234,18,18
6,129,23,23
7,85,22,22
2,524,15,15
7,97,24,24
9,93,23,23
7,71,25,25
MRI,46,25,25
7,47,25,25
MRI,39,25,25
6,1641,24,24
MRI,67,25,25
1,114,22,22
7,77,25,25
3,395,25,25
1,93,21,21
10,77,25,25
MRI,161,25,25
5,646,25,25
3,77,25,25
8,86,25,25
8,158,25,25
10,110,25,25
MRI,40,25,25
1,523,25,25
4,777,25,25
3,61,25,25
MRI,44,25,25
3,208,23,23
1,69,24,24
7,73,25,25
5,595,24,24
5,27,23,23
5,18,21,21
4,233,24,24
1,111,23,23
10,537,21,21
8,526,17,17
3,146,24,24
2,58,0,28
7,73,23,23
5,437,0,28
9,636,0,28
9,31,0,28
6,497,0,28
7,1247,0,28
3,31,1,29
1,49,1,29
7,45,1,29
7,46,1,29
MRI,68,1,29
MRI,80,1,29
MRI,50,1,29
MRI,40,1,29
2,394,1,29
7,46,1,29
5,67,1,29
4,295,2,30
8,863,1,29
3,32,1,29
1,59,0,28
2,56,1,29
3,62,2,30
3,218,2,30
7,85,2,30
5,101,3,31
8,732,2,30
6,200,25,25
2,179,3,31
4,66,2,30
4,135,3,31
10,95,1,29
9,2003,2,30
6,88,3,31
6,189,3,31
5,858,2,30
4,62,3,31
8,153,24,24
7,418,2,30
7,1139,3,31
5,1303,3,31
3,80,3,31
MRI,76,4,32
MRI,76,4,32
MRI,62,4,32
MRI,38,4,32
10,331,2,30
MRI,58,4,32
6,48,4,32
MRI,47,1,29
3,232,4,32
4,1495,4,32
3,56,4,32
5,1018,4,32
1,72,3,31
9,80,23,23
MRI,50,1,29
9,60,2,30
9,2128,21,21
1,86,4,32
7,51,25,25
10,267,3,31
9,52,2,30
2,74,7,35
8,386,3,31
6,272,7,35
8,537,21,21
MRI,35,7,35
MRI,48,7,35
7,91,4,32
MRI,107,7,35
MRI,66,7,35
6,289,7,35
10,136,4,32
10,133,7,35
MRI,53,8,36
MRI,74,8,36
MRI,65,8,36
5,231,8,36
2,318,8,36
MRI,66,8,36
MRI,51,8,36
8,81,8,36
5,352,8,36
7,584,4,32
8,96,8,36
1,74,7,35
3,519,8,36
2,58,8,36
10,72,7,35
5,65,9,37
9,193,9,37
9,121,9,37
MRI,45,7,35
6,95,9,37
7,102,9,37
10,115,7,35
10,1942,8,36
7,61,9,37
6,344,9,37
7,50,8,36
7,53,9,37
7,295,8,36
MRI,69,7,35
4,663,9,37
5,296,9,37
7,81,1,29
1,82,8,36
6,98,10,38
7,68,9,37
7,46,9,37
1,117,2,30
8,398,7,35
6,45,10,38
6,71,10,38
8,2457,9,37
4,1117,10,38
8,1418,4,32
10,127,10,38
MRI,38,11,39
10,153,11,39
3,94,11,39
4,111,11,39
MRI,69,11,39
MRI,48,11,39
MRI,48,11,39
5,1033,7,35
8,199,0,28
MRI,68,11,39
4,118,11,39
5,962,10,38
3,32,11,39
7,3012,10,38
