OT,overtime,schedule_day
9,10.0,0
MRI,184.0,1
10,290.0,1
10,1.0,2
8,32.0,2
5,114.0,2
4,412.0,2
5,55.0,3
MRI,280.0,4
3,425.0,4
7,105.0,9
8,464.0,7
10,474.0,8
10,271.0,10
MRI,162.0,11
5,7.0,14
10,113.0,14
3,50.0,17
MRI,38.0,18
3,144.0,18
MRI,219.0,21
8,148.0,23
8,435.0,25
10,146.0,25
MRI,218.0,4
MRI,91.0,7
MRI,65.0,8
8,435.0,7
MRI,98.0,15
7,225.0,15
9,16.0,16
4,34.0,17
MRI,205.0,18
5,259.0,22
5,8.0,23
5,5.0,24
8,242.0,25
10,363.0,25
MRI,80.0,1
8,245.0,0
6,5.0,4
MRI,311.0,7
7,32.0,9
8,488.0,7
MRI,257.0,11
9,57.0,14
5,94.0,14
MRI,307.0,15
MRI,70.0,18
3,263.0,18
9,131.0,23
8,364.0,21
MRI,234.0,25
10,79.0,0
9,151.0,0
10,153.0,3
4,427.0,3
3,430.0,4
MRI,147.0,7
8,103.0,7
4,3.0,10
5,28.0,11
3,38.0,11
5,48.0,17
MRI,54.0,22
9,247.0,23
MRI,218.0,25
6,33.0,7
MRI,76.0,8
MRI,36.0,18
MRI,58.0,21
4,17.0,23
7,14.0,24
5,28.0,24
MRI,139.0,25
7,217.0,25
9,88.0,0
2,102.0,1
MRI,189.0,1
7,37.0,2
8,125.0,0
MRI,168.0,4
6,359.0,4
MRI,413.0,7
MRI,273.0,15
9,441.0,16
4,344.0,17
7,186.0,18
MRI,415.0,18
MRI,43.0,21
MRI,69.0,22
MRI,6.0,25
MRI,88.0,1
MRI,327.0,4
MRI,111.0,7
8,457.0,9
10,86.0,11
MRI,132.0,11
9,22.0,14
MRI,74.0,15
7,5.0,16
8,393.0,14
4,206.0,17
MRI,29.0,18
5,239.0,22
MRI,115.0,25
7,222.0,25
9,36.0,0
MRI,26.0,1
10,249.0,3
MRI,125.0,4
MRI,14.0,7
9,1.0,9
8,509.0,7
5,106.0,8
MRI,133.0,11
10,147.0,11
9,5.0,14
MRI,4.0,15
7,285.0,15
9,28.0,16
4,311.0,17
MRI,447.0,18
3,340.0,18
MRI,182.0,21
MRI,349.0,22
8,41.0,21
MRI,166.0,25
MRI,280.0,1
4,95.0,3
MRI,74.0,4
MRI,40.0,8
3,53.0,8
MRI,308.0,11
4,253.0,11
9,54.0,14
3,59.0,15
MRI,88.0,15
5,36.0,17
2,38.0,17
MRI,64.0,18
3,317.0,18
MRI,310.0,21
8,253.0,23
MRI,252.0,25
9,92.0,0
8,28.0,0
10,494.0,3
MRI,102.0,4
3,281.0,4
7,11.0,9
8,488.0,9
10,33.0,11
7,507.0,15
5,17.0,17
8,188.0,14
4,271.0,17
MRI,315.0,18
5,212.0,22
7,13.0,23
MRI,254.0,25
7,396.0,25
9,98.0,0
4,288.0,3
MRI,134.0,4
7,157.0,4
3,291.0,4
MRI,132.0,7
8,23.0,7
MRI,184.0,11
9,2.0,14
7,74.0,14
7,196.0,15
MRI,311.0,15
4,393.0,17
MRI,89.0,18
MRI,138.0,21
7,42.0,24
4,63.0,24
8,391.0,2
MRI,86.0,4
3,35.0,7
7,183.0,8
MRI,387.0,8
9,68.0,9
7,31.0,15
8,50.0,16
MRI,231.0,18
7,433.0,18
MRI,33.0,21
4,52.0,24
MRI,350.0,25
9,21.0,0
8,361.0,2
3,46.0,4
MRI,172.0,7
8,500.0,9
5,233.0,8
5,33.0,11
2,94.0,15
7,208.0,15
9,43.0,16
MRI,301.0,18
8,343.0,14
MRI,43.0,21
MRI,373.0,22
MRI,198.0,25
MRI,178.0,1
10,56.0,11
8,170.0,7
9,409.0,14
7,147.0,15
9,9.0,16
3,493.0,18
9,49.0,23
5,67.0,25
7,94.0,25
MRI,225.0,25
10,56.0,0
9,221.0,0
5,79.0,2
4,239.0,3
MRI,87.0,4
MRI,72.0,7
MRI,339.0,8
9,27.0,14
MRI,4.0,15
6,29.0,16
9,217.0,16
4,32.0,17
5,161.0,16
MRI,164.0,18
7,396.0,18
8,242.0,14
MRI,32.0,21
MRI,72.0,22
9,19.0,23
2,117.0,22
8,500.0,21
4,20.0,24
MRI,0.0,25
7,249.0,25
3,23.0,2
MRI,66.0,4
MRI,55.0,7
MRI,85.0,8
5,211.0,7
8,236.0,7
7,89.0,15
3,365.0,18
MRI,267.0,21
9,209.0,23
4,124.0,24
MRI,153.0,25
MRI,191.0,1
4,241.0,3
MRI,33.0,4
MRI,447.0,7
MRI,47.0,11
9,46.0,14
10,85.0,14
MRI,146.0,18
7,234.0,18
MRI,31.0,21
5,462.0,21
3,30.0,24
MRI,165.0,25
10,240.0,3
MRI,111.0,7
MRI,262.0,8
10,42.0,11
MRI,118.0,11
9,98.0,14
MRI,210.0,15
4,368.0,17
MRI,106.0,18
3,158.0,18
MRI,213.0,21
9,291.0,23
6,1.0,24
2,92.0,22
10,199.0,23
4,326.0,24
MRI,10.0,25
9,24.0,0
5,57.0,1
MRI,172.0,1
4,289.0,3
MRI,74.0,4
MRI,267.0,7
3,53.0,8
MRI,68.0,8
MRI,263.0,11
10,63.0,11
9,80.0,14
MRI,54.0,15
9,181.0,16
8,28.0,14
MRI,47.0,18
10,23.0,21
MRI,91.0,21
8,19.0,21
3,122.0,25
MRI,291.0,25
8,451.0,0
3,61.0,4
MRI,102.0,7
MRI,113.0,8
MRI,230.0,11
10,412.0,11
9,221.0,14
MRI,44.0,15
7,419.0,15
MRI,210.0,18
MRI,336.0,21
9,84.0,23
7,99.0,23
MRI,198.0,25
MRI,24.0,1
MRI,195.0,4
MRI,173.0,7
5,340.0,7
MRI,20.0,8
5,60.0,8
10,193.0,11
9,160.0,14
7,73.0,15
MRI,256.0,15
8,196.0,14
MRI,203.0,18
7,343.0,18
5,339.0,21
MRI,118.0,1
7,95.0,4
5,496.0,4
9,445.0,14
7,376.0,15
8,140.0,14
4,147.0,17
7,69.0,18
8,305.0,18
10,387.0,18
MRI,323.0,21
MRI,25.0,22
5,260.0,21
9,181.0,0
MRI,77.0,1
8,5.0,0
MRI,305.0,4
MRI,210.0,7
8,256.0,7
MRI,2.0,11
4,360.0,11
9,14.0,14
MRI,237.0,15
8,295.0,14
MRI,62.0,18
MRI,205.0,21
5,433.0,22
2,17.0,22
MRI,65.0,1
9,14.0,2
3,315.0,4
MRI,269.0,7
MRI,206.0,8
10,173.0,11
4,357.0,11
9,18.0,14
MRI,83.0,15
MRI,332.0,21
9,9.0,23
MRI,272.0,1
4,258.0,3
10,501.0,3
MRI,109.0,7
MRI,35.0,8
8,370.0,7
4,363.0,10
9,100.0,14
MRI,289.0,15
MRI,256.0,18
5,411.0,22
7,19.0,25
4,66.0,25
MRI,152.0,25
9,40.0,0
MRI,234.0,1
MRI,143.0,4
MRI,112.0,7
MRI,177.0,8
MRI,66.0,11
10,127.0,11
4,466.0,11
MRI,79.0,15
7,377.0,15
8,13.0,14
3,52.0,18
6,118.0,21
9,72.0,23
4,69.0,24
MRI,148.0,25
3,44.0,1
MRI,77.0,1
7,77.0,3
MRI,187.0,4
6,210.0,4
7,495.0,4
3,307.0,4
MRI,442.0,7
8,420.0,7
3,36.0,17
MRI,171.0,22
9,231.0,23
10,303.0,23
8,426.0,21
4,98.0,24
MRI,201.0,25
9,72.0,0
MRI,103.0,1
10,11.0,7
MRI,218.0,7
MRI,142.0,8
7,332.0,8
MRI,269.0,11
9,24.0,14
MRI,363.0,15
MRI,163.0,18
3,23.0,18
MRI,235.0,21
MRI,390.0,25
MRI,192.0,1
9,29.0,2
10,233.0,3
3,221.0,4
10,460.0,11
4,394.0,11
MRI,336.0,15
4,58.0,17
8,172.0,14
MRI,263.0,18
3,8.0,22
MRI,9.0,22
9,102.0,23
5,108.0,22
4,32.0,25
MRI,373.0,25
MRI,36.0,4
MRI,56.0,7
MRI,88.0,8
5,244.0,8
MRI,240.0,11
7,26.0,14
MRI,102.0,18
6,25.0,21
MRI,133.0,21
3,42.0,22
MRI,102.0,22
8,138.0,21
9,98.0,0
MRI,155.0,1
4,184.0,2
MRI,162.0,4
7,46.0,9
MRI,21.0,11
10,123.0,11
9,10.0,14
9,401.0,16
4,30.0,17
MRI,251.0,18
MRI,77.0,21
MRI,93.0,22
9,28.0,23
MRI,242.0,1
7,39.0,2
6,460.0,4
3,466.0,4
MRI,326.0,11
MRI,11.0,15
8,26.0,14
4,38.0,17
3,405.0,18
MRI,22.0,21
5,300.0,21
6,4.0,23
9,183.0,23
8,397.0,21
5,445.0,23
7,47.0,24
MRI,194.0,25
7,17.0,3
MRI,397.0,4
3,375.0,4
MRI,268.0,7
MRI,99.0,8
8,319.0,7
10,256.0,11
10,268.0,14
7,14.0,15
MRI,148.0,15
8,387.0,14
5,431.0,16
5,0.0,17
MRI,399.0,18
MRI,417.0,21
9,275.0,23
9,122.0,0
8,5.0,0
MRI,181.0,4
MRI,98.0,7
MRI,11.0,8
MRI,73.0,15
8,90.0,16
9,163.0,16
4,9.0,17
7,210.0,18
MRI,217.0,18
MRI,252.0,21
2,307.0,22
9,338.0,23
8,418.0,21
MRI,275.0,1
4,488.0,3
5,170.0,4
MRI,93.0,7
7,180.0,8
8,261.0,9
MRI,453.0,11
MRI,261.0,15
3,315.0,18
MRI,47.0,21
MRI,206.0,22
9,60.0,23
4,208.0,24
MRI,288.0,25
MRI,174.0,1
8,403.0,0
10,152.0,3
MRI,64.0,4
3,18.0,4
7,115.0,15
4,296.0,17
MRI,312.0,21
9,141.0,23
8,502.0,21
3,74.0,24
4,37.0,25
MRI,58.0,25
MRI,62.0,1
9,9.0,2
8,194.0,0
7,20.0,3
MRI,120.0,7
MRI,243.0,8
MRI,178.0,11
7,41.0,15
MRI,100.0,18
MRI,437.0,21
9,42.0,23
8,414.0,21
MRI,223.0,25
9,137.0,0
7,384.0,0
8,127.0,0
4,17.0,3
3,397.0,4
MRI,277.0,7
5,193.0,9
4,172.0,10
MRI,72.0,11
10,82.0,11
7,506.0,15
5,15.0,16
4,331.0,17
3,176.0,18
5,492.0,22
7,41.0,24
MRI,37.0,25
MRI,76.0,1
4,436.0,10
MRI,335.0,11
6,59.0,14
7,30.0,16
8,142.0,14
MRI,260.0,18
MRI,6.0,21
3,2.0,25
9,437.0,0
MRI,103.0,4
MRI,191.0,11
3,29.0,15
7,334.0,15
9,18.0,16
4,38.0,17
MRI,43.0,18
2,244.0,22
MRI,33.0,25
10,217.0,0
9,222.0,0
MRI,222.0,4
MRI,27.0,7
10,30.0,14
7,59.0,14
MRI,100.0,15
4,135.0,17
MRI,367.0,25
9,129.0,0
8,441.0,0
3,146.0,4
MRI,282.0,7
5,384.0,7
5,4.0,10
2,21.0,15
7,179.0,15
4,363.0,17
MRI,173.0,18
MRI,135.0,21
4,250.0,24
MRI,129.0,25
9,196.0,0
MRI,76.0,1
4,101.0,3
8,231.0,2
5,494.0,4
MRI,233.0,7
3,20.0,8
MRI,76.0,8
8,361.0,7
10,58.0,11
MRI,199.0,11
4,72.0,11
9,71.0,14
MRI,192.0,15
9,360.0,16
7,1.0,18
MRI,103.0,18
3,195.0,18
MRI,141.0,22
9,19.0,23
8,47.0,2
MRI,23.0,4
3,322.0,4
MRI,176.0,7
7,31.0,9
8,165.0,7
5,166.0,11
MRI,292.0,15
8,229.0,14
4,9.0,17
7,278.0,18
MRI,45.0,21
MRI,41.0,22
9,61.0,23
10,286.0,23
8,492.0,21
MRI,166.0,25
MRI,236.0,8
4,0.0,9
MRI,275.0,11
8,300.0,7
MRI,138.0,15
7,29.0,16
9,38.0,16
8,95.0,14
5,446.0,16
MRI,4.0,1
8,216.0,0
8,465.0,7
8,349.0,14
3,78.0,18
MRI,92.0,21
9,98.0,23
MRI,130.0,25
2,24.0,1
3,265.0,4
MRI,138.0,7
9,54.0,16
MRI,15.0,21
MRI,478.0,22
9,160.0,23
MRI,168.0,25
10,84.0,0
7,49.0,2
8,68.0,0
MRI,190.0,4
MRI,134.0,7
8,0.0,9
9,29.0,14
8,305.0,21
9,97.0,23
8,415.0,23
MRI,269.0,25
4,38.0,3
MRI,112.0,7
7,271.0,8
7,52.0,10
4,506.0,10
MRI,22.0,11
4,293.0,11
7,21.0,14
MRI,85.0,15
7,121.0,15
3,276.0,18
MRI,81.0,21
5,129.0,22
7,80.0,23
7,14.0,25
MRI,180.0,25
7,45.0,2
