OT,schedule_day
7,0
9,0
9,0
2,1
7,1
5,2
9,2
4,2
10,2
3,2
5,2
10,3
10,3
10,3
5,3
5,3
5,4
4,4
4,4
5,4
5,7
6,7
7,8
2,8
8,8
3,8
5,9
8,9
8,9
10,9
6,9
5,9
10,10
10,10
5,10
5,10
5,11
5,11
7,14
5,14
9,14
5,15
5,15
5,16
9,16
8,16
9,16
10,16
6,16
7,18
5,18
4,18
5,18
5,21
6,21
5,23
7,23
9,23
5,24
5,24
7,25
4,25
5,25
4,25
4,25
4,25
7,0
5,0
6,0
9,0
9,0
5,1
2,1
7,1
2,1
5,2
9,2
4,2
10,2
3,2
5,2
4,2
3,2
5,3
10,3
10,3
10,3
5,3
5,3
5,4
4,4
4,4
5,4
5,7
6,7
7,8
8,8
5,9
10,9
6,9
5,9
5,10
5,11
5,11
7,14
5,14
6,14
9,14
2,15
5,16
8,16
10,16
6,16
10,17
5,17
7,18
4,18
4,18
5,18
5,21
6,21
5,23
7,23
9,23
5,24
5,24
4,25
5,25
4,25
4,25
7,0
5,0
6,0
9,0
9,0
2,1
5,2
9,2
4,2
10,2
3,2
5,2
5,4
4,4
4,4
4,4
5,4
5,7
6,7
5,8
7,8
2,8
8,8
5,8
2,8
5,9
10,9
5,9
10,10
10,10
5,10
5,10
5,11
5,11
7,14
6,14
9,14
5,15
5,15
3,15
5,16
9,16
8,16
9,16
10,16
6,16
10,17
5,17
7,18
5,18
4,18
5,18
5,21
6,21
5,23
7,23
5,24
5,24
5,24
7,25
4,25
5,25
4,25
4,25
7,0
5,0
6,0
9,0
9,0
5,1
7,1
2,1
5,2
9,2
4,2
10,2
3,2
5,2
10,3
10,3
10,3
5,3
5,3
5,4
4,4
4,4
4,4
5,4
5,7
6,7
5,9
5,9
5,10
5,11
5,11
7,14
5,14
6,14
9,14
3,15
5,16
9,16
8,16
9,16
10,16
7,18
4,18
5,18
5,21
6,21
5,22
8,22
5,23
7,23
9,23
5,24
10,25
7,25
4,25
5,25
4,25
4,25
7,0
6,0
9,0
9,0
2,1
7,1
2,1
5,2
9,2
4,2
10,2
3,2
5,2
5,3
10,3
10,3
10,3
5,3
5,3
5,4
4,4
4,4
4,4
5,4
5,7
6,7
5,8
7,8
2,8
8,8
2,8
5,8
3,8
2,8
5,9
10,9
6,9
5,9
5,10
5,10
5,11
5,11
7,14
6,14
9,14
5,15
5,15
5,16
9,16
8,16
9,16
10,16
4,18
5,18
4,18
4,18
5,18
5,21
9,21
6,21
8,22
7,22
5,23
4,23
7,23
9,23
4,25
4,25
4,25
7,0
5,0
9,0
9,0
5,1
2,1
7,1
5,2
9,2
4,2
10,2
3,2
5,2
4,2
10,3
10,3
5,3
5,4
4,4
4,4
