Group,Distribution,Chi_Squared_Stat,Chi_Squared_p,KS_Stat,KS_p,Params
9,normal,177.6774763628436,0.0,0.10590322250603107,9.790540534881911e-09,"(80.47287735849056, 22.684603710322847)"
9,lognorm,157.9127545580082,0.0,0.06972626895356093,0.0004976071097576275,"(0.1892365388390137, -35.47639966878042, 113.86605707073656)"
9,loglogistic,73.77642106394727,6.850076061937216e-14,0.04114568224658943,0.11013377067624852,"(6.564207114205903, -0.4704451607702961, 77.45534359192916)"
9,pearson3,90000000025.12569,0.0,0.05399146893980489,0.01372194472596448,"(0.8757560077885628, 80.68454025963354, 21.72103318371283)"
10,gamma,11.376887590138836,0.07740367835322226,0.08452828780420979,0.8459611818817807,"(10.37061322370242, -10.65209587273719, 13.02336297992436)"
10,weibull,14.34667223885403,0.025994491862330715,0.08899868927759547,0.7998645224058876,"(1.9284223735334007, 48.7575998483012, 86.49652887192823)"
10,normal,15.535432908867527,0.029716691236995496,0.1094677789191989,0.5625118129030824,"(124.40816326530613, 42.576183036206146)"
10,lognorm,11.2132633046011,0.08200470246225045,0.08526784504375656,0.8386393375516752,"(0.22264257210015492, -61.93184886490796, 181.7526838566185)"
10,loglogistic,10.094205411903161,0.12074047491110029,0.06904012053394809,0.9609843060832246,"(8.19710915625436, -61.09589435231791, 181.0178288468215)"
10,pearson3,11.3768843609136,0.0774037667763281,0.08452799586400112,0.8459640459443283,"(0.6210491652633268, 124.40817841360081, 41.93970128175443)"
11,gamma,8.039230578725652,0.23524324418450404,0.02824496008252045,0.9558577423880624,"(6.3953051163826675, -0.44224936397739134, 11.10593424805026)"
11,weibull,16.10220817344334,0.013215762814049792,0.04002699352965336,0.674748629653676,"(2.088094534643681, 14.57214452993728, 63.215990732502235)"
11,normal,52.90250669157285,3.875144982679046e-09,0.06692845228119004,0.11164003572935433,"(70.58359621451105, 28.086113338473215)"
11,lognorm,6.835368196408421,0.3363410899921597,0.02822169020404286,0.9561581585603741,"(0.2792113145359461, -28.523371740542945, 95.32461069033945)"
11,loglogistic,4.779644633959622,0.5723700871184709,0.03656440835328212,0.7762307495134073,"(5.630610917595871, -19.155876881988704, 85.77346237499718)"
11,pearson3,8.039231984044104,0.23524314223457687,0.02824564823118242,0.955848839100433,"(0.7908595269507249, 70.58356248466691, 28.085761442000088)"
12,gamma,10.133490562735332,0.11914184069030109,0.07148359921810177,0.6955449327610873,"(2.6792400979888082, 35.677080356678346, 22.11390357758777)"
12,weibull,10.62046603016988,0.10083885421226257,0.08197201567030177,0.525868786993307,"(1.3639758282628849, 45.980809057698494, 53.63542092426239)"
12,normal,52.54893851420331,4.55055004788818e-09,0.11480747785306988,0.15513902050335637,"(94.92553191489361, 36.23335696056826)"
12,lognorm,10.531049078937485,0.10399703996622989,0.07353510760694976,0.6620211002268159,"(0.456587038996845, 17.93423705616746, 69.44390356486032)"
12,loglogistic,11.967012657403075,0.06270877037689782,0.059603747137597585,0.872185588075282,"(4.889038230407703, -0.577799949528103, 89.16159866128058)"
12,pearson3,10.13356615931701,0.11913878270195988,0.07148371661265734,0.6955430220964411,"(1.2218639304581922, 94.92548110566452, 36.1967934842946)"
13,gamma,9.682241847522015,0.13868715954695143,0.050050428966768035,0.7777132572938845,"(3.240484291933596, 72.30591775755835, 26.474419357320286)"
13,weibull,16.066021153906625,0.013403958295395868,0.07017758229299886,0.36627958003539585,"(1.7476572894331142, 76.78608554072714, 91.55077501988015)"
13,normal,65.21091491434804,1.3639755991334823e-11,0.11794114024688235,0.017597713638311835,"(158.09580838323353, 49.12019153019747)"
13,lognorm,6.749767296134809,0.34460982009723884,0.03635577034251092,0.9743530154214053,"(0.4551170959565003, 54.723733032202404, 93.20385548714479)"
13,loglogistic,5.347205728434566,0.5001128108734139,0.03417237540650231,0.9862348304551165,"(3.446860793013855, 63.80100169907551, 83.24301517552908)"
13,pearson3,9.68231887864723,0.13868359486243076,0.05004984420945635,0.7777251966040112,"(1.1110261149536633, 158.0957969957719, 47.65739712900512)"
14,gamma,53.83578667494713,7.961585835047913e-10,0.05389274039297265,0.048474241096648996,"(8.099533204873845, -3.5925548001808965, 6.1842337480762675)"
