OT,overtime,schedule_day
2,377.0,1
MRI,386.0,1
10,403.0,1
7,92.0,2
6,155.0,4
MRI,256.0,4
5,351.0,7
MRI,415.0,7
7,398.0,8
9,190.0,9
4,127.0,10
8,411.0,7
10,219.0,11
8,358.0,14
4,211.0,17
6,80.0,18
MRI,140.0,18
3,30.0,18
MRI,136.0,21
MRI,103.0,22
8,88.0,23
4,93.0,24
MRI,494.0,25
3,416.0,25
MRI,120.0,1
MRI,61.0,4
3,455.0,4
MRI,50.0,7
7,0.0,8
9,286.0,9
8,328.0,9
3,35.0,11
8,340.0,11
MRI,284.0,15
4,228.0,17
MRI,131.0,22
8,462.0,14
MRI,129.0,25
3,373.0,25
MRI,78.0,1
MRI,2.0,4
3,262.0,4
MRI,169.0,7
7,34.0,8
6,212.0,18
3,149.0,18
2,61.0,22
9,55.0,23
8,275.0,21
3,27.0,24
MRI,69.0,25
MRI,17.0,1
MRI,179.0,4
7,129.0,8
7,435.0,14
3,37.0,14
8,78.0,16
5,24.0,18
MRI,94.0,18
MRI,147.0,21
MRI,141.0,22
8,342.0,23
MRI,116.0,25
3,14.0,1
7,3.0,2
MRI,232.0,4
6,15.0,7
MRI,35.0,7
7,77.0,8
9,19.0,9
7,22.0,11
5,343.0,15
MRI,72.0,18
MRI,113.0,21
5,1.0,2
MRI,350.0,4
6,431.0,4
MRI,7.0,7
7,44.0,8
MRI,258.0,8
9,8.0,9
MRI,229.0,11
3,52.0,14
MRI,470.0,15
MRI,134.0,18
2,149.0,22
9,83.0,23
4,183.0,24
MRI,227.0,25
MRI,368.0,1
6,237.0,4
3,483.0,4
2,16.0,10
3,21.0,14
4,48.0,16
5,1.0,18
MRI,10.0,18
7,57.0,22
MRI,74.0,22
4,191.0,24
8,188.0,21
MRI,243.0,1
4,102.0,2
3,104.0,4
MRI,390.0,4
7,51.0,8
8,241.0,7
8,5.0,16
4,31.0,16
MRI,184.0,1
8,109.0,2
10,13.0,2
4,94.0,3
