OT,surgery_duration,schedule_day,simulation_day
6,220,0,0
6,45,0,0
5,123,0,0
9,616,0,0
5,100,0,0
2,50,1,1
7,125,1,1
5,83,1,1
2,48,1,1
2,12,1,1
3,42,1,1
5,184,1,1
10,228,1,1
7,89,0,0
7,78,1,1
10,136,1,1
3,33,1,1
7,137,0,0
4,40,2,2
5,57,2,2
7,146,2,2
10,15,2,2
MRI,467,1,1
2,1130,1,1
5,60,2,2
10,282,2,2
1,140,1,1
7,41,3,3
1,60,3,3
5,1478,2,2
6,101,3,3
3,2049,2,2
5,76,3,3
4,1014,3,3
7,80,3,3
7,96,2,2
4,132,2,2
5,127,4,4
7,15,4,4
5,45,4,4
4,83,4,4
9,151,2,2
4,50,2,2
2,44,3,3
4,168,4,4
6,276,4,4
1,83,0,0
7,255,4,4
3,112,2,2
1,116,2,2
3,2295,4,4
MRI,365,4,4
8,319,4,4
1,79,4,4
MRI,235,4,4
5,84,7,7
2,105,7,7
6,107,7,7
6,124,7,7
7,62,2,2
5,75,7,7
10,566,3,3
3,39,8,8
1,103,7,7
5,1904,7,7
7,138,8,8
MRI,244,7,7
1,73,8,8
10,91,8,8
10,88,9,9
MRI,165,7,7
5,94,9,9
MRI,192,8,8
7,144,9,9
10,614,7,7
5,33,9,9
7,217,0,0
7,100,9,9
9,403,9,9
10,143,9,9
6,212,9,9
6,114,9,9
9,63,9,9
10,79,9,9
2,2842,8,8
6,135,10,10
6,151,10,10
1,120,9,9
5,98,10,10
5,68,10,10
2,86,10,10
MRI,240,11,11
3,127,11,11
5,78,11,11
3,169,7,7
MRI,442,11,11
7,59,11,11
4,3849,9,9
3,68,11,11
3,24,11,11
1,55,10,10
1,62,11,11
5,100,11,11
5,165,9,9
6,487,11,11
7,111,14,14
6,90,14,14
2,107,14,14
5,124,14,14
3,219,0,0
6,103,14,14
9,489,14,14
10,716,14,14
5,144,14,14
7,108,14,14
5,66,15,15
5,1,15,15
2,296,15,15
MRI,349,15,15
10,108,14,14
3,14,15,15
7,76,10,10
5,31,15,15
5,23,15,15
3,42,15,15
4,29,16,16
4,39,16,16
9,119,16,16
6,110,16,16
7,63,16,16
10,201,16,16
7,86,16,16
5,31,16,16
7,164,15,15
5,146,17,17
4,377,17,17
7,85,17,17
7,67,10,10
5,81,16,16
9,118,14,14
7,70,17,17
4,25,16,16
2,15,17,17
1,62,15,15
6,227,16,16
3,14,18,18
MRI,334,18,18
6,55,18,18
4,98,18,18
1,72,14,14
MRI,334,18,18
3,42,18,18
7,85,18,18
9,122,2,2
1,56,17,17
7,90,17,17
MRI,222,21,21
5,168,18,18
3,241,21,21
6,94,21,21
6,248,21,21
2,94,0,0
10,209,21,21
5,63,21,21
5,30,22,22
9,53,16,16
5,8,22,22
9,96,21,21
5,29,22,22
MRI,202,22,22
2,27,22,22
2,61,21,21
1,111,16,16
4,44,22,22
5,115,21,21
4,82,22,22
5,14,22,22
5,20,22,22
10,258,10,10
1,24,21,21
5,143,23,23
6,61,23,23
9,181,23,23
5,60,23,23
MRI,221,22,22
7,144,23,23
1,30,18,18
5,52,23,23
7,79,24,24
2,83,24,24
10,634,23,23
10,263,0,0
3,48,24,24
1,91,22,22
5,125,25,25
6,149,23,23
4,3367,23,23
MRI,256,25,25
9,69,7,7
3,4,25,25
1,72,24,24
3,128,17,17
7,36,10,10
7,75,25,25
5,155,24,24
1,66,25,25
1,68,23,23
9,115,16,16
7,80,0,28
6,241,0,28
5,84,0,28
6,125,0,28
5,155,0,28
9,227,0,28
9,136,0,28
7,83,0,28
2,46,1,29
MRI,278,25,25
3,14,1,29
2,22,1,29
1,64,0,28
4,70,2,30
MRI,264,1,29
8,5899,0,0
