OT,surgery_duration,schedule_day,simulation_day
2,26,0,0
7,73,0,0
5,330,0,0
6,629,0,0
9,190,0,0
5,1195,0,0
MRI,58,1,1
MRI,49,1,1
10,50,1,1
7,67,0,0
MRI,38,1,1
3,23,1,1
3,70,1,1
2,219,1,1
5,59,1,1
2,311,1,1
2,91,1,1
5,505,1,1
4,147,2,2
MRI,47,1,1
1,1443,1,1
10,125,1,1
3,90,2,2
7,68,2,2
3,191,2,2
5,779,2,2
1,80,2,2
9,82,0,0
7,52,3,3
3,36,3,3
2,110,3,3
6,150,3,3
7,42,3,3
7,73,3,3
10,1830,2,2
7,30,3,3
4,85,2,2
4,59,3,3
7,925,2,2
1,39,3,3
3,161,0,0
MRI,69,4,4
MRI,56,4,4
4,664,4,4
MRI,57,4,4
10,84,4,4
5,2399,3,3
MRI,55,4,4
8,638,1,1
8,1333,2,2
8,113,4,4
6,234,3,3
1,108,0,0
4,236,3,3
7,950,4,4
3,433,4,4
8,370,0,0
9,1406,2,2
MRI,61,4,4
9,1480,0,0
7,64,4,4
MRI,56,7,7
2,63,7,7
MRI,46,7,7
6,874,7,7
MRI,32,7,7
9,1361,7,7
5,1093,7,7
MRI,49,8,8
1,84,7,7
5,177,8,8
MRI,55,8,8
5,252,8,8
5,177,8,8
MRI,47,8,8
2,216,8,8
1,52,4,4
MRI,55,7,7
3,46,8,8
MRI,66,7,7
5,46,7,7
10,2020,8,8
7,464,8,8
4,267,9,9
7,530,9,9
8,2349,8,8
6,94,9,9
1,1084,8,8
5,43,9,9
5,1583,9,9
7,54,10,10
3,267,8,8
6,209,9,9
4,83,10,10
MRI,72,11,11
3,221,7,7
MRI,45,11,11
10,240,7,7
7,51,11,11
7,43,10,10
MRI,65,8,8
1,151,10,10
5,1189,10,10
3,42,11,11
4,157,11,11
3,474,11,11
8,349,3,3
5,72,11,11
MRI,66,11,11
9,1247,9,9
MRI,42,11,11
5,636,11,11
7,62,9,9
1,91,9,9
5,58,10,10
1,65,11,11
7,60,11,11
5,231,14,14
6,646,14,14
5,531,14,14
7,811,14,14
9,952,14,14
MRI,54,15,15
3,50,15,15
3,28,15,15
MRI,61,15,15
10,48,14,14
10,154,14,14
8,628,7,7
5,443,15,15
MRI,135,15,15
3,213,14,14
MRI,50,15,15
MRI,53,15,15
7,1667,15,15
4,247,16,16
2,66,10,10
6,254,16,16
10,121,14,14
6,172,16,16
4,44,16,16
5,953,16,16
4,54,16,16
1,49,14,14
1,59,17,17
10,441,15,15
1,90,15,15
4,39,17,17
8,1105,15,15
10,1665,16,16
1,40,16,16
MRI,65,18,18
3,148,18,18
3,65,18,18
MRI,52,18,18
5,88,16,16
4,753,18,18
8,458,14,14
5,1029,17,17
7,838,16,16
5,55,17,17
1,75,18,18
9,1575,16,16
8,113,16,16
2,52,17,17
2,50,21,21
MRI,62,21,21
6,414,21,21
MRI,51,18,18
MRI,66,21,21
10,63,21,21
10,96,21,21
9,1565,21,21
MRI,56,22,22
3,13,22,22
MRI,32,22,22
10,169,21,21
5,70,21,21
5,141,22,22
5,296,22,22
4,30,22,22
2,218,22,22
4,35,22,22
1,77,21,21
3,48,18,18
5,147,22,22
3,297,22,22
6,515,23,23
4,309,23,23
MRI,74,21,21
7,36,23,23
1,68,22,22
5,926,23,23
5,1249,21,21
2,40,14,14
2,25,24,24
MRI,51,22,22
5,1120,24,24
3,74,25,25
8,358,21,21
3,286,25,25
3,64,24,24
MRI,50,21,21
MRI,64,25,25
4,584,25,25
3,167,21,21
MRI,43,25,25
5,1395,25,25
4,250,24,24
MRI,73,25,25
9,113,23,23
1,68,23,23
1,70,25,25
3,186,17,17
7,64,0,28
4,232,2,2
5,579,0,28
1,137,24,24
9,43,0,28
6,1017,0,28
7,68,22,22
7,113,0,28
3,31,1,29
MRI,72,1,29
2,179,1,29
2,209,1,29
3,47,1,29
1,107,0,28
MRI,45,1,29
MRI,51,1,29
4,128,2,30
3,66,2,30
8,639,2,30
9,63,0,28
2,617,15,15
3,212,0,28
7,58,23,23
2,71,3,31
10,1753,2,30
MRI,40,1,29
1,62,3,31
5,304,1,29
5,531,2,30
2,49,0,28
7,78,3,31
7,42,2,30
MRI,57,4,32
MRI,36,4,32
MRI,63,4,32
8,61,4,32
9,1540,0,28
3,229,4,32
4,791,4,32
8,378,0,28
9,1826,2,30
5,1052,4,32
7,491,1,29
MRI,53,4,32
MRI,52,4,32
7,474,4,32
1,127,2,30
1,832,1,29
7,657,0,28
2,39,1,29
6,705,4,32
7,49,3,31
MRI,58,7,35
1,66,4,32
2,63,7,35
6,539,7,35
MRI,70,7,35
5,898,7,35
6,141,4,4
9,1364,7,35
MRI,32,8,36
5,190,8,36
5,75,7,35
5,169,8,36
1,62,7,35
MRI,69,7,35
5,276,8,36
3,33,8,36
MRI,44,8,36
8,1192,8,36
MRI,46,7,35
10,1074,8,36
2,430,8,36
7,911,8,36
10,108,9,37
5,74,1,29
6,123,9,37
5,19,9,37
10,85,9,37
10,171,9,37
4,370,9,37
MRI,67,7,35
8,1135,9,37
10,1354,7,35
2,73,10,38
6,157,9,37
6,171,10,38
7,54,10,38
7,201,10,38
5,2579,9,37
7,1892,0,0
5,76,11,39
3,89,11,39
1,813,8,36
7,86,11,39
3,256,11,39
3,410,8,36
4,100,11,39
8,397,7,35
7,85,11,39
5,768,11,39
4,158,10,38
MRI,10,11,39
1,84,11,39
8,99,11,39
MRI,51,11,39
3,277,7,35
10,688,0,28
1,89,9,37
2,45,14,42
6,532,14,42
5,668,14,42
9,936,14,42
1,66,10,38
3,112,14,42
7,1439,14,42
10,119,14,42
MRI,76,15,43
MRI,58,15,43
8,144,15,43
MRI,58,8,36
5,527,15,43
7,562,9,37
3,18,15,43
7,87,11,39
MRI,61,15,43
2,151,15,43
7,828,15,43
2,38,15,43
3,64,15,43
7,63,10,38
5,131,15,43
8,109,16,44
4,77,16,44
7,421,16,44
4,140,16,44
4,42,16,44
5,111,16,44
7,74,9,37
8,65,16,44
10,120,14,42
1,89,14,42
5,880,16,44
6,982,16,44
10,1486,16,44
7,104,17,45
5,43,17,45
6,113,17,45
7,51,17,45
1,90,15,43
10,118,17,45
6,113,17,45
4,41,17,45
6,182,16,44
1,78,17,45
7,98,17,45
MRI,64,18,46
6,86,18,46
3,300,18,46
2,51,17,45
4,40,16,44
10,100,17,45
5,1182,17,45
4,1330,18,46
8,570,14,42
3,62,18,46
3,145,10,10
10,107,17,45
1,108,16,44
9,744,16,44
7,76,17,45
5,17,21,49
10,88,21,49
6,670,21,49
MRI,45,18,46
5,931,21,49
10,99,21,49
10,117,21,49
1,51,21,49
7,418,18,46
MRI,51,21,49
MRI,63,22,50
7,76,22,50
MRI,62,22,50
4,36,22,50
4,28,22,50
