OT,surgery_duration,schedule_day,simulation_day
7,58,0,0
5,562,0,0
6,438,0,0
7,34,0,0
MRI,40,1,1
3,58,1,1
2,60,0,0
MRI,78,1,1
2,221,1,1
MRI,44,1,1
MRI,39,1,1
5,330,1,1
10,85,1,1
9,1659,0,0
2,219,1,1
2,48,1,1
3,31,1,1
10,108,1,1
7,69,2,2
8,826,1,1
4,97,2,2
3,80,2,2
7,412,2,2
4,122,2,2
5,42,1,1
8,1293,2,2
7,75,3,3
10,1521,2,2
2,91,3,3
9,77,0,0
9,195,0,0
7,68,3,3
1,103,3,3
6,55,3,3
9,889,2,2
5,727,2,2
7,81,3,3
5,1085,3,3
7,48,3,3
MRI,39,4,4
3,224,2,2
MRI,50,4,4
MRI,42,4,4
3,29,3,3
1,79,0,0
MRI,48,4,4
MRI,77,4,4
3,102,4,4
8,189,0,0
6,129,3,3
4,1432,4,4
MRI,70,4,4
7,1025,4,4
10,287,0,0
1,1899,1,1
3,320,4,4
7,743,0,0
5,792,4,4
10,185,3,3
MRI,33,7,7
MRI,43,7,7
MRI,61,7,7
6,498,7,7
MRI,69,7,7
5,1091,7,7
5,310,8,8
MRI,42,8,8
9,1504,7,7
3,424,8,8
2,269,8,8
MRI,83,7,7
5,121,8,8
MRI,57,8,8
5,48,9,9
6,78,9,9
5,87,7,7
4,307,9,9
10,91,9,9
8,1094,9,9
6,162,9,9
1,105,7,7
5,1512,9,9
3,220,7,7
2,189,10,10
7,49,10,10
1,50,4,4
3,291,0,0
4,148,10,10
7,483,8,8
4,169,3,3
5,1244,10,10
MRI,52,11,11
9,1875,9,9
3,117,11,11
MRI,49,11,11
6,453,11,11
5,65,11,11
MRI,41,11,11
4,182,11,11
8,77,11,11
7,71,11,11
3,56,11,11
MRI,53,7,7
8,468,3,3
MRI,51,11,11
1,59,9,9
5,2089,11,11
1,133,10,10
1,103,11,11
4,287,2,2
7,481,1,1
1,547,8,8
10,87,14,14
6,647,14,14
8,309,7,7
5,377,14,14
7,739,14,14
9,1460,14,14
3,81,15,15
MRI,33,15,15
10,211,14,14
3,460,10,10
5,273,15,15
1,83,14,14
7,630,15,15
2,44,15,15
3,24,15,15
5,408,15,15
MRI,54,15,15
8,1431,15,15
7,70,9,9
MRI,45,15,15
2,190,15,15
10,113,14,14
6,366,16,16
4,171,16,16
8,102,16,16
4,89,16,16
2,38,17,17
10,1495,16,16
6,139,16,16
6,89,17,17
1,55,17,17
5,58,16,16
7,149,17,17
4,176,17,17
7,669,16,16
5,2190,16,16
1,73,16,16
MRI,62,18,18
6,80,18,18
MRI,37,18,18
1,139,15,15
3,90,18,18
10,830,7,7
MRI,33,18,18
4,79,16,16
MRI,31,18,18
10,169,15,15
4,1073,18,18
5,1324,18,18
6,155,4,4
10,1672,18,18
7,115,17,17
1,117,18,18
3,51,18,18
7,540,18,18
9,1301,16,16
8,1132,18,18
MRI,59,21,21
6,448,21,21
2,106,21,21
MRI,46,21,21
3,33,18,18
8,389,14,14
10,95,21,21
7,121,22,22
MRI,45,22,22
2,258,22,22
5,1897,21,21
4,18,22,22
1,118,21,21
9,1517,21,21
4,28,22,22
10,89,21,21
6,250,23,23
MRI,48,22,22
9,108,23,23
10,137,21,21
3,151,17,17
6,152,23,23
5,53,21,21
3,216,21,21
2,56,24,24
7,60,24,24
4,469,23,23
1,113,22,22
5,639,24,24
7,65,22,22
7,29,24,24
3,94,24,24
8,228,22,22
1,90,23,23
5,872,23,23
10,66,24,24
8,165,23,23
5,57,25,25
MRI,60,25,25
3,151,25,25
3,27,25,25
5,990,25,25
4,1096,25,25
7,1155,25,25
3,52,25,25
10,165,22,22
10,230,25,25
8,117,16,16
6,276,25,25
MRI,73,25,25
1,92,25,25
7,603,23,23
MRI,58,25,25
5,392,0,28
8,163,25,25
6,610,0,28
9,176,0,28
8,549,21,21
MRI,43,1,29
9,75,23,23
5,39,1,29
MRI,62,1,29
7,17,0,28
2,333,1,29
1,56,24,24
2,200,1,29
MRI,64,1,29
1,125,0,28
2,68,1,29
7,57,2,30
8,552,1,29
4,210,2,30
3,107,2,30
5,612,2,30
4,61,2,30
1,591,1,29
9,1127,2,30
7,698,2,30
2,205,3,31
7,1382,0,28
7,37,3,31
7,48,3,31
10,1710,2,30
6,83,3,31
8,1289,2,30
5,1103,3,31
1,85,3,31
7,61,0,28
3,274,0,28
7,97,4,32
4,248,3,31
3,63,3,31
8,141,4,32
3,477,4,32
4,739,4,32
MRI,57,4,32
5,1287,4,32
MRI,46,4,32
1,87,2,30
10,243,0,28
10,147,4,32
7,405,4,32
3,417,22,22
1,93,4,32
MRI,43,7,35
MRI,48,7,35
6,199,7,35
5,817,7,35
MRI,47,15,15
6,259,7,35
9,963,7,35
5,57,7,35
2,36,7,35
MRI,51,8,36
5,138,8,36
5,115,8,36
5,214,8,36
