OT,surgery_duration,schedule_day,simulation_day
9,383,0,0
5,342,0,0
5,156,0,0
7,537,0,0
6,207,0,0
1,28,0,0
6,215,0,0
7,34,1,1
MRI,21,1,1
7,27,1,1
7,42,1,1
MRI,18,1,1
7,26,1,1
3,11,1,1
MRI,21,1,1
8,455,1,1
2,105,1,1
2,109,1,1
MRI,17,1,1
2,58,1,1
5,34,1,1
7,47,2,2
4,44,2,2
8,471,2,2
5,700,2,2
2,32,0,0
MRI,23,1,1
7,212,2,2
2,35,1,1
3,162,2,2
4,121,2,2
3,35,2,2
4,30,2,2
MRI,16,1,1
2,20,3,3
6,65,3,3
6,59,3,3
5,396,3,3
1,16,1,1
3,17,1,1
7,20,3,3
5,27,3,3
4,108,3,3
7,400,2,2
9,33,0,0
8,323,0,0
MRI,21,4,4
MRI,30,4,4
10,118,1,1
MRI,25,4,4
4,664,4,4
7,46,4,4
5,352,4,4
8,54,4,4
3,115,4,4
MRI,20,4,4
5,443,4,4
1,24,3,3
1,52,4,4
9,53,2,2
10,211,2,2
1,49,2,2
8,101,3,3
6,241,7,7
6,348,7,7
10,34,7,7
2,33,7,7
5,90,1,1
7,316,3,3
MRI,21,8,8
2,77,8,8
10,43,3,3
2,43,8,8
10,57,7,7
MRI,37,7,7
10,110,9,9
6,251,9,9
MRI,19,8,8
1,41,7,7
6,40,9,9
8,530,9,9
10,85,9,9
7,26,9,9
4,128,9,9
6,190,9,9
7,24,9,9
10,73,7,7
6,162,10,10
9,32,9,9
5,3533,7,7
7,519,10,10
1,35,8,8
4,569,10,10
3,147,7,7
MRI,20,7,7
MRI,24,11,11
3,65,11,11
4,35,11,11
3,24,11,11
5,506,11,11
MRI,23,11,11
MRI,42,11,11
MRI,22,7,7
5,555,10,10
3,62,3,3
9,45,9,9
1,49,9,9
1,44,10,10
MRI,33,4,4
10,76,0,0
3,110,0,0
7,15,14,14
5,297,14,14
6,324,14,14
10,30,14,14
6,267,14,14
7,370,14,14
5,187,14,14
8,256,7,7
MRI,21,15,15
3,24,15,15
7,34,15,15
MRI,26,15,15
3,10,15,15
MRI,16,15,15
5,190,15,15
10,49,15,15
7,22,15,15
MRI,25,15,15
10,54,14,14
5,81,15,15
MRI,27,15,15
5,107,15,15
7,29,16,16
5,136,15,15
6,66,16,16
4,36,16,16
7,99,11,11
9,545,14,14
4,42,16,16
3,106,14,14
1,44,14,14
5,1095,16,16
6,105,11,11
8,39,16,16
1,43,11,11
5,273,17,17
9,941,16,16
10,168,16,16
8,213,10,10
2,26,14,14
7,35,18,18
MRI,20,18,18
6,100,16,16
MRI,28,18,18
9,709,7,7
MRI,34,18,18
MRI,48,18,18
MRI,25,18,18
3,139,18,18
4,508,18,18
1,36,16,16
5,447,18,18
3,27,18,18
7,32,9,9
4,30,16,16
8,83,18,18
7,27,17,17
MRI,30,18,18
6,270,18,18
1,312,18,18
5,14,21,21
MRI,29,21,21
5,481,21,21
MRI,23,21,21
1,54,17,17
6,755,21,21
7,381,16,16
8,183,14,14
8,231,22,22
7,38,22,22
10,138,21,21
2,118,22,22
4,19,22,22
5,123,22,22
4,18,22,22
MRI,32,22,22
5,93,22,22
5,67,22,22
5,106,22,22
5,52,22,22
10,1517,22,22
2,54,22,22
MRI,25,21,21
7,22,23,23
1,48,22,22
4,719,23,23
6,67,23,23
3,523,22,22
7,38,22,22
7,351,4,4
1,29,21,21
7,310,24,24
1,45,23,23
