OT,surgery_duration,schedule_day,simulation_day
7,1074,0,0
7,68,1,1
7,84,1,1
MRI,41,1,1
9,765,0,0
7,55,1,1
5,684,0,0
7,53,1,1
9,63,2,2
3,23,1,1
2,210,1,1
2,40,3,3
5,313,0,0
MRI,41,1,1
8,911,1,1
7,94,2,2
5,1400,2,2
4,89,2,2
5,792,3,3
8,942,2,2
2,217,1,1
1,56,0,0
MRI,49,4,4
4,1327,4,4
6,431,0,0
6,481,7,7
MRI,43,8,8
5,69,1,1
3,324,2,2
4,242,2,2
4,60,2,2
6,502,9,9
3,69,2,2
7,424,2,2
6,80,9,9
3,130,11,11
2,94,10,10
4,256,9,9
3,48,11,11
7,30,14,14
2,71,1,1
5,381,15,15
7,58,16,16
6,131,16,16
5,214,15,15
10,60,14,14
6,355,16,16
5,594,14,14
4,83,16,16
1,49,3,3
6,534,14,14
7,739,14,14
3,278,18,18
5,963,21,21
5,2189,16,16
4,1015,18,18
5,247,22,22
5,134,22,22
6,1510,21,21
5,105,22,22
1,31,1,1
3,35,1,1
2,63,0,0
MRI,31,25,25
MRI,36,25,25
2,236,22,22
MRI,70,25,25
4,39,22,22
4,885,25,25
10,115,7,7
4,36,22,22
MRI,20,25,25
MRI,75,7,7
3,220,25,25
1,83,7,7
5,521,0,28
MRI,46,1,29
2,51,0,28
2,72,3,31
2,145,1,29
4,1438,23,23
6,356,0,28
4,143,2,30
MRI,57,4,32
10,236,1,1
MRI,46,4,32
2,149,1,29
5,175,8,36
3,212,14,14
4,815,4,32
5,142,8,36
6,233,7,35
9,105,2,2
6,412,9,37
7,1009,0,28
5,7065,7,7
9,65,0,0
8,646,0,0
6,134,9,37
MRI,57,7,35
3,217,11,39
7,76,22,22
5,910,23,23
7,33,14,42
5,71,23,23
5,323,8,36
2,35,14,42
MRI,47,15,43
7,56,15,43
10,421,2,2
7,1489,14,42
5,704,14,42
5,54,9,37
6,498,14,42
5,124,15,43
9,1312,14,42
5,160,15,43
3,293,7,7
5,237,15,43
5,275,14,42
4,289,9,37
4,222,16,44
6,122,16,44
4,68,16,44
1,97,2,2
3,183,18,46
MRI,64,11,39
1,63,24,24
5,146,22,50
4,59,16,16
6,365,21,49
4,17,22,50
2,162,22,50
5,113,22,50
4,40,22,50
2,52,14,14
5,161,22,50
MRI,41,15,43
MRI,52,18,46
3,294,25,53
4,1200,18,46
4,1561,25,53
9,87,23,51
1,57,21,21
9,59,0,56
MRI,61,25,53
2,100,1,57
5,461,0,56
8,148,16,44
6,362,0,56
1,87,1,57
1,72,2,30
4,220,2,58
5,1506,16,44
4,1419,4,60
5,240,8,64
9,716,0,56
6,599,9,65
2,363,1,57
6,407,7,63
8,91,8,64
5,224,8,64
5,162,8,64
6,112,9,65
4,431,23,51
3,222,23,23
7,55,16,44
10,469,16,44
3,66,2,58
5,180,1,1
2,62,3,59
3,359,11,67
MRI,46,11,67
5,547,14,70
5,178,15,71
7,39,14,70
2,70,17,73
5,122,15,71
5,149,15,71
4,356,9,65
6,925,14,70
6,100,16,72
5,54,11,67
3,239,18,74
4,442,16,72
MRI,32,18,74
5,1841,16,72
5,1151,21,77
9,1123,0,28
6,815,21,77
5,351,22,78
4,26,22,78
2,91,22,78
9,172,23,79
7,949,16,44
5,808,23,79
5,226,22,78
MRI,47,15,71
3,167,25,81
4,26,22,78
2,85,0,84
MRI,74,1,85
4,57,16,72
MRI,41,1,85
1,74,8,64
4,249,23,79
7,648,18,46
2,110,1,85
8,512,7,7
7,73,25,81
5,388,0,84
6,769,0,84
4,765,25,81
1,68,23,51
2,316,1,85
5,981,3,87
10,147,14,70
4,133,2,86
9,149,2,86
4,808,18,74
3,148,23,51
MRI,60,7,91
6,761,7,91
5,382,8,92
9,137,2,58
7,1164,0,84
6,379,9,93
6,124,3,87
MRI,67,4,4
5,96,8,92
8,367,14,14
3,123,3,3
6,93,9,93
3,214,11,95
5,25,9,93
7,51,9,93
5,71,11,95
3,244,23,79
2,26,14,98
4,628,4,88
4,286,9,93
5,509,14,98
5,310,15,99
6,99,16,100
4,49,16,100
1,51,7,63
4,113,16,100
3,106,2,86
5,124,15,99
6,600,14,98
4,809,18,102
7,32,14,98
MRI,31,25,81
7,674,4,88
1,67,4,88
3,210,18,102
10,178,7,91
5,207,22,106
2,188,22,106
2,60,0,56
5,1053,23,107
5,111,23,79
4,27,22,106
6,877,21,105
5,421,22,106
MRI,69,22,106
3,95,25,109
4,18,22,106
6,112,24,108
4,1584,25,109
MRI,60,25,109
7,75,22,106
7,822,0,112
10,121,14,98
MRI,21,11,95
2,148,1,113
2,130,1,113
5,1268,16,100
4,297,23,107
5,576,0,112
3,240,23,107
4,161,2,114
7,980,2,114
9,93,9,93
5,1503,2,114
8,631,14,42
3,71,2,114
7,874,16,100
6,283,0,112
MRI,47,7,119
4,2156,4,116
7,65,3,87
6,324,7,119
5,72,9,121
5,134,8,120
1,85,22,106
6,52,9,121
9,127,2,114
5,173,8,120
6,401,9,121
3,167,11,123
3,316,4,116
5,212,8,120
6,709,14,126
5,786,14,126
5,174,15,127
MRI,80,8,120
9,2485,14,98
6,58,16,128
4,155,16,128
4,63,16,128
MRI,163,22,78
5,284,15,127
3,128,18,130
7,50,1,113
10,151,0,0
2,50,21,133
4,1683,18,130
9,116,0,112
MRI,70,21,133
7,103,22,106
2,202,22,134
5,120,22,134
6,304,21,133
4,35,22,134
5,111,22,134
MRI,64,22,134
3,219,0,0
5,177,22,134
1,64,2,86
5,32,9,121
4,51,22,134
MRI,55,21,133
3,206,25,137
4,1742,25,137
4,248,9,121
2,69,1,141
5,766,0,140
4,428,2,142
6,501,0,140
5,1264,21,133
2,100,1,141
MRI,49,25,137
7,1058,0,140
MRI,30,7,147
4,824,4,144
MRI,57,8,148
1,97,21,49
6,1098,7,147
9,86,9,149
5,201,8,148
2,74,0,112
1,49,0,140
4,238,23,135
5,352,8,148
6,37,9,149
6,151,9,149
1,609,18,102
6,237,9,149
3,77,11,151
5,602,23,135
MRI,23,11,151
7,1397,4,116
6,633,14,154
5,313,15,155
10,102,7,147
5,183,15,155
5,406,14,154
6,104,16,156
4,254,16,156
4,65,16,156
1,93,9,149
4,816,18,158
2,81,10,150
3,220,18,158
4,425,9,149
5,1408,16,128
2,53,1,113
5,198,22,162
4,26,22,162
6,404,21,161
2,450,22,162
5,129,22,162
1,66,10,122
4,50,22,162
3,123,25,165
10,116,22,162
4,928,25,165
4,153,23,163
7,549,0,168
1,109,11,151
8,459,14,98
MRI,33,15,155
7,51,15,155
6,623,0,168
2,162,1,169
2,340,1,169
MRI,97,22,134
5,120,22,162
4,70,2,170
5,698,0,168
5,1100,7,119
MRI,84,7,175
4,1398,4,172
5,979,3,171
5,54,9,177
5,149,8,176
3,89,2,170
5,129,8,176
MRI,50,8,176
5,115,8,176
6,236,9,177
6,405,9,177
6,76,9,177
6,462,7,175
7,31,25,137
3,209,11,179
1,63,3,171
MRI,37,21,161
MRI,58,15,183
5,91,23,163
7,63,16,184
5,181,15,183
5,1433,14,182
6,127,16,184
4,164,16,184
MRI,69,15,183
6,552,14,182
3,197,18,186
1,134,14,154
8,59,8,176
5,234,15,183
MRI,35,18,186
4,66,16,184
MRI,17,21,189
5,782,21,189
7,1285,14,182
2,207,22,190
5,233,22,190
4,1126,18,186
5,303,22,190
6,583,21,189
7,446,16,156
4,40,22,190
4,44,22,190
MRI,55,22,190
3,212,23,135
MRI,53,25,193
7,38,25,193
1,77,21,161
5,2483,16,184
8,618,14,70
2,64,14,182
3,360,25,193
7,1582,0,196
7,43,17,157
4,1465,25,193
5,464,0,196
2,180,1,197
6,1697,0,196
4,379,2,198
4,255,9,177
6,163,23,191
4,249,23,191
2,114,1,197
2,33,3,171
7,74,2,198
1,41,0,196
2,51,0,196
9,41,21,133
7,1311,4,200
7,619,2,198
3,89,7,203
2,59,7,203
9,1938,7,203
9,181,9,205
2,72,10,206
5,97,8,204
5,249,8,204
5,167,8,204
6,1197,7,203
6,340,9,205
10,74,7,203
3,78,14,98
3,190,11,207
6,91,9,205
9,1119,0,196
MRI,46,7,203
1,70,14,182
7,702,4,4
5,48,9,205
2,37,14,210
4,1112,4,200
4,248,9,205
4,100,16,212
7,63,15,211
5,118,15,211
7,81,17,213
5,406,14,210
MRI,49,8,204
5,210,15,211
5,156,15,211
MRI,38,11,207
3,29,15,211
6,108,16,212
MRI,64,18,214
6,1003,14,210
3,227,18,214
4,904,18,214
MRI,30,21,217
1,92,21,189
5,2177,16,212
9,114,21,217
3,68,2,198
5,163,22,218
4,69,16,212
4,47,22,218
6,940,21,217
4,48,22,218
7,734,14,210
2,145,22,218
3,200,23,163
5,880,2,198
3,177,25,221
5,323,0,224
6,339,0,224
2,157,1,225
2,161,1,225
5,315,22,218
3,118,0,196
4,1159,25,221
7,889,24,220
7,627,2,170
4,137,2,226
3,102,2,226
7,844,18,214
3,177,23,191
4,1003,4,228
5,150,8,232
7,60,9,233
6,1444,7,231
1,72,7,203
5,153,8,232
7,954,0,224
1,63,22,218
6,69,9,233
6,726,9,233
5,96,8,232
2,67,14,126
8,58,8,232
5,730,2,226
3,109,11,235
2,83,14,238
5,92,11,235
MRI,74,15,211
10,106,7,203
8,40,15,239
6,673,14,238
MRI,48,15,239
5,364,14,238
5,225,15,239
5,158,15,239
5,132,15,239
3,42,15,239
6,57,16,240
4,144,16,240
