OT,overtime,schedule_day
6,241.0,0
9,365.0,0
5,499.0,0
2,1.0,1
8,258.0,1
5,344.0,2
5,112.0,3
7,279.0,4
4,352.0,4
5,411.0,7
5,106.0,8
6,315.0,9
6,243.0,14
7,355.0,14
5,173.0,15
7,366.0,16
7,270.0,18
4,306.0,18
6,403.0,21
5,411.0,21
5,93.0,22
5,461.0,23
8,150.0,0
7,333.0,0
2,415.0,1
7,31.0,2
5,182.0,3
6,498.0,9
8,55.0,14
6,77.0,14
5,169.0,14
5,90.0,15
9,310.0,16
6,46.0,21
5,86.0,21
5,140.0,22
3,2.0,25
4,488.0,25
5,15.0,0
7,265.0,0
6,266.0,0
5,476.0,2
4,293.0,4
6,264.0,7
6,291.0,9
6,145.0,14
7,483.0,14
5,48.0,15
1,25.0,17
5,323.0,16
7,259.0,18
4,501.0,18
6,113.0,21
5,82.0,22
4,10.0,23
4,306.0,25
5,98.0,0
6,110.0,0
2,370.0,1
5,21.0,8
6,27.0,9
5,191.0,15
4,162.0,18
5,398.0,21
5,309.0,22
4,149.0,23
4,282.0,25
6,169.0,0
5,213.0,0
7,367.0,0
2,464.0,1
5,398.0,2
7,127.0,4
5,198.0,7
6,210.0,7
5,49.0,8
6,30.0,14
5,159.0,14
9,456.0,14
5,191.0,15
7,129.0,18
6,171.0,21
5,485.0,21
5,13.0,22
1,31.0,25
3,45.0,25
2,16.0,1
6,262.0,7
5,21.0,8
5,435.0,14
5,144.0,15
4,50.0,16
7,446.0,16
4,353.0,18
5,195.0,21
5,36.0,22
5,39.0,0
6,138.0,0
7,324.0,0
3,121.0,4
7,445.0,4
5,47.0,8
6,37.0,9
5,26.0,14
6,37.0,14
5,193.0,15
7,241.0,18
4,290.0,18
5,116.0,22
5,496.0,23
5,136.0,0
2,106.0,1
4,306.0,4
5,75.0,8
6,263.0,9
5,38.0,15
4,351.0,18
5,319.0,22
4,503.0,25
1,370.0,25
6,73.0,0
5,122.0,0
7,502.0,0
2,279.0,1
7,161.0,2
5,458.0,3
5,80.0,8
6,360.0,9
6,269.0,14
7,395.0,14
5,58.0,15
6,28.0,16
7,163.0,16
5,111.0,21
6,378.0,21
5,3.0,22
5,169.0,0
7,178.0,2
4,116.0,4
6,8.0,7
5,111.0,8
6,139.0,9
8,276.0,9
5,94.0,15
6,11.0,21
5,2.0,22
6,314.0,0
6,36.0,7
5,42.0,8
6,170.0,9
6,44.0,14
5,196.0,15
6,142.0,21
5,253.0,21
5,11.0,22
5,391.0,0
7,262.0,0
7,216.0,4
4,452.0,4
5,10.0,8
6,64.0,9
6,59.0,14
8,74.0,14
5,115.0,15
6,48.0,17
5,311.0,21
5,98.0,22
5,306.0,23
4,231.0,25
1,442.0,25
7,220.0,0
5,160.0,7
5,2.0,8
6,216.0,9
5,86.0,14
6,476.0,14
5,110.0,15
4,162.0,18
1,241.0,18
6,456.0,21
5,55.0,22
5,404.0,23
2,42.0,1
5,456.0,2
4,305.0,4
5,80.0,8
6,126.0,9
5,40.0,14
5,207.0,15
6,406.0,21
5,18.0,22
4,371.0,25
6,93.0,0
2,142.0,1
7,448.0,2
7,360.0,4
4,419.0,4
6,138.0,7
5,110.0,8
6,158.0,9
3,34.0,11
5,102.0,14
5,108.0,15
4,438.0,18
6,146.0,21
2,10.0,22
5,366.0,22
4,133.0,23
5,224.0,23
4,489.0,25
3,4.0,0
5,4.0,0
7,130.0,2
5,284.0,2
6,217.0,7
5,162.0,8
4,36.0,9
6,296.0,9
7,337.0,14
5,270.0,15
9,284.0,16
5,287.0,16
7,102.0,18
4,281.0,18
6,125.0,21
5,102.0,22
5,230.0,0
7,352.0,0
4,67.0,4
6,218.0,7
5,72.0,8
8,437.0,9
6,32.0,14
7,505.0,14
5,90.0,15
5,111.0,22
4,246.0,25
6,20.0,0
5,51.0,0
5,447.0,2
4,341.0,4
6,181.0,7
6,320.0,9
5,350.0,14
6,413.0,14
5,43.0,15
7,21.0,16
4,438.0,18
6,449.0,21
5,195.0,22
1,300.0,25
6,0.0,0
5,31.0,0
7,466.0,0
2,3.0,1
7,56.0,4
4,317.0,4
6,368.0,7
5,135.0,8
6,228.0,14
5,448.0,14
5,124.0,15
7,370.0,16
3,424.0,18
5,472.0,21
5,134.0,22
4,252.0,25
5,159.0,0
5,330.0,2
5,235.0,8
6,93.0,9
5,62.0,14
5,28.0,15
6,414.0,21
5,359.0,22
6,81.0,0
2,4.0,1
4,116.0,2
5,249.0,2
4,357.0,4
5,124.0,7
6,239.0,7
5,137.0,8
6,421.0,14
5,55.0,15
4,0.0,16
5,195.0,22
5,105.0,0
7,312.0,0
6,411.0,0
2,29.0,1
5,165.0,2
4,341.0,4
6,116.0,7
5,57.0,8
6,99.0,9
5,7.0,15
5,129.0,22
3,479.0,25
6,58.0,0
5,207.0,0
7,403.0,0
6,117.0,7
5,112.0,8
6,5.0,9
5,214.0,14
5,259.0,15
4,466.0,18
6,51.0,21
5,253.0,21
5,70.0,22
7,185.0,24
4,375.0,25
6,12.0,0
3,176.0,0
5,202.0,0
7,201.0,2
5,39.0,8
6,213.0,9
5,4.0,14
6,50.0,14
5,78.0,15
7,11.0,16
3,40.0,18
6,121.0,21
5,238.0,22
6,118.0,0
5,226.0,0
7,379.0,0
2,88.0,1
4,507.0,4
6,318.0,7
5,130.0,8
6,312.0,9
6,23.0,14
5,142.0,15
7,270.0,18
4,367.0,18
6,93.0,21
5,429.0,21
5,156.0,22
4,459.0,25
2,59.0,1
4,143.0,4
6,328.0,7
5,9.0,8
6,20.0,9
6,189.0,14
5,287.0,14
5,205.0,15
9,464.0,16
5,25.0,16
4,135.0,18
6,175.0,21
5,108.0,22
4,69.0,23
5,312.0,0
7,472.0,0
6,480.0,0
7,106.0,4
4,322.0,4
5,27.0,8
6,130.0,9
5,91.0,15
6,459.0,21
5,116.0,22
6,226.0,0
5,176.0,2
5,412.0,3
4,303.0,4
6,103.0,7
5,334.0,7
5,266.0,8
6,177.0,9
6,12.0,14
5,319.0,14
5,164.0,15
9,362.0,16
1,30.0,18
6,348.0,21
5,47.0,22
4,308.0,25
5,193.0,0
5,51.0,8
6,5.0,9
5,59.0,14
6,220.0,14
5,204.0,15
6,182.0,21
5,129.0,22
6,152.0,0
7,364.0,0
5,477.0,2
4,374.0,4
5,144.0,8
6,47.0,9
5,260.0,14
6,173.0,14
1,176.0,18
4,303.0,18
5,255.0,22
4,35.0,23
6,157.0,0
5,275.0,0
6,435.0,7
5,108.0,8
6,379.0,9
7,158.0,14
5,160.0,15
6,2.0,21
5,219.0,22
3,26.0,25
5,150.0,0
6,219.0,0
2,81.0,1
4,90.0,4
7,194.0,4
5,155.0,8
6,27.0,9
6,70.0,14
4,412.0,18
5,103.0,22
7,49.0,24
7,171.0,2
4,177.0,4
7,440.0,4
6,366.0,7
5,74.0,8
6,160.0,9
5,14.0,15
6,90.0,21
4,290.0,23
1,303.0,25
4,467.0,25
5,4.0,0
5,496.0,2
4,453.0,4
6,177.0,7
5,79.0,8
5,122.0,14
9,394.0,14
5,10.0,15
5,62.0,22
4,496.0,25
2,227.0,1
6,116.0,7
6,350.0,9
5,208.0,14
7,395.0,14
5,87.0,15
9,193.0,16
4,344.0,18
6,57.0,21
5,441.0,21
5,84.0,22
6,77.0,0
5,107.0,0
7,460.0,0
2,133.0,1
7,124.0,2
MRI,40.0,7
5,119.0,7
6,157.0,9
6,88.0,14
7,499.0,14
5,59.0,15
7,219.0,16
1,298.0,18
5,428.0,21
5,68.0,22
6,314.0,0
5,330.0,0
2,5.0,1
7,497.0,4
4,498.0,4
6,317.0,7
5,9.0,8
6,375.0,9
6,78.0,14
5,208.0,15
7,8.0,16
5,448.0,21
5,151.0,22
7,482.0,0
5,414.0,2
7,183.0,4
5,365.0,4
4,468.0,4
6,455.0,7
5,194.0,8
3,185.0,11
6,35.0,14
5,253.0,14
5,214.0,15
5,102.0,16
1,43.0,18
6,257.0,21
5,46.0,22
7,117.0,24
4,465.0,25
6,239.0,0
5,477.0,0
4,234.0,4
6,78.0,7
6,271.0,9
6,159.0,14
5,219.0,14
5,42.0,15
1,205.0,18
6,295.0,21
5,6.0,22
7,410.0,24
6,260.0,0
2,27.0,1
5,329.0,2
5,111.0,8
4,63.0,9
6,72.0,9
5,365.0,14
5,135.0,15
5,355.0,21
5,148.0,22
5,307.0,23
6,29.0,0
5,60.0,0
2,202.0,1
7,76.0,2
4,481.0,4
5,88.0,8
6,173.0,9
3,104.0,11
6,325.0,14
7,416.0,14
5,1.0,15
7,85.0,16
5,31.0,22
6,314.0,0
7,86.0,0
2,471.0,1
5,13.0,8
6,483.0,9
6,45.0,14
7,305.0,14
5,145.0,15
4,341.0,18
5,92.0,22
1,469.0,25
7,199.0,0
2,46.0,1
7,216.0,2
7,333.0,4
4,356.0,4
5,94.0,8
6,412.0,9
6,42.0,14
5,246.0,14
5,184.0,15
