OT,surgery_duration,schedule_day,simulation_day
1,751,0,0
2,834,0,0
9,535,0,0
MRI,428,1,1
1,378,1,1
10,1847,0,0
6,3470,0,0
2,2257,1,1
3,846,2,2
4,1334,2,2
2,493,3,3
6,1208,3,3
1,652,2,2
4,1430,3,3
MRI,568,4,4
1,642,3,3
9,1552,2,2
6,287,4,4
7,9189,0,0
1,919,4,4
MRI,538,7,7
2,631,7,7
10,573,7,7
MRI,376,8,8
6,2996,7,7
8,1526,3,3
6,1029,9,9
7,1213,9,9
5,14249,0,0
2,3244,8,8
MRI,482,8,8
10,1750,2,2
6,1063,10,10
1,1036,8,8
1,1509,10,10
MRI,398,11,11
1,1176,9,9
MRI,420,11,11
7,884,8,8
1,1110,11,11
1,963,7,7
8,13126,4,4
4,13398,4,4
9,9591,7,7
8,4065,0,0
2,571,14,14
3,11186,7,7
5,7179,10,10
10,2258,4,4
MRI,349,15,15
3,378,15,15
MRI,565,15,15
3,561,15,15
7,8245,10,10
5,1395,15,15
1,1179,14,14
4,729,16,16
7,748,16,16
2,660,10,10
6,4843,14,14
10,13661,8,8
7,619,18,18
6,1144,11,11
1,853,17,17
1,768,16,16
3,2050,0,0
7,614,17,17
10,2404,18,18
1,596,15,15
4,2801,17,17
8,1806,18,18
MRI,547,18,18
8,4590,14,14
MRI,662,21,21
9,11674,14,14
4,244,22,22
2,5322,15,15
4,575,22,22
MRI,466,22,22
7,784,22,22
6,7380,18,18
7,1076,23,23
9,1227,23,23
2,3108,22,22
7,269,24,24
6,1157,23,23
2,1122,24,24
4,3088,23,23
MRI,694,25,25
3,4980,22,22
8,6762,21,21
10,594,25,25
3,1750,21,21
9,404,0,28
3,2128,17,17
7,6236,24,24
4,5970,25,25
MRI,598,1,29
2,1430,1,29
5,20175,16,16
9,437,2,30
7,557,1,29
3,664,2,30
4,1281,2,30
2,1163,3,31
7,425,2,30
MRI,333,4,32
8,6500,0,28
3,2190,3,31
5,5310,2,30
4,1104,3,31
MRI,561,4,32
10,688,7,35
2,778,7,35
10,9251,0,28
1,26790,18,18
7,2991,3,31
MRI,217,8,36
4,7004,4,32
2,2419,8,36
MRI,418,8,36
7,2091,8,36
MRI,634,7,35
MRI,677,11,39
1,933,10,38
4,4339,9,37
2,747,10,38
1,548,11,39
7,6293,10,38
8,5226,11,39
9,8945,7,35
7,717,15,43
1,619,14,42
MRI,708,15,43
4,640,16,44
2,2153,15,43
3,2134,0,28
6,30502,24,24
7,678,17,45
2,289,17,45
1,758,9,37
7,591,16,44
1,658,16,44
5,15614,7,35
1,871,17,45
4,1368,17,45
2,585,0,28
MRI,572,18,46
6,401,17,45
7,816,18,46
3,1607,18,46
8,4501,7,35
