OT,overtime,schedule_day
1,124.0,0
2,198.0,0
9,215.0,0
3,318.0,0
MRI,405.0,1
9,196.0,2
3,255.0,2
2,296.0,1
4,453.0,2
1,49.0,3
10,417.0,3
MRI,55.0,4
8,267.0,0
4,282.0,3
6,391.0,4
3,420.0,4
2,223.0,7
7,224.0,0
10,252.0,7
MRI,313.0,7
1,392.0,7
1,268.0,8
6,59.0,7
8,367.0,7
1,435.0,10
2,505.0,10
MRI,26.0,11
3,171.0,11
4,266.0,11
1,429.0,11
6,232.0,11
2,86.0,14
1,438.0,14
3,239.0,14
1,281.0,15
8,53.0,11
4,155.0,16
1,284.0,16
2,77.0,17
MRI,130.0,18
7,254.0,18
10,149.0,8
2,59.0,21
MRI,61.0,21
9,494.0,21
1,54.0,18
MRI,212.0,22
7,319.0,22
9,410.0,23
1,463.0,23
2,479.0,22
5,49.0,18
1,199.0,24
2,209.0,24
7,8.0,25
2,79.0,0
MRI,25.0,1
3,233.0,1
8,417.0,0
1,101.0,3
2,279.0,3
5,386.0,25
MRI,27.0,4
1,435.0,4
3,450.0,4
MRI,130.0,7
1,242.0,7
2,315.0,7
3,499.0,7
MRI,239.0,8
1,406.0,8
10,79.0,9
2,188.0,10
1,169.0,11
3,183.0,11
MRI,344.0,11
5,56.0,4
9,416.0,7
3,508.0,14
MRI,32.0,15
1,110.0,15
4,188.0,10
3,370.0,15
4,243.0,16
1,398.0,16
6,220.0,14
MRI,87.0,18
MRI,110.0,21
2,176.0,15
3,414.0,21
MRI,39.0,22
6,337.0,21
9,503.0,23
7,396.0,14
10,425.0,21
7,181.0,25
4,42.0,18
8,128.0,25
5,221.0,16
1,23.0,0
9,153.0,0
2,163.0,0
MRI,259.0,1
3,397.0,0
1,430.0,1
1,171.0,2
10,174.0,0
3,223.0,2
8,295.0,0
9,392.0,2
2,181.0,3
1,240.0,3
4,322.0,2
5,450.0,3
1,199.0,4
MRI,230.0,4
10,166.0,4
7,96.0,0
3,136.0,4
1,73.0,7
MRI,187.0,7
MRI,167.0,8
1,305.0,8
1,270.0,9
3,287.0,8
7,367.0,8
3,460.0,10
1,483.0,10
MRI,25.0,11
3,173.0,11
1,438.0,11
2,21.0,14
1,283.0,14
MRI,36.0,15
3,100.0,15
1,128.0,16
4,137.0,16
10,23.0,16
2,262.0,17
8,355.0,4
4,484.0,17
MRI,389.0,18
6,172.0,14
MRI,6.0,21
MRI,211.0,22
3,249.0,21
7,342.0,22
2,478.0,22
4,448.0,18
7,52.0,24
9,476.0,23
MRI,26.0,25
7,137.0,25
9,85.0,0
1,165.0,0
2,418.0,0
MRI,115.0,1
3,317.0,1
5,338.0,1
1,346.0,1
10,65.0,0
1,201.0,2
2,181.0,3
1,450.0,3
MRI,193.0,4
1,231.0,4
7,401.0,0
6,53.0,0
3,497.0,4
MRI,161.0,7
1,194.0,7
2,297.0,7
4,89.0,4
3,171.0,7
7,263.0,8
MRI,276.0,8
1,472.0,8
7,72.0,9
1,278.0,9
10,353.0,9
1,282.0,10
2,339.0,10
3,219.0,10
MRI,294.0,11
4,445.0,11
1,264.0,14
3,340.0,14
3,135.0,15
MRI,207.0,15
1,209.0,15
5,415.0,7
4,54.0,16
1,107.0,16
7,137.0,16
7,40.0,17
1,231.0,17
2,281.0,17
9,463.0,7
MRI,47.0,18
3,152.0,18
7,287.0,18
8,384.0,11
2,91.0,21
9,139.0,21
MRI,487.0,21
MRI,255.0,22
6,478.0,18
2,8.0,22
1,412.0,23
4,456.0,18
9,461.0,23
1,475.0,24
MRI,160.0,25
7,248.0,25
2,300.0,0
3,389.0,0
5,101.0,25
1,221.0,2
9,223.0,2
3,272.0,2
6,66.0,3
3,161.0,3
1,201.0,3
5,297.0,3
MRI,135.0,4
1,211.0,4
8,293.0,4
10,499.0,0
MRI,36.0,7
1,196.0,7
2,212.0,7
MRI,224.0,8
1,320.0,8
6,459.0,9
8,11.0,7
1,222.0,10
2,381.0,8
3,7.0,11
MRI,170.0,11
7,260.0,8
1,339.0,11
5,221.0,4
6,272.0,11
7,85.0,14
2,236.0,14
1,355.0,14
3,163.0,15
7,205.0,15
1,469.0,15
4,194.0,16
1,310.0,16
7,416.0,16
1,159.0,17
2,322.0,17
7,361.0,17
7,170.0,18
MRI,259.0,18
3,363.0,17
5,228.0,14
2,69.0,21
MRI,113.0,21
7,87.0,22
MRI,208.0,22
2,140.0,22
7,213.0,23
6,34.0,23
2,236.0,24
3,241.0,23
MRI,52.0,25
3,165.0,25
MRI,486.0,1
9,114.0,2
1,129.0,25
1,97.0,3
10,149.0,2
6,255.0,0
2,361.0,3
MRI,18.0,4
3,93.0,0
MRI,183.0,7
3,417.0,7
MRI,130.0,8
5,240.0,2
7,259.0,8
5,325.0,9
1,349.0,10
2,477.0,10
MRI,211.0,11
7,160.0,10
2,404.0,14
5,458.0,10
6,460.0,7
7,133.0,15
3,196.0,15
1,404.0,15
MRI,457.0,15
7,127.0,16
4,214.0,16
1,258.0,16
9,495.0,16
4,121.0,17
6,399.0,17
1,441.0,17
MRI,85.0,18
7,270.0,18
2,116.0,21
MRI,434.0,21
9,259.0,21
1,274.0,22
7,470.0,22
1,64.0,23
7,119.0,23
9,412.0,23
3,126.0,23
1,325.0,24
7,352.0,24
10,477.0,8
3,175.0,25
7,244.0,25
MRI,172.0,1
5,418.0,1
2,151.0,1
4,265.0,2
1,467.0,2
1,195.0,3
1,351.0,4
1,239.0,7
2,381.0,7
MRI,403.0,7
MRI,65.0,8
1,503.0,9
5,235.0,2
1,436.0,10
6,63.0,10
3,177.0,10
MRI,184.0,11
8,339.0,4
1,362.0,11
2,204.0,14
1,259.0,14
7,263.0,14
7,53.0,15
MRI,140.0,15
1,381.0,15
7,196.0,16
4,226.0,16
1,498.0,16
2,122.0,17
1,278.0,17
7,398.0,17
7,175.0,18
MRI,219.0,18
8,236.0,14
3,487.0,17
MRI,20.0,21
MRI,116.0,22
5,73.0,23
2,194.0,22
8,418.0,21
2,282.0,24
9,326.0,16
MRI,183.0,25
2,70.0,0
9,506.0,0
3,138.0,1
1,438.0,1
1,136.0,2
3,249.0,2
1,199.0,3
2,350.0,3
8,117.0,0
MRI,408.0,4
1,443.0,4
4,470.0,2
MRI,26.0,7
2,153.0,7
1,283.0,7
10,301.0,7
3,451.0,7
MRI,53.0,8
1,303.0,8
8,146.0,7
1,238.0,9
7,317.0,8
2,286.0,10
7,492.0,10
3,90.0,11
MRI,96.0,11
5,111.0,4
1,218.0,11
7,1.0,11
3,47.0,14
7,60.0,14
1,430.0,14
10,442.0,14
1,70.0,15
7,148.0,15
3,202.0,15
MRI,304.0,15
1,146.0,16
4,251.0,16
7,353.0,17
MRI,206.0,18
3,355.0,18
10,436.0,16
9,228.0,7
5,249.0,17
MRI,288.0,21
7,464.0,24
3,320.0,25
6,328.0,21
9,3.0,0
3,89.0,1
MRI,332.0,1
6,79.0,0
1,245.0,4
MRI,347.0,4
3,488.0,3
1,21.0,7
MRI,162.0,7
8,228.0,22
2,280.0,7
10,350.0,7
1,144.0,8
5,407.0,4
7,164.0,9
1,310.0,9
1,213.0,10
2,398.0,8
MRI,160.0,11
7,98.0,11
3,472.0,8
2,396.0,14
MRI,42.0,15
7,148.0,15
3,285.0,15
4,197.0,16
7,284.0,16
7,58.0,17
2,190.0,17
5,426.0,11
4,438.0,17
8,316.0,9
3,344.0,17
MRI,460.0,18
9,112.0,21
1,503.0,21
MRI,248.0,22
1,396.0,22
7,400.0,18
2,499.0,22
8,30.0,23
2,201.0,24
1,204.0,24
5,68.0,18
10,231.0,8
3,362.0,25
MRI,492.0,25
7,262.0,23
2,278.0,0
9,391.0,0
4,479.0,25
3,219.0,1
MRI,348.0,1
9,331.0,2
1,344.0,25
MRI,142.0,4
6,172.0,4
2,55.0,7
MRI,192.0,7
