OT,overtime,schedule_day
MRI,82.0,1
2,430.0,1
10,455.0,1
9,45.0,2
4,50.0,2
8,174.0,2
7,14.0,4
4,66.0,4
6,264.0,4
5,334.0,4
MRI,349.0,4
3,229.0,4
10,45.0,7
MRI,217.0,7
MRI,168.0,8
7,174.0,9
8,77.0,7
MRI,115.0,11
9,142.0,14
7,301.0,14
MRI,156.0,15
4,67.0,17
MRI,32.0,18
5,495.0,18
MRI,421.0,21
5,487.0,21
7,58.0,22
MRI,135.0,22
5,4.0,23
9,311.0,23
7,353.0,23
MRI,5.0,25
9,130.0,0
7,396.0,0
MRI,230.0,1
4,104.0,3
6,305.0,4
MRI,380.0,4
3,317.0,4
10,172.0,7
MRI,171.0,8
7,87.0,9
8,301.0,7
10,448.0,10
MRI,408.0,11
3,56.0,14
4,85.0,17
8,490.0,14
MRI,82.0,18
3,79.0,21
MRI,83.0,21
MRI,95.0,22
10,482.0,23
9,114.0,0
MRI,251.0,1
3,52.0,4
10,83.0,7
MRI,103.0,7
5,298.0,7
MRI,442.0,8
3,37.0,10
4,345.0,9
5,469.0,10
MRI,123.0,11
3,118.0,14
MRI,165.0,15
8,498.0,14
MRI,58.0,18
MRI,377.0,21
4,239.0,24
7,11.0,25
3,28.0,25
8,389.0,21
MRI,459.0,25
9,139.0,0
MRI,79.0,1
7,42.0,3
4,59.0,3
MRI,175.0,4
6,383.0,4
MRI,331.0,7
7,50.0,9
10,123.0,9
2,353.0,8
3,133.0,10
MRI,213.0,11
4,295.0,9
9,16.0,14
3,97.0,14
10,130.0,14
MRI,329.0,15
4,11.0,18
MRI,353.0,18
MRI,96.0,21
3,206.0,21
7,94.0,22
4,355.0,23
10,197.0,0
MRI,502.0,1
8,294.0,0
MRI,189.0,4
6,478.0,4
3,491.0,4
10,1.0,7
MRI,272.0,7
3,129.0,10
MRI,300.0,11
9,93.0,14
MRI,8.0,18
MRI,205.0,21
3,261.0,21
MRI,322.0,22
9,94.0,23
MRI,50.0,25
9,59.0,0
7,298.0,0
9,349.0,2
MRI,64.0,4
10,25.0,7
MRI,418.0,7
MRI,65.0,8
5,89.0,7
10,15.0,9
7,265.0,9
7,36.0,10
3,100.0,10
4,216.0,10
7,93.0,11
MRI,367.0,11
6,13.0,14
MRI,69.0,15
7,185.0,14
MRI,265.0,18
MRI,34.0,21
9,109.0,23
MRI,130.0,25
4,309.0,23
MRI,400.0,1
5,27.0,2
4,84.0,3
4,6.0,4
MRI,234.0,4
8,255.0,0
3,80.0,4
MRI,218.0,7
MRI,376.0,8
3,297.0,10
4,479.0,9
MRI,316.0,11
4,7.0,11
9,87.0,14
4,436.0,16
8,16.0,14
MRI,221.0,18
MRI,92.0,21
9,48.0,23
MRI,158.0,25
4,229.0,23
9,2.0,0
MRI,77.0,1
2,303.0,1
9,434.0,2
MRI,98.0,4
8,370.0,4
MRI,107.0,7
MRI,178.0,8
7,366.0,9
4,6.0,9
MRI,124.0,11
10,23.0,14
9,44.0,14
MRI,133.0,15
5,152.0,16
4,175.0,17
8,317.0,14
MRI,255.0,18
MRI,161.0,21
MRI,144.0,22
4,30.0,24
8,316.0,21
MRI,1.0,25
MRI,192.0,1
9,161.0,2
6,9.0,4
MRI,11.0,4
6,5.0,7
MRI,197.0,7
