OT,overtime,schedule_day
5,24.0,0
8,28.0,0
1,144.0,1
2,200.0,1
8,331.0,1
7,446.0,1
7,206.0,2
8,426.0,2
9,25.0,2
3,49.0,4
7,238.0,4
5,331.0,4
4,414.0,4
6,150.0,7
5,171.0,7
5,226.0,8
1,289.0,8
7,2.0,8
5,81.0,9
6,17.0,14
8,40.0,14
5,57.0,14
7,343.0,14
5,223.0,15
7,338.0,15
6,174.0,16
5,333.0,16
5,335.0,17
4,367.0,18
5,130.0,21
5,245.0,22
4,85.0,23
4,499.0,25
8,134.0,0
6,27.0,0
5,282.0,1
8,326.0,2
7,425.0,4
6,109.0,7
8,157.0,7
8,125.0,9
5,174.0,10
3,153.0,11
8,82.0,14
3,5.0,15
5,90.0,15
7,140.0,15
MRI,43.0,18
5,260.0,18
4,358.0,18
6,45.0,21
8,78.0,21
9,310.0,21
5,118.0,22
6,108.0,23
5,294.0,23
4,272.0,25
4,371.0,4
5,163.0,4
8,95.0,7
5,23.0,8
MRI,23.0,8
1,455.0,8
7,376.0,9
8,172.0,14
5,384.0,14
5,137.0,15
6,53.0,16
7,174.0,16
5,259.0,17
5,415.0,18
8,45.0,21
6,195.0,21
MRI,36.0,22
5,57.0,22
5,268.0,23
6,349.0,23
4,489.0,25
10,44.0,0
6,250.0,0
7,371.0,2
5,276.0,4
7,475.0,4
8,74.0,7
9,397.0,7
5,154.0,8
3,283.0,8
4,1.0,9
9,357.0,9
1,6.0,10
7,336.0,14
5,387.0,14
5,109.0,15
9,164.0,14
6,492.0,16
4,353.0,18
5,251.0,22
6,175.0,23
5,219.0,25
5,98.0,0
8,294.0,0
7,11.0,4
5,496.0,4
5,295.0,7
3,15.0,8
5,58.0,8
5,100.0,14
8,225.0,14
7,366.0,14
5,5.0,15
7,148.0,15
1,69.0,16
6,72.0,16
5,366.0,16
7,390.0,16
6,56.0,21
5,113.0,22
5,418.0,23
10,34.0,0
6,196.0,0
7,273.0,0
1,482.0,1
5,466.0,2
3,14.0,3
9,69.0,2
5,357.0,4
6,305.0,7
5,177.0,8
1,428.0,8
10,26.0,9
8,388.0,9
5,165.0,9
5,439.0,11
7,293.0,14
9,459.0,14
6,482.0,14
5,146.0,15
6,386.0,16
5,133.0,21
5,45.0,22
5,506.0,23
5,137.0,0
7,357.0,0
1,123.0,1
7,446.0,1
4,113.0,2
5,168.0,2
7,496.0,2
7,290.0,4
10,190.0,7
6,469.0,7
5,10.0,8
10,30.0,9
9,198.0,9
5,462.0,10
5,489.0,11
8,121.0,14
6,190.0,14
7,415.0,14
5,38.0,14
7,125.0,15
2,212.0,15
7,162.0,16
5,402.0,17
6,62.0,21
8,138.0,21
5,373.0,21
5,43.0,22
3,129.0,22
7,68.0,23
4,102.0,23
4,263.0,24
5,418.0,25
8,127.0,0
6,369.0,0
2,160.0,1
1,216.0,1
7,338.0,2
MRI,27.0,4
7,103.0,4
4,258.0,4
MRI,24.0,7
8,172.0,7
1,97.0,8
9,102.0,7
5,289.0,8
3,112.0,11
5,378.0,11
5,80.0,14
9,330.0,14
7,357.0,14
6,374.0,14
7,38.0,15
5,305.0,15
6,46.0,16
5,204.0,16
7,57.0,18
4,406.0,18
5,449.0,18
5,0.0,22
6,138.0,23
7,301.0,23
7,169.0,25
6,19.0,0
5,54.0,0
9,369.0,0
1,453.0,1
5,235.0,2
7,34.0,4
5,111.0,3
6,38.0,7
8,73.0,7
8,455.0,9
3,62.0,10
6,50.0,14
7,117.0,14
5,154.0,14
3,346.0,14
2,20.0,15
5,69.0,15
7,371.0,15
6,107.0,16
9,194.0,16
5,337.0,18
5,395.0,21
5,146.0,22
6,20.0,23
4,46.0,23
5,492.0,24
4,107.0,25
5,440.0,25
7,44.0,2
9,358.0,2
6,109.0,7
5,245.0,7
6,160.0,14
7,163.0,15
5,163.0,15
7,188.0,16
9,290.0,16
10,10.0,21
6,65.0,21
5,32.0,22
3,187.0,22
5,508.0,23
4,317.0,25
8,116.0,0
5,392.0,0
6,497.0,0
2,130.0,1
1,284.0,1
7,368.0,2
10,129.0,2
6,32.0,4
6,337.0,7
10,385.0,7
2,17.0,8
1,33.0,8
5,64.0,8
4,10.0,9
8,54.0,14
5,79.0,14
7,183.0,15
5,338.0,15
9,217.0,21
6,246.0,21
8,278.0,21
7,14.0,23
9,321.0,23
6,355.0,23
4,387.0,25
8,139.0,0
2,56.0,1
1,240.0,1
7,170.0,4
6,188.0,7
5,239.0,7
1,283.0,8
9,401.0,9
6,90.0,14
8,166.0,14
7,338.0,14
5,71.0,15
5,330.0,16
6,390.0,16
7,493.0,16
8,351.0,21
5,142.0,22
6,14.0,0
8,71.0,0
5,76.0,0
1,180.0,1
7,341.0,2
5,405.0,2
8,161.0,2
8,3.0,7
9,38.0,7
5,264.0,8
5,262.0,11
5,113.0,14
7,289.0,14
5,226.0,15
5,265.0,16
6,308.0,16
9,464.0,16
6,190.0,21
5,95.0,22
6,162.0,23
5,448.0,23
5,61.0,0
8,105.0,0
6,296.0,0
2,186.0,1
7,21.0,2
4,489.0,4
6,459.0,7
5,472.0,7
5,152.0,8
1,229.0,8
5,72.0,14
7,245.0,14
5,290.0,15
4,150.0,16
7,173.0,16
7,46.0,17
6,44.0,21
5,133.0,22
6,154.0,23
4,462.0,25
8,15.0,0
4,187.0,2
MRI,17.0,4
4,307.0,4
3,30.0,8
5,46.0,8
1,54.0,8
7,147.0,9
5,129.0,10
5,44.0,14
7,414.0,14
9,16.0,14
5,88.0,15
6,316.0,16
4,271.0,18
6,84.0,21
8,108.0,21
5,353.0,21
5,113.0,22
6,179.0,23
8,3.0,0
1,3.0,1
9,249.0,2
5,266.0,2
10,18.0,4
7,144.0,4
4,220.0,4
5,337.0,4
8,76.0,7
5,48.0,8
5,32.0,10
5,3.0,14
7,329.0,14
6,342.0,14
5,371.0,15
6,67.0,16
5,96.0,17
6,65.0,21
5,77.0,22
6,118.0,23
1,24.0,24
5,110.0,24
4,154.0,25
8,45.0,0
6,452.0,0
1,252.0,1
2,283.0,1
