OT,schedule_day
5,0
6,0
7,1
5,2
7,2
4,4
5,4
4,4
5,7
7,8
5,8
8,9
1,9
9,9
7,14
5,14
6,14
9,14
7,14
9,14
7,15
5,15
9,16
9,16
6,21
5,22
5,23
5,23
6,23
7,25
4,25
4,25
5,0
6,0
5,2
9,2
5,7
6,7
7,8
5,8
5,9
9,9
5,14
9,14
7,14
9,14
5,15
5,15
9,16
9,16
4,18
4,18
4,18
9,21
5,22
4,25
4,25
9,2
4,4
9,9
9,14
7,14
9,14
5,15
5,15
5,15
9,16
9,16
5,17
4,18
5,22
5,22
4,25
4,25
5,2
9,2
5,7
6,7
5,8
5,8
9,9
5,14
7,14
9,14
9,16
9,16
4,18
5,22
5,22
5,22
6,23
4,23
4,25
4,25
5,0
6,7
5,8
5,8
5,14
6,14
9,14
7,14
9,14
7,15
5,15
5,17
5,18
6,21
2,22
2,22
5,22
5,23
4,25
4,25
4,25
5,0
6,0
4,4
5,7
6,7
7,8
5,8
5,8
10,9
10,9
5,10
5,10
5,14
6,14
7,14
9,14
5,15
5,15
9,16
5,22
5,23
7,23
7,23
4,25
4,25
9,0
9,2
4,4
5,7
6,7
7,8
5,8
9,9
5,10
5,10
3,11
7,14
5,14
9,14
7,14
9,14
5,15
9,16
7,16
4,18
5,22
4,25
4,25
5,0
2,1
5,2
7,2
5,4
5,7
6,7
7,8
5,8
5,10
7,10
7,14
5,14
6,14
7,14
7,15
5,15
5,15
6,16
7,16
5,17
5,21
6,21
5,24
5,24
4,25
4,25
5,0
6,0
4,4
5,7
6,7
5,8
5,8
5,8
9,9
8,9
9,9
5,10
5,10
5,14
7,14
9,14
5,15
5,15
9,16
9,16
6,21
5,22
5,23
4,25
4,25
4,25
5,0
6,0
5,7
6,7
5,8
6,14
7,14
9,14
5,15
5,15
9,16
9,16
5,22
4,25
4,25
4,25
5,0
5,4
5,7
6,7
5,8
5,14
6,14
7,14
5,15
5,17
5,21
6,21
5,22
5,22
4,25
4,25
4,25
5,0
5,2
9,2
4,4
4,4
6,7
5,8
5,10
5,15
5,15
6,16
5,22
5,22
5,23
6,23
4,25
4,25
5,0
5,8
5,8
9,9
9,9
5,14
6,14
9,14
7,14
9,14
9,16
4,18
5,22
5,22
5,22
5,23
5,25
4,25
4,25
5,0
6,0
1,9
5,14
6,14
7,14
9,16
5,22
5,22
5,22
5,22
5,23
5,23
4,25
4,25
5,0
5,8
1,9
5,10
5,11
5,11
5,14
6,14
7,14
6,16
4,18
5,22
5,22
5,22
5,22
5,22
5,23
6,23
5,25
5,25
4,25
4,25
5,1
9,2
4,4
5,7
6,7
7,8
5,8
5,14
7,14
5,15
5,15
4,16
4,16
7,16
7,16
6,21
5,22
5,22
5,23
5,23
4,25
4,25
5,0
4,4
5,7
6,7
9,7
7,8
9,9
5,11
7,14
5,14
6,14
7,14
7,15
2,15
5,15
5,15
5,16
7,16
4,18
7,18
5,21
9,21
10,21
5,22
5,22
5,22
5,23
6,23
7,23
7,23
5,24
5,24
7,25
4,25
5,25
4,25
4,25
5,0
6,0
9,2
6,7
5,8
7,14
7,14
5,15
5,22
5,22
5,22
5,22
5,22
5,23
5,23
7,23
4,25
4,25
5,0
6,0
5,2
7,2
5,4
5,8
9,9
9,14
7,14
9,14
5,15
4,18
4,18
9,21
5,22
5,22
5,22
5,23
5,23
4,25
4,25
5,0
5,1
5,1
9,2
5,7
6,7
5,8
5,8
5,8
9,14
7,14
9,14
5,15
5,15
6,16
4,18
5,22
5,22
5,22
5,22
5,23
5,23
7,23
7,25
3,25
5,25
4,25
4,25
5,0
6,0
5,2
5,7
6,7
7,8
5,8
9,9
5,11
7,14
9,14
7,15
5,15
9,16
4,18
6,21
5,22
5,22
5,23
4,25
4,25
5,0
6,0
9,2
6,7
7,8
5,8
5,10
5,14
7,14
5,15
7,17
4,18
6,21
5,22
5,22
4,25
4,25
5,0
6,0
9,2
5,4
4,4
5,7
6,7
5,8
5,8
9,9
5,10
5,15
9,16
5,22
5,23
5,24
4,25
4,25
5,0
6,0
9,2
5,4
4,4
7,4
7,4
5,7
6,7
5,14
6,14
7,14
7,15
5,15
6,16
6,21
5,22
5,22
5,23
5,25
5,25
4,25
4,25
5,0
6,0
5,7
6,7
5,8
5,14
6,14
7,14
5,15
5,15
4,18
5,21
6,21
5,22
5,22
5,22
5,22
6,23
5,24
4,25
4,25
6,0
5,1
2,1
9,2
3,4
5,7
6,7
5,8
5,8
5,10
5,14
7,14
5,15
5,17
5,22
5,22
6,23
4,25
4,25
4,25
4,25
9,2
4,4
6,7
5,8
5,10
5,10
7,14
5,15
5,15
5,15
6,21
6,23
