OT,surgery_duration,schedule_day,simulation_day
5,550,0,0
6,982,0,0
3,412,0,0
7,1170,0,0
7,75,1,1
3,335,1,1
2,114,1,1
2,235,1,1
2,56,1,1
MRI,64,1,1
7,73,1,1
5,38,1,1
1,79,0,0
7,39,2,2
7,85,2,2
3,47,1,1
7,112,2,2
4,940,2,2
3,79,2,2
8,96,2,2
9,1585,0,0
8,1726,1,1
5,853,2,2
1,73,3,3
7,70,3,3
10,161,0,0
9,57,2,2
7,100,1,1
7,53,2,2
3,275,2,2
1,91,1,1
10,2945,2,2
10,136,1,1
5,61,3,3
MRI,48,4,4
3,77,4,4
MRI,53,4,4
4,1005,4,4
5,1196,4,4
5,1098,3,3
7,322,4,4
3,320,4,4
1,59,4,4
6,104,3,3
MRI,61,7,7
2,53,7,7
6,203,7,7
6,333,7,7
9,60,2,2
7,55,8,8
MRI,66,8,8
5,449,7,7
5,198,8,8
9,68,7,7
8,581,0,0
3,281,8,8
5,341,8,8
1,61,2,2
8,100,4,4
10,94,9,9
3,19,8,8
10,243,7,7
6,113,9,9
10,237,9,9
8,1053,9,9
4,285,9,9
1,70,9,9
3,258,7,7
6,147,9,9
7,37,10,10
5,1130,9,9
5,68,7,7
4,157,10,10
5,1025,10,10
10,239,4,4
MRI,67,11,11
3,135,11,11
3,98,11,11
1,46,8,8
7,488,9,9
7,118,11,11
5,2097,11,11
7,121,11,11
1,108,10,10
2,54,14,14
6,405,14,14
5,503,14,14
1,77,7,7
5,201,15,15
7,837,14,14
5,198,15,15
5,303,15,15
2,41,3,3
5,36,16,16
7,56,16,16
7,59,16,16
4,214,16,16
1,35,14,14
7,60,15,15
4,73,16,16
5,1324,16,16
MRI,61,15,15
1,72,16,16
6,131,16,16
5,41,17,17
6,140,16,16
1,29,17,17
3,116,18,18
7,48,17,17
3,29,18,18
4,689,18,18
7,42,16,16
8,438,14,14
9,95,16,16
8,173,15,15
1,86,15,15
2,58,0,0
MRI,51,21,21
MRI,55,18,18
6,1040,21,21
2,956,15,15
3,166,10,10
4,54,22,22
4,30,22,22
3,34,22,22
5,150,22,22
5,1140,21,21
5,164,22,22
MRI,79,22,22
5,150,22,22
2,172,22,22
MRI,43,21,21
10,173,21,21
6,299,23,23
1,73,21,21
6,396,23,23
4,206,23,23
2,48,24,24
8,474,7,7
5,39,24,24
8,383,21,21
5,776,23,23
10,106,21,21
5,47,21,21
3,161,25,25
7,126,23,23
1,85,22,22
1,77,18,18
4,659,25,25
8,111,23,23
MRI,40,25,25
1,52,24,24
7,77,25,25
5,632,25,25
6,243,0,28
5,234,0,28
7,971,0,28
5,1251,0,28
7,61,1,29
6,2019,0,28
2,153,1,29
2,85,1,29
2,238,1,29
7,60,2,30
9,125,23,23
4,175,2,30
2,150,0,28
3,225,14,14
5,43,1,29
7,81,2,30
5,796,2,30
1,83,0,28
5,84,3,31
8,1987,2,30
1,59,3,31
3,38,2,30
3,245,4,32
3,504,0,28
4,600,4,32
10,191,0,28
5,34,4,32
3,40,3,31
2,40,3,31
5,225,1,1
4,135,2,30
MRI,35,7,35
1,44,2,30
6,472,7,35
8,395,0,28
5,686,7,35
1,72,1,29
4,119,3,31
MRI,45,8,36
MRI,50,8,36
3,174,21,21
MRI,83,8,36
7,102,8,36
1,84,4,32
5,95,8,36
5,141,8,36
5,157,8,36
2,263,8,36
6,80,9,37
10,107,9,37
9,723,9,9
9,735,2,30
8,948,9,37
3,50,25,25
5,540,9,37
7,42,9,37
10,1187,7,35
9,1241,9,37
4,177,9,37
6,160,9,37
5,50,7,35
1,112,8,36
7,27,10,38
1,79,10,38
5,79,11,39
MRI,45,11,39
3,100,11,39
3,106,11,39
4,170,11,39
3,196,7,35
5,1594,11,39
5,83,10,38
MRI,177,11,39
1,762,11,39
10,955,14,14
2,81,10,10
4,122,10,38
5,456,14,42
6,480,14,42
1,60,9,37
3,154,14,42
7,67,15,43
5,149,15,43
7,775,14,42
2,102,10,38
5,179,15,43
9,733,14,42
7,57,15,43
10,179,14,42
5,151,15,43
10,141,15,43
1,56,14,42
8,342,7,35
7,87,15,43
7,70,16,44
4,62,16,44
MRI,48,15,43
4,119,16,44
7,53,16,44
9,1022,16,44
4,50,16,44
8,1831,16,44
5,1940,16,44
10,109,17,45
10,1767,16,44
5,98,16,44
6,129,16,44
MRI,53,18,46
7,83,17,45
3,124,18,46
8,114,18,46
6,433,18,46
1,73,17,45
3,245,18,46
4,905,18,46
7,52,18,46
5,954,18,46
MRI,30,18,46
1,84,16,44
9,62,23,23
5,34,21,49
5,831,21,49
6,816,21,49
10,139,21,49
2,91,22,50
3,119,21,49
4,84,22,50
8,595,14,42
4,34,22,50
MRI,48,21,49
5,160,22,50
1,67,15,43
5,557,22,50
5,164,22,50
