OT,surgery_duration,schedule_day,simulation_day
6,365,0,0
7,30,0,0
5,557,0,0
7,79,0,0
9,103,0,0
MRI,54,1,1
3,42,1,1
MRI,39,1,1
2,115,1,1
MRI,50,1,1
MRI,51,1,1
MRI,43,1,1
2,130,1,1
10,117,1,1
1,79,0,0
5,37,1,1
10,131,1,1
9,1910,0,0
10,155,0,0
9,124,0,0
2,248,1,1
7,39,2,2
1,949,1,1
4,171,2,2
3,253,0,0
7,79,1,1
5,755,2,2
3,387,2,2
7,312,1,1
8,1029,2,2
MRI,49,1,1
3,57,1,1
9,1390,2,2
2,80,3,3
7,80,3,3
6,97,3,3
6,152,3,3
4,63,3,3
7,85,3,3
10,2577,2,2
4,205,2,2
3,85,2,2
1,36,3,3
7,54,4,4
MRI,49,4,4
5,1656,3,3
MRI,31,4,4
8,64,4,4
MRI,31,4,4
8,1161,1,1
MRI,31,4,4
4,85,2,2
3,45,4,4
7,115,3,3
5,793,4,4
4,1211,4,4
4,149,3,3
MRI,111,4,4
1,81,4,4
7,39,3,3
3,304,4,4
8,614,0,0
1,61,2,2
3,63,3,3
MRI,29,4,4
5,615,1,1
7,811,0,0
2,42,7,7
MRI,57,7,7
7,648,2,2
MRI,56,7,7
6,440,7,7
5,47,7,7
MRI,56,8,8
3,424,8,8
MRI,38,7,7
MRI,49,7,7
7,671,8,8
5,2494,7,7
8,1187,8,8
MRI,27,7,7
10,1331,8,8
7,64,9,9
10,89,9,9
10,81,9,9
4,134,9,9
10,85,9,9
8,522,3,3
6,126,9,9
1,276,8,8
2,415,8,8
6,90,9,9
6,174,9,9
4,74,9,9
MRI,53,8,8
5,1292,9,9
1,115,7,7
9,1780,7,7
7,64,10,10
5,30,9,9
7,44,10,10
7,67,10,10
7,84,10,10
7,1227,9,9
1,68,9,9
6,141,10,10
4,149,10,10
6,124,10,10
4,68,10,10
5,33,10,10
6,97,10,10
3,164,7,7
2,74,10,10
5,531,10,10
7,75,11,11
MRI,54,11,11
6,338,11,11
MRI,44,11,11
4,150,11,11
3,223,11,11
7,53,11,11
4,140,11,11
MRI,63,11,11
MRI,46,11,11
7,48,11,11
5,757,11,11
1,43,10,10
8,96,11,11
10,461,7,7
8,103,11,11
8,1361,9,9
3,46,11,11
MRI,40,11,11
5,77,11,11
3,77,10,10
8,332,7,7
1,99,11,11
7,73,11,11
8,554,10,10
6,353,14,14
7,967,14,14
5,655,14,14
7,488,4,4
10,62,14,14
MRI,47,15,15
MRI,42,15,15
MRI,56,15,15
5,257,15,15
3,19,15,15
MRI,38,15,15
3,39,15,15
2,250,15,15
2,87,14,14
8,579,15,15
5,139,15,15
5,155,15,15
2,56,1,1
MRI,140,15,15
2,80,15,15
5,32,16,16
8,74,16,16
4,124,16,16
4,84,16,16
6,660,16,16
1,79,14,14
1,74,15,15
4,108,16,16
6,120,16,16
5,1425,16,16
2,58,0,0
6,123,17,17
10,171,14,14
1,49,17,17
9,1649,14,14
10,104,14,14
8,119,16,16
4,114,17,17
5,43,17,17
7,74,17,17
3,179,17,17
10,2761,16,16
6,89,17,17
MRI,58,18,18
MRI,56,18,18
1,56,16,16
3,119,18,18
MRI,25,18,18
7,677,18,18
3,68,18,18
