OT,surgery_duration,schedule_day,simulation_day
6,414,0,0
5,684,0,0
10,107,0,0
7,880,0,0
MRI,78,1,1
2,60,0,0
MRI,39,1,1
MRI,53,1,1
MRI,56,1,1
3,390,1,1
MRI,49,1,1
MRI,37,1,1
5,426,1,1
2,81,1,1
8,171,1,1
3,32,1,1
10,119,0,0
2,44,1,1
8,111,2,2
3,382,2,2
5,847,2,2
7,68,2,2
10,91,0,0
7,900,1,1
4,334,2,2
5,42,1,1
3,62,2,2
7,72,2,2
10,74,3,3
1,85,1,1
7,69,3,3
3,25,3,3
4,120,3,3
5,1221,3,3
6,125,3,3
8,54,1,1
MRI,46,4,4
MRI,24,4,4
MRI,29,4,4
1,79,0,0
MRI,57,4,4
10,250,2,2
2,40,1,1
7,68,3,3
MRI,44,4,4
4,1212,4,4
5,1503,4,4
7,61,2,2
10,306,1,1
2,82,3,3
1,101,3,3
3,342,0,0
3,82,4,4
1,41,4,4
9,1479,2,2
MRI,29,7,7
6,498,7,7
5,513,7,7
MRI,43,7,7
2,88,7,7
8,521,0,0
3,81,8,8
3,52,8,8
MRI,43,8,8
5,150,8,8
9,1504,7,7
2,211,8,8
3,39,8,8
5,845,8,8
MRI,57,8,8
7,53,9,9
7,53,9,9
MRI,75,7,7
MRI,61,8,8
6,57,9,9
1,84,7,7
1,70,8,8
5,598,9,9
4,105,9,9
2,107,10,10
8,720,8,8
10,1578,8,8
6,135,9,9
5,1347,10,10
1,48,10,10
MRI,43,11,11
MRI,48,11,11
4,178,11,11
8,63,11,11
MRI,54,11,11
3,231,11,11
MRI,52,11,11
3,231,7,7
4,119,11,11
7,70,11,11
8,337,9,9
MRI,125,11,11
7,647,8,8
7,50,9,9
10,366,9,9
9,1547,9,9
6,179,4,4
1,65,11,11
5,284,14,14
8,309,7,7
1,124,9,9
7,1143,14,14
5,263,14,14
9,1253,14,14
MRI,41,15,15
3,38,15,15
MRI,29,15,15
6,1739,14,14
5,968,11,11
MRI,56,15,15
10,513,14,14
3,663,15,15
5,247,15,15
5,551,15,15
10,11,15,15
MRI,31,15,15
5,56,16,16
4,273,16,16
MRI,66,11,11
7,66,16,16
6,129,16,16
8,66,16,16
6,782,16,16
5,1018,16,16
4,162,16,16
10,548,7,7
2,34,14,14
4,114,16,16
2,50,17,17
7,395,11,11
3,62,11,11
5,42,17,17
MRI,34,18,18
MRI,15,18,18
MRI,54,18,18
1,62,14,14
8,350,3,3
4,1102,18,18
5,1363,18,18
1,612,15,15
3,457,18,18
1,100,17,17
1,55,16,16
10,4679,16,16
MRI,66,18,18
2,116,15,15
9,1103,16,16
7,164,18,18
3,187,17,17
2,93,21,21
5,55,21,21
MRI,41,21,21
6,374,21,21
9,710,21,21
MRI,26,21,21
MRI,62,21,21
MRI,50,22,22
7,440,15,15
4,50,22,22
2,210,22,22
5,119,22,22
1,70,21,21
7,363,16,16
8,469,14,14
5,596,21,21
2,503,22,22
2,135,22,22
3,49,22,22
10,73,22,22
4,25,22,22
4,48,22,22
7,55,23,23
9,134,23,23
7,71,23,23
4,74,23,23
4,181,23,23
8,89,23,23
6,220,23,23
1,66,23,23
4,121,23,23
5,653,23,23
7,57,23,23
4,247,23,23
MRI,27,18,18
9,58,23,23
