OT,surgery_duration,schedule_day,simulation_day
5,363,0,0
6,514,0,0
3,746,0,0
7,962,0,0
10,110,0,0
2,54,0,0
10,138,0,0
MRI,52,1,1
MRI,53,1,1
2,46,1,1
MRI,47,1,1
8,92,1,1
3,478,1,1
5,131,1,1
2,127,1,1
5,58,1,1
2,37,1,1
5,140,1,1
10,174,0,0
7,1479,1,1
MRI,48,1,1
7,140,2,2
3,153,2,2
5,474,2,2
8,143,1,1
8,124,2,2
7,55,2,2
3,60,2,2
3,130,2,2
3,49,2,2
7,843,2,2
1,74,0,0
MRI,46,1,1
2,28,3,3
7,110,3,3
4,305,2,2
4,47,2,2
10,81,3,3
5,824,3,3
3,41,3,3
6,190,3,3
6,99,3,3
10,91,3,3
4,63,3,3
MRI,39,4,4
4,92,3,3
3,179,4,4
7,66,2,2
MRI,69,4,4
MRI,51,4,4
7,63,3,3
4,893,4,4
5,764,4,4
8,265,4,4
1,64,1,1
MRI,68,4,4
1,100,4,4
3,110,4,4
7,35,4,4
MRI,52,1,1
10,205,2,2
1,81,3,3
10,210,1,1
10,167,4,4
MRI,31,7,7
MRI,33,7,7
MRI,48,7,7
9,1267,7,7
MRI,32,7,7
3,24,8,8
3,33,8,8
5,132,8,8
MRI,57,8,8
5,209,8,8
5,734,7,7
MRI,27,8,8
5,178,8,8
2,276,8,8
MRI,78,7,7
10,1381,8,8
7,82,9,9
7,40,9,9
7,83,9,9
6,3754,7,7
1,54,8,8
8,132,9,9
4,202,9,9
8,116,9,9
1,77,7,7
9,947,2,2
5,59,1,1
6,176,4,4
7,87,10,10
5,842,9,9
5,56,10,10
6,116,10,10
8,1261,8,8
1,68,9,9
3,70,11,11
3,117,11,11
MRI,51,11,11
7,57,11,11
MRI,68,11,11
4,92,11,11
8,118,11,11
MRI,69,11,11
1,40,10,10
4,129,10,10
7,765,11,11
4,130,9,9
8,583,3,3
2,66,10,10
3,271,11,11
10,338,7,7
8,414,7,7
7,1052,8,8
5,747,11,11
10,275,9,9
6,322,14,14
5,697,14,14
6,530,14,14
3,24,15,15
5,318,15,15
10,78,15,15
9,1820,14,14
MRI,37,15,15
2,71,14,14
3,481,15,15
10,65,15,15
5,134,15,15
7,936,15,15
4,112,16,16
1,882,15,15
8,76,16,16
8,106,15,15
7,1326,14,14
4,283,16,16
6,416,16,16
5,135,16,16
1,67,14,14
1,85,11,11
4,61,16,16
6,175,16,16
3,221,7,7
6,103,17,17
5,1360,16,16
7,683,16,16
4,102,17,17
5,65,17,17
10,2570,16,16
1,79,16,16
6,362,18,18
MRI,54,18,18
9,943,16,16
8,558,0,0
4,1303,18,18
2,64,7,7
1,98,17,17
8,523,14,14
MRI,55,15,15
3,308,18,18
5,2552,18,18
7,189,18,18
2,150,15,15
7,52,17,17
3,131,17,17
5,100,21,21
MRI,57,21,21
6,378,21,21
9,848,21,21
2,75,15,15
5,1014,21,21
3,51,22,22
4,32,22,22
5,114,22,22
10,27,22,22
4,54,22,22
4,42,22,22
2,184,22,22
2,44,21,21
2,127,22,22
MRI,56,22,22
2,282,22,22
8,199,18,18
2,35,17,17
7,55,23,23
9,70,23,23
4,174,23,23
8,184,23,23
7,54,23,23
10,95,14,14
9,100,23,23
1,28,23,23
4,185,23,23
6,603,23,23
4,72,23,23
10,1021,23,23
