OT,surgery_duration,schedule_day,simulation_day
5,582,0,0
1,169,0,0
6,1354,0,0
MRI,111,1,1
MRI,101,1,1
2,512,1,1
7,2021,0,0
MRI,126,1,1
3,38,1,1
8,1388,1,1
1,143,1,1
9,1417,0,0
7,109,2,2
4,334,2,2
3,78,2,2
5,131,1,1
10,283,0,0
5,1560,2,2
1,166,2,2
6,149,3,3
9,191,2,2
3,491,2,2
8,2007,2,2
5,519,1,1
5,86,3,3
4,172,2,2
8,847,0,0
7,136,4,4
MRI,69,4,4
MRI,81,4,4
7,1754,2,2
10,380,3,3
4,1577,4,4
3,691,4,4
4,190,3,3
5,1071,3,3
8,2092,4,4
6,83,4,4
5,2216,4,4
3,951,3,3
1,266,3,3
2,278,0,0
10,170,4,4
9,156,0,0
1,257,4,4
3,78,1,1
2,106,7,7
MRI,113,7,7
MRI,78,7,7
MRI,82,7,7
6,654,7,7
10,177,7,7
7,1382,4,4
MRI,102,8,8
10,274,7,7
MRI,83,8,8
5,480,8,8
8,246,8,8
MRI,98,7,7
9,2479,7,7
8,169,8,8
7,38,8,8
2,772,8,8
MRI,68,8,8
7,126,9,9
3,699,8,8
9,201,2,2
5,201,9,9
6,269,9,9
9,208,9,9
5,1695,7,7
10,429,2,2
7,88,9,9
10,2529,8,8
1,100,8,8
6,1204,9,9
9,206,9,9
7,76,10,10
6,346,10,10
6,171,10,10
1,192,9,9
5,55,9,9
8,3227,9,9
5,201,9,9
3,312,11,11
MRI,92,11,11
5,1930,10,10
7,143,9,9
3,90,11,11
4,303,11,11
1,199,10,10
10,241,1,1
4,225,11,11
8,820,7,7
MRI,134,11,11
4,1320,10,10
4,649,9,9
1,199,7,7
2,171,14,14
5,549,14,14
7,111,14,14
10,184,14,14
6,393,11,11
7,81,9,9
10,125,14,14
6,1358,14,14
MRI,109,15,15
1,132,11,11
MRI,148,15,15
5,356,15,15
3,42,15,15
10,174,14,14
7,354,11,11
5,205,15,15
3,44,15,15
MRI,98,11,11
3,188,10,10
4,191,16,16
6,100,16,16
8,131,16,16
4,152,16,16
1,174,15,15
4,368,16,16
7,1558,14,14
7,1557,16,16
1,190,14,14
7,113,17,17
6,306,16,16
9,2548,16,16
1,102,16,16
5,3427,16,16
3,456,18,18
7,93,16,16
MRI,79,18,18
MRI,104,18,18
3,166,18,18
9,2225,14,14
7,115,15,15
7,1365,18,18
4,1484,18,18
1,787,18,18
10,469,16,16
2,178,3,3
MRI,94,21,21
5,100,21,21
1,299,17,17
8,635,14,14
MRI,84,21,21
MRI,92,22,22
6,1678,21,21
5,1670,21,21
4,105,22,22
2,493,22,22
4,112,22,22
2,130,21,21
5,228,22,22
2,85,10,10
2,197,15,15
9,61,21,21
4,522,23,23
3,595,17,17
9,3794,21,21
2,103,17,17
1,185,21,21
7,110,22,22
2,111,24,24
10,4539,21,21
1,90,23,23
5,1771,23,23
3,343,23,23
6,239,23,23
3,332,7,7
1,156,22,22
7,1875,24,24
3,414,25,25
MRI,99,25,25
MRI,58,25,25
MRI,123,25,25
7,111,15,15
3,460,21,21
5,1757,25,25
4,2057,25,25
8,142,25,25
MRI,91,25,25
1,201,24,24
1,2372,25,25
7,109,23,23
2,125,0,28
6,268,25,25
1,104,0,28
6,789,0,28
MRI,125,1,29
MRI,95,1,29
3,202,1,29
7,164,1,29
7,121,1,29
5,84,23,23
2,767,1,29
5,2255,0,28
7,1537,0,28
1,175,1,29
9,182,0,28
4,346,2,30
9,264,2,30
7,97,2,30
3,195,2,30
MRI,73,1,29
7,886,2,30
9,107,2,30
8,1171,21,21
5,2013,2,30
2,139,3,31
8,2562,2,30
6,48,4,32
MRI,89,4,32
1,105,2,30
3,537,4,32
4,117,2,30
4,291,3,31
3,103,25,25
9,1742,0,28
1,102,4,32
4,3017,4,32
5,3149,4,32
10,691,2,30
7,137,4,32
MRI,110,7,35
6,746,7,35
MRI,137,4,32
MRI,109,7,35
10,131,7,35
MRI,108,8,36
7,44,8,36
MRI,85,8,36
8,353,8,36
9,2016,7,35
5,554,8,36
8,337,23,23
1,201,7,35
MRI,74,4,32
MRI,116,8,36
5,57,9,37
8,1173,0,28
1,177,3,31
7,99,9,37
10,218,7,35
9,183,9,37
10,145,9,37
6,441,9,37
10,203,9,37
7,127,9,37
6,161,9,37
MRI,235,22,22
5,26,9,37
5,465,9,37
6,189,10,38
8,1377,9,37
4,807,9,37
MRI,127,11,39
3,421,11,39
5,2025,10,38
3,72,11,39
MRI,121,11,39
4,2451,10,38
5,1670,7,35
8,916,7,35
1,167,9,37
1,96,8,36
MRI,76,11,39
1,137,10,38
3,344,3,31
2,120,10,38
1,156,11,39
9,193,9,37
2,116,14,42
7,63,14,42
7,100,9,37
6,1025,14,42
5,1210,14,42
MRI,106,15,43
5,318,15,43
10,349,14,42
9,1937,14,42
7,1861,14,42
MRI,125,15,43
7,1066,10,38
5,269,15,43
3,127,15,43
MRI,89,15,43
10,231,14,42
3,62,15,43
6,100,16,44
10,90,15,43
4,533,16,44
4,172,16,44
4,229,16,44
9,1492,16,44
8,639,16,44
7,1980,16,44
5,2766,16,44
MRI,54,18,46
MRI,62,18,46
MRI,84,18,46
1,185,16,44
3,163,18,46
6,268,16,44
MRI,91,18,46
4,204,17,45
3,222,18,46
1,141,15,43
1,196,17,45
3,130,18,46
7,1802,18,46
MRI,71,18,46
7,93,16,44
4,2659,18,46
5,178,21,49
MRI,148,21,49
3,119,1,29
6,963,21,49
10,431,16,44
9,158,21,49
5,1020,21,49
MRI,85,21,49
4,134,22,50
5,565,22,50
2,293,22,50
4,56,22,50
5,119,23,51
MRI,77,22,50
3,1293,22,50
7,223,22,50
4,583,23,51
7,80,22,50
5,1540,23,51
8,1163,21,49
2,107,17,45
9,197,23,51
MRI,83,25,53
5,63,24,52
1,147,23,51
3,655,25,53
MRI,115,25,53
7,2292,23,51
5,2641,24,52
3,176,25,53
MRI,155,25,53
4,1848,25,53
10,1347,21,49
1,122,22,50
8,983,14,42
3,259,23,51
3,210,14,42
2,121,7,35
3,424,21,49
1,97,14,42
9,179,0,56
5,902,0,56
1,140,0,56
7,1510,0,56
MRI,113,1,57
7,95,1,57
MRI,120,1,57
5,76,1,57
1,33,1,57
2,240,1,57
2,260,1,57
1,148,21,49
9,1746,0,56
4,319,2,58
7,155,1,57
3,113,2,58
6,4284,0,56
5,1824,2,58
1,258,2,58
7,2083,2,58
5,113,3,59
2,112,3,59
7,109,2,58
9,172,2,58
8,169,4,60
3,449,4,60
10,815,2,58
4,1457,4,60
2,399,0,56
8,1233,0,56
1,195,3,59
7,2404,4,60
3,62,1,57
1,161,4,60
MRI,95,7,63
10,154,7,63
10,302,7,63
6,1400,7,63
8,131,8,64
MRI,56,7,63
7,114,9,65
MRI,39,8,64
9,230,9,65
2,72,21,49
1,164,7,63
6,126,9,65
10,1813,0,28
5,87,9,65
4,519,9,65
6,1297,9,65
8,1539,9,65
2,74,10,66
2,103,7,63
3,136,7,35
1,90,8,64
1,99,9,65
6,230,10,66
5,73,9,65
2,260,24,52
5,2535,7,63
3,964,17,45
9,2732,7,63
MRI,77,11,67
8,666,7,63
MRI,38,11,67
3,472,11,67
3,230,11,67
4,298,11,67
5,86,10,66
5,3092,11,67
MRI,88,11,67
7,102,14,70
MRI,200,22,50
1,164,11,67
6,1163,14,70
9,143,9,65
1,171,10,66
MRI,118,15,71
3,62,15,71
7,1813,14,70
MRI,79,15,71
MRI,117,15,71
9,2039,14,70
2,301,14,70
6,81,16,72
5,3182,14,70
3,87,15,71
4,328,16,72
10,497,14,70
MRI,132,15,71
7,63,16,72
4,108,16,72
8,1045,14,70
1,190,16,72
7,88,17,73
8,671,16,72
7,892,16,72
7,193,17,73
3,226,18,74
3,79,18,74
MRI,112,18,74
1,104,14,70
MRI,77,18,74
MRI,88,18,74
1,129,17,73
MRI,112,18,74
5,4398,16,72
4,1874,18,74
2,37,17,73
6,1904,18,74
10,250,16,72
1,988,18,74
10,1313,0,56
MRI,142,21,77
5,74,21,77
MRI,124,21,77
6,1099,21,77
MRI,100,21,77
5,464,22,78
2,504,22,78
3,625,22,78
1,148,21,77
9,112,21,77
1,147,15,71
4,76,22,78
4,123,22,78
MRI,80,22,78
10,271,23,79
6,483,23,79
1,207,23,79
5,2523,23,79
MRI,85,25,81
3,433,25,81
7,120,25,81
9,98,23,79
8,3763,1,57
4,1484,25,81
8,1167,21,77
1,128,24,80
3,332,21,77
1,111,22,78
1,165,0,84
2,119,21,77
5,1068,0,84
6,1093,0,84
1,1439,25,81
MRI,95,1,85
3,409,14,70
7,2272,0,84
2,559,1,85
9,92,2,86
4,203,2,86
3,138,2,86
1,136,1,85
10,914,21,77
10,1677,0,84
7,104,2,86
8,1879,2,86
9,202,0,84
5,2265,2,86
8,677,0,84
1,120,2,86
9,3155,2,86
MRI,138,4,88
7,1150,2,86
1,168,3,87
2,73,24,80
10,382,2,86
5,2075,4,88
6,109,4,88
3,919,4,88
4,3033,4,88
2,127,0,84
9,1818,21,77
6,652,7,91
MRI,95,7,91
10,195,7,91
MRI,111,8,92
MRI,67,8,92
8,89,8,92
MRI,100,7,91
5,176,8,92
5,369,8,92
MRI,96,7,91
7,159,9,93
6,166,9,93
10,237,7,91
3,365,10,38
6,730,9,93
5,59,9,93
9,3840,7,91
4,439,9,93
2,57,10,94
5,87,9,93
1,107,9,93
4,1541,10,94
MRI,107,11,95
3,305,11,95
MRI,113,11,95
4,221,11,95
1,114,7,91
8,1124,7,91
1,182,11,95
1,80,4,88
5,1990,11,95
3,291,0,84
1,142,8,92
MRI,118,11,95
7,72,14,98
5,658,14,98
9,2504,16,72
10,204,14,98
3,76,15,99
MRI,141,15,99
9,1653,14,98
3,55,15,99
MRI,135,15,99
3,150,11,95
MRI,76,15,99
