OT,surgery_duration,schedule_day,simulation_day
5,625,0,0
1,112,0,0
6,862,0,0
MRI,82,1,1
9,1530,0,0
MRI,83,1,1
3,45,1,1
7,2148,0,0
2,434,1,1
5,138,1,1
MRI,67,1,1
9,126,2,2
7,187,2,2
8,1822,1,1
4,178,2,2
2,127,0,0
3,138,2,2
3,648,2,2
2,81,3,3
7,849,2,2
4,121,2,2
6,260,3,3
1,62,1,1
3,70,1,1
6,236,3,3
4,432,3,3
5,2801,2,2
9,130,0,0
8,1293,0,0
10,473,1,1
MRI,98,4,4
MRI,84,4,4
8,215,4,4
3,459,4,4
1,97,3,3
6,165,4,4
MRI,80,4,4
5,1410,4,4
1,209,4,4
4,2654,4,4
9,210,2,2
10,842,2,2
1,194,2,2
8,404,3,3
7,155,4,4
10,138,7,7
6,963,7,7
2,132,7,7
5,359,1,1
7,1264,3,3
MRI,86,8,8
2,307,8,8
10,171,3,3
2,173,8,8
10,229,7,7
MRI,150,7,7
1,166,7,7
10,441,9,9
MRI,76,8,8
6,159,9,9
7,104,9,9
4,512,9,9
6,1003,9,9
7,96,9,9
2,188,10,10
6,647,10,10
8,2120,9,9
1,141,8,8
3,587,7,7
7,80,9,9
3,259,11,11
3,97,11,11
MRI,92,11,11
MRI,81,7,7
7,2074,10,10
4,2276,10,10
MRI,90,7,7
3,246,3,3
9,181,9,9
1,195,9,9
8,1538,11,11
1,174,10,10
MRI,133,4,4
10,303,0,0
3,439,0,0
7,59,14,14
10,216,14,14
6,1068,14,14
8,1025,7,7
7,1479,14,14
MRI,86,15,15
3,94,15,15
MRI,102,15,15
MRI,65,15,15
3,41,15,15
10,194,15,15
8,151,15,15
7,87,15,15
10,214,14,14
MRI,98,15,15
MRI,107,15,15
7,116,16,16
6,263,16,16
9,2179,14,14
4,145,16,16
3,423,14,14
4,167,16,16
1,175,14,14
5,14131,7,7
6,422,11,11
8,155,16,16
1,173,11,11
10,671,16,16
5,1092,17,17
2,104,14,14
MRI,113,18,18
9,2837,7,7
MRI,80,18,18
MRI,137,18,18
6,402,16,16
3,556,18,18
1,144,16,16
9,3765,16,16
MRI,98,18,18
3,108,18,18
7,127,9,9
5,1786,18,18
4,2031,18,18
4,118,16,16
1,1250,18,18
7,107,17,17
5,57,21,21
MRI,118,21,21
1,216,17,17
MRI,92,21,21
7,1522,16,16
8,733,14,14
10,552,21,21
5,1925,21,21
4,77,22,22
4,73,22,22
MRI,130,22,22
2,471,22,22
7,151,22,22
6,3020,21,21
MRI,99,21,21
7,87,23,23
1,194,22,22
