OT,surgery_duration,schedule_day,simulation_day
6,123,0,0
7,123,0,0
1,75,0,0
5,138,0,0
6,120,0,0
3,87,0,0
5,81,0,0
9,152,0,0
7,1070,0,0
5,23,1,1
2,23,1,1
7,161,1,1
3,8,1,1
5,50,1,1
3,50,1,1
2,27,1,1
9,130,0,0
MRI,196,1,1
7,31,2,2
4,16,2,2
7,73,2,2
4,21,2,2
3,78,2,2
7,20,2,2
5,139,2,2
5,96,2,2
3,47,2,2
10,245,2,2
3,33,2,2
3,40,2,2
2,1002,1,1
9,163,2,2
7,81,0,0
10,102,2,2
9,148,2,2
5,84,3,3
4,143,3,3
2,70,3,3
1,50,3,3
6,17,3,3
MRI,289,1,1
3,81,3,3
1,75,1,1
10,499,3,3
6,110,3,3
MRI,198,4,4
4,100,4,4
4,10,2,2
4,111,4,4
MRI,196,4,4
5,92,4,4
6,319,4,4
MRI,508,4,4
1,63,4,4
1,73,2,2
5,82,3,3
9,99,0,0
2,90,1,1
3,3144,4,4
7,60,1,1
5,97,1,1
4,948,2,2
MRI,299,7,7
2,57,7,7
5,77,7,7
6,200,7,7
5,49,7,7
6,137,7,7
10,136,7,7
5,888,7,7
7,71,3,3
MRI,180,8,8
2,57,8,8
2,66,8,8
MRI,142,8,8
2,39,8,8
2,17,0,0
2,46,8,8
3,102,8,8
10,965,1,1
3,42,8,8
MRI,466,8,8
1,51,7,7
9,157,9,9
5,1611,8,8
10,88,7,7
4,73,9,9
MRI,328,7,7
4,32,9,9
7,27,9,9
1,47,8,8
5,63,9,9
7,175,8,8
7,68,9,9
4,91,9,9
6,93,9,9
10,243,9,9
7,47,10,10
5,130,9,9
2,44,10,10
1,50,10,10
6,129,10,10
3,98,10,10
7,21,9,9
5,123,10,10
10,783,10,10
7,97,3,3
4,500,10,10
3,46,11,11
7,32,11,11
MRI,316,11,11
6,151,9,9
5,75,11,11
10,513,11,11
MRI,466,11,11
1,32,9,9
1,168,11,11
5,147,11,11
3,299,7,7
4,2437,11,11
5,37,4,4
5,192,14,14
3,94,11,11
9,334,14,14
6,69,14,14
5,52,14,14
7,77,14,14
3,119,14,14
5,21,15,15
MRI,539,15,15
2,32,15,15
9,76,14,14
5,58,15,15
2,66,15,15
10,99,15,15
7,47,14,14
6,57,14,14
3,40,15,15
4,119,16,16
7,66,16,16
5,63,16,16
5,64,16,16
1,80,16,16
10,39,16,16
6,248,16,16
3,34,8,8
1,153,14,14
7,61,16,16
6,56,16,16
7,66,16,16
9,189,16,16
2,118,17,17
3,62,17,17
5,73,17,17
4,295,17,17
7,191,14,14
6,76,17,17
9,190,16,16
7,98,10,10
MRI,237,18,18
4,100,18,18
5,99,17,17
4,30,18,18
5,83,18,18
4,108,18,18
7,117,11,11
7,33,17,17
1,79,18,18
3,3314,18,18
1,134,15,15
MRI,239,18,18
8,1826,11,11
5,52,21,21
6,207,21,21
3,253,21,21
2,76,14,14
6,102,21,21
MRI,385,21,21
MRI,382,21,21
5,840,21,21
10,387,14,14
3,62,22,22
10,15,22,22
1,72,21,21
3,54,22,22
10,148,21,21
4,69,22,22
7,75,22,22
1,79,22,22
5,48,22,22
2,1163,22,22
4,19,22,22
4,89,23,23
5,91,21,21
5,148,23,23
4,28,23,23
4,93,23,23
6,91,23,23
9,190,23,23
6,170,23,23
8,649,23,23
5,90,23,23
7,138,23,23
7,115,22,22
7,98,23,23
6,171,24,24
3,6,24,24
7,50,24,24
4,740,24,24
9,317,23,23
5,39,24,24
7,33,24,24
4,94,25,25
MRI,321,25,25
6,52,24,24
4,27,25,25
4,51,25,25
3,81,25,25
7,96,24,24
5,78,24,24
1,124,24,24
3,39,25,25
6,61,0,28
2,53,0,28
5,166,0,28
3,186,0,28
7,25,0,28
2,36,24,24
5,73,0,28
1,53,23,23
5,15,1,29
MRI,252,1,29
7,120,1,29
3,33,1,29
7,1239,0,28
5,47,1,29
8,983,1,29
7,155,0,28
1,46,1,29
2,48,1,29
2,39,1,29
9,102,2,30
4,22,2,30
4,29,2,30
10,1039,23,23
7,46,2,30
3,17,2,30
4,30,2,30
3,38,2,30
3,67,2,30
1,41,3,31
5,185,2,30
5,92,3,31
1,82,2,30
4,564,3,31
5,193,2,2
4,88,4,32
1,116,0,28
3,124,2,30
3,78,3,31
9,205,9,9
MRI,511,22,22
9,95,23,23
5,1316,4,32
6,118,3,31
10,130,0,28
3,2937,4,32
7,34,3,31
5,82,7,35
6,133,7,35
2,95,7,35
5,104,7,35
MRI,314,7,35
5,1216,7,35
3,140,7,35
2,27,8,36
2,45,8,36
3,71,8,36
6,103,7,35
7,54,9,37
2,104,8,36
MRI,220,8,36
1,32,9,37
4,58,9,37
2,52,8,36
7,89,9,37
6,41,9,37
4,137,9,37
MRI,385,7,35
7,550,25,25
4,26,9,37
9,172,2,30
5,3173,8,36
2,2022,8,36
1,92,4,32
3,46,10,38
1,92,7,35
10,131,7,35
7,55,10,38
10,336,11,39
3,65,11,39
7,14,11,39
2,55,10,38
2,84,3,31
10,159,7,35
5,69,11,39
4,2135,11,39
1,35,10,38
5,138,10,38
MRI,286,11,39
8,5379,0,0
7,94,14,42
6,197,14,42
5,117,14,42
4,592,10,38
9,148,21,21
9,167,14,42
5,63,14,42
8,5398,7,7
7,10,14,42
2,75,21,21
10,329,0,0
6,88,14,42
5,25,15,43
5,87,15,43
2,59,15,43
5,18,15,43
1,52,11,39
3,93,15,43
2,10,15,43
10,35,15,43
5,156,11,11
4,79,16,44
9,101,14,42
7,34,16,44
5,17,16,44
9,115,16,44
5,41,16,44
7,86,16,44
9,154,16,44
6,55,16,44
10,199,16,44
1,113,15,43
MRI,472,15,43
9,157,9,37
7,53,16,44
2,23,17,45
3,48,17,45
6,150,16,44
2,51,14,42
4,492,17,45
1,93,16,44
9,136,14,42
7,62,16,44
3,48,11,39
5,83,17,45
1,25,14,42
5,91,18,46
MRI,206,18,46
4,37,18,46
4,117,18,46
MRI,361,18,46
4,81,18,46
4,50,18,46
5,87,18,46
7,159,18,46
3,3903,18,46
6,183,21,49
MRI,224,21,49
MRI,393,21,49
9,70,21,49
1,28,21,49
3,28,22,50
1,83,8,36
5,94,21,49
3,31,22,50
4,70,22,50
10,13,22,50
4,46,22,50
4,59,23,51
10,158,14,42
2,88,21,49
9,123,23,51
9,595,23,51
5,104,23,51
6,64,23,51
4,85,23,51
1,98,22,50
2,79,24,52
5,93,24,52
1,71,24,52
8,3946,7,35
