OT,overtime,schedule_day
9,104.0,0
MRI,27.0,1
2,253.0,1
3,3.0,2
7,54.0,3
MRI,137.0,4
6,274.0,4
3,100.0,4
MRI,154.0,7
MRI,133.0,8
7,10.0,9
5,365.0,8
4,22.0,10
10,497.0,10
MRI,50.0,11
10,195.0,11
4,260.0,11
5,30.0,14
9,35.0,14
MRI,119.0,15
4,133.0,17
MRI,28.0,18
8,97.0,18
MRI,214.0,21
5,423.0,21
9,38.0,23
10,430.0,0
8,22.0,0
7,22.0,3
4,180.0,3
7,81.0,4
8,344.0,4
3,197.0,4
MRI,289.0,7
7,76.0,8
8,182.0,8
8,48.0,9
4,96.0,10
MRI,16.0,11
MRI,53.0,15
9,502.0,16
MRI,83.0,18
10,215.0,18
MRI,222.0,21
4,50.0,22
MRI,106.0,22
9,158.0,23
MRI,223.0,25
9,64.0,0
10,118.0,0
7,420.0,0
MRI,3.0,4
7,35.0,4
8,275.0,4
3,294.0,4
MRI,216.0,7
MRI,341.0,8
4,460.0,10
10,18.0,11
7,35.0,11
MRI,115.0,11
MRI,145.0,15
7,157.0,15
9,9.0,16
MRI,207.0,18
MRI,55.0,21
MRI,12.0,22
4,56.0,23
9,323.0,23
MRI,84.0,25
MRI,69.0,1
4,26.0,3
10,470.0,3
6,198.0,4
MRI,500.0,4
MRI,87.0,7
MRI,59.0,8
4,31.0,10
MRI,167.0,11
10,465.0,11
9,40.0,14
7,63.0,15
MRI,160.0,15
3,146.0,18
MRI,16.0,21
5,238.0,22
4,217.0,24
MRI,82.0,25
9,33.0,2
6,31.0,3
MRI,287.0,7
5,392.0,7
MRI,30.0,8
5,131.0,8
6,11.0,14
9,50.0,14
MRI,95.0,15
7,374.0,15
7,68.0,18
MRI,239.0,21
MRI,31.0,22
10,88.0,23
2,202.0,22
9,212.0,23
4,78.0,24
8,401.0,21
10,217.0,25
9,169.0,0
MRI,65.0,1
6,24.0,3
MRI,166.0,4
3,231.0,4
MRI,453.0,7
3,47.0,8
MRI,167.0,8
MRI,118.0,11
4,93.0,11
9,45.0,14
MRI,295.0,15
7,382.0,15
4,138.0,17
MRI,23.0,18
MRI,215.0,21
9,17.0,23
8,139.0,21
4,183.0,24
MRI,308.0,25
MRI,212.0,1
5,1.0,2
8,241.0,0
MRI,191.0,4
MRI,186.0,7
MRI,10.0,8
5,385.0,8
MRI,313.0,11
MRI,300.0,15
7,28.0,16
8,291.0,14
MRI,254.0,18
MRI,113.0,21
5,470.0,22
2,257.0,22
4,12.0,24
7,10.0,25
MRI,301.0,25
MRI,126.0,1
10,210.0,3
8,19.0,0
MRI,88.0,4
6,381.0,4
MRI,25.0,7
5,496.0,7
4,224.0,10
MRI,11.0,11
10,59.0,14
MRI,347.0,15
7,70.0,16
4,55.0,17
MRI,27.0,18
4,61.0,23
8,223.0,23
6,8.0,24
8,371.0,25
5,26.0,0
MRI,139.0,1
7,32.0,2
8,502.0,0
10,4.0,7
MRI,385.0,7
MRI,18.0,8
8,257.0,7
MRI,332.0,11
10,325.0,11
10,82.0,14
MRI,24.0,15
9,211.0,16
8,16.0,14
MRI,289.0,18
7,269.0,18
MRI,247.0,21
6,78.0,23
4,15.0,24
MRI,242.0,25
7,498.0,25
MRI,122.0,1
7,94.0,4
MRI,209.0,4
6,249.0,4
MRI,95.0,7
MRI,38.0,8
4,139.0,10
8,238.0,11
MRI,389.0,11
4,220.0,11
10,121.0,14
MRI,417.0,15
8,279.0,14
MRI,55.0,18
6,35.0,21
MRI,441.0,21
4,121.0,24
7,13.0,0
9,463.0,0
7,278.0,4
MRI,301.0,4
3,204.0,4
MRI,143.0,7
8,317.0,9
MRI,306.0,11
9,17.0,14
10,421.0,14
MRI,13.0,15
8,215.0,14
MRI,30.0,18
3,355.0,18
MRI,239.0,21
5,19.0,23
8,144.0,21
4,360.0,24
MRI,60.0,25
9,64.0,0
3,29.0,1
4,37.0,3
MRI,33.0,4
MRI,416.0,7
MRI,50.0,8
7,81.0,9
4,336.0,10
MRI,167.0,11
9,227.0,14
10,238.0,14
MRI,169.0,15
5,485.0,16
8,434.0,14
MRI,65.0,18
6,57.0,21
MRI,220.0,21
MRI,160.0,22
9,108.0,23
MRI,79.0,25
10,325.0,3
MRI,94.0,4
MRI,39.0,7
MRI,22.0,8
7,141.0,8
MRI,175.0,11
4,232.0,11
MRI,325.0,15
5,14.0,16
MRI,219.0,18
3,381.0,18
MRI,33.0,21
9,52.0,23
7,53.0,23
10,408.0,1
MRI,145.0,4
5,418.0,4
MRI,220.0,7
7,186.0,8
MRI,212.0,8
3,64.0,11
MRI,310.0,11
4,5.0,11
7,9.0,15
MRI,204.0,15
8,207.0,15
9,42.0,16
4,246.0,17
MRI,210.0,18
3,275.0,18
MRI,142.0,21
MRI,82.0,22
5,238.0,22
4,14.0,23
8,445.0,21
3,16.0,25
MRI,114.0,25
10,145.0,25
8,221.0,25
9,8.0,0
MRI,13.0,1
7,34.0,2
8,176.0,0
6,198.0,4
MRI,225.0,4
7,339.0,4
MRI,273.0,7
MRI,38.0,8
5,378.0,7
4,368.0,10
MRI,350.0,11
4,210.0,11
9,46.0,14
10,60.0,14
7,81.0,15
MRI,91.0,15
9,278.0,16
8,62.0,14
4,69.0,17
MRI,430.0,18
3,170.0,18
MRI,309.0,21
MRI,100.0,22
5,176.0,23
4,314.0,24
4,38.0,25
9,20.0,0
8,467.0,0
MRI,246.0,7
MRI,9.0,8
3,38.0,8
7,62.0,8
9,71.0,9
MRI,333.0,11
9,126.0,14
MRI,38.0,15
MRI,128.0,25
10,112.0,0
2,223.0,1
8,62.0,0
10,309.0,3
MRI,69.0,4
6,70.0,4
7,115.0,4
MRI,146.0,7
MRI,126.0,8
7,21.0,9
8,472.0,7
MRI,303.0,11
MRI,13.0,15
MRI,162.0,18
3,342.0,18
MRI,107.0,21
MRI,122.0,22
MRI,105.0,25
3,46.0,1
4,235.0,3
MRI,77.0,4
MRI,343.0,7
3,12.0,15
MRI,25.0,15
9,100.0,16
4,23.0,17
MRI,223.0,18
3,25.0,18
MRI,365.0,21
5,25.0,23
8,54.0,23
7,28.0,25
3,70.0,25
10,15.0,0
9,113.0,0
4,203.0,3
MRI,408.0,4
3,172.0,4
MRI,246.0,7
4,257.0,10
8,42.0,7
10,446.0,11
9,107.0,14
10,192.0,14
7,21.0,15
MRI,162.0,15
9,22.0,16
MRI,261.0,18
3,325.0,18
MRI,240.0,21
MRI,287.0,22
4,19.0,25
8,41.0,21
7,83.0,25
MRI,222.0,25
MRI,61.0,1
3,56.0,2
6,61.0,4
8,450.0,0
3,204.0,4
MRI,128.0,7
MRI,131.0,8
4,175.0,11
10,24.0,14
MRI,385.0,18
8,497.0,18
MRI,139.0,21
4,73.0,22
10,9.0,23
8,193.0,21
10,52.0,0
MRI,156.0,4
MRI,157.0,7
MRI,101.0,8
8,405.0,7
MRI,78.0,11
4,73.0,11
7,190.0,15
MRI,187.0,18
8,320.0,18
3,282.0,18
MRI,13.0,21
9,23.0,21
MRI,167.0,22
7,23.0,23
9,276.0,23
MRI,10.0,25
7,469.0,25
9,353.0,0
MRI,42.0,1
7,10.0,4
MRI,39.0,4
6,58.0,7
MRI,170.0,7
4,260.0,10
10,50.0,14
MRI,217.0,15
7,396.0,15
5,19.0,18
MRI,106.0,18
MRI,102.0,21
5,204.0,21
MRI,169.0,22
9,0.0,23
5,8.0,22
10,205.0,23
10,429.0,3
MRI,397.0,4
MRI,43.0,7
MRI,254.0,8
MRI,189.0,11
8,231.0,11
8,428.0,14
MRI,44.0,18
MRI,121.0,21
MRI,106.0,22
5,184.0,21
9,173.0,23
4,48.0,25
MRI,377.0,25
5,38.0,1
MRI,253.0,1
MRI,163.0,7
MRI,19.0,8
MRI,254.0,11
4,487.0,11
MRI,231.0,15
9,3.0,16
8,30.0,16
4,58.0,17
MRI,197.0,21
5,136.0,22
MRI,201.0,22
9,29.0,23
MRI,171.0,25
2,377.0,22
5,33.0,0
MRI,84.0,1
8,223.0,0
MRI,410.0,4
MRI,221.0,7
MRI,393.0,8
4,333.0,10
MRI,263.0,11
MRI,44.0,15
8,366.0,14
MRI,90.0,18
MRI,51.0,21
9,83.0,23
MRI,71.0,25
9,85.0,0
MRI,182.0,1
5,60.0,2
MRI,82.0,4
MRI,54.0,7
MRI,99.0,8
5,109.0,8
MRI,126.0,15
9,26.0,16
8,263.0,14
MRI,47.0,18
MRI,458.0,21
MRI,117.0,22
9,1.0,23
MRI,153.0,25
MRI,209.0,1
4,60.0,3
4,50.0,4
MRI,255.0,7
MRI,358.0,8
5,49.0,9
10,375.0,11
4,225.0,11
10,231.0,14
7,474.0,15
5,138.0,16
9,331.0,16
MRI,276.0,18
8,328.0,14
7,115.0,23
MRI,104.0,25
MRI,143.0,1
8,86.0,2
4,323.0,3
MRI,327.0,4
6,460.0,4
3,164.0,4
MRI,37.0,7
MRI,93.0,8
4,294.0,11
9,82.0,14
7,217.0,15
MRI,482.0,15
MRI,144.0,21
3,331.0,18
MRI,109.0,22
8,179.0,21
2,423.0,22
MRI,177.0,25
MRI,354.0,1
MRI,24.0,4
MRI,128.0,7
5,440.0,7
3,9.0,8
2,362.0,8
3,0.0,11
MRI,95.0,11
MRI,116.0,15
7,129.0,15
MRI,170.0,18
MRI,249.0,21
8,102.0,23
7,77.0,25
MRI,300.0,25
9,33.0,0
10,149.0,0
MRI,16.0,1
MRI,92.0,4
3,186.0,4
MRI,79.0,7
5,332.0,7
MRI,81.0,8
2,469.0,8
9,191.0,16
4,103.0,17
MRI,147.0,18
5,225.0,18
MRI,184.0,21
3,308.0,18
MRI,13.0,22
MRI,89.0,25
7,35.0,2
7,169.0,4
MRI,185.0,4
6,215.0,4
3,43.0,4
7,275.0,8
MRI,67.0,11
4,264.0,11
9,180.0,14
MRI,116.0,15
7,174.0,15
8,449.0,14
7,16.0,16
8,137.0,16
MRI,90.0,18
3,316.0,18
MRI,234.0,21
5,321.0,21
MRI,381.0,22
8,402.0,21
MRI,56.0,25
4,10.0,3
MRI,233.0,4
MRI,350.0,7
MRI,110.0,8
7,9.0,9
8,306.0,7
4,68.0,10
10,0.0,11
8,423.0,11
4,483.0,11
9,27.0,14
7,219.0,15
9,29.0,16
MRI,21.0,18
3,412.0,18
6,22.0,21
4,17.0,23
5,240.0,23
MRI,197.0,25
MRI,62.0,1
MRI,9.0,4
6,424.0,4
MRI,1.0,7
MRI,16.0,8
3,37.0,8
5,10.0,9
4,316.0,11
9,74.0,14
MRI,89.0,15
7,482.0,15
MRI,158.0,18
MRI,285.0,21
MRI,248.0,22
9,41.0,23
2,95.0,22
4,121.0,24
MRI,108.0,25
8,64.0,25
7,423.0,0
MRI,73.0,1
9,155.0,0
4,19.0,3
MRI,25.0,7
5,21.0,8
3,32.0,8
MRI,44.0,8
MRI,90.0,11
9,99.0,16
8,389.0,14
MRI,93.0,18
3,373.0,18
MRI,180.0,21
MRI,164.0,25
MRI,69.0,1
MRI,368.0,4
3,208.0,4
MRI,351.0,7
MRI,67.0,8
5,0.0,8
4,101.0,10
MRI,366.0,11
4,15.0,11
9,32.0,14
9,293.0,16
MRI,72.0,18
MRI,148.0,21
5,409.0,21
MRI,217.0,22
7,33.0,23
9,65.0,23
5,477.0,23
7,275.0,0
7,11.0,2
8,235.0,0
6,37.0,3
6,419.0,4
MRI,35.0,7
MRI,125.0,8
7,60.0,9
4,83.0,10
MRI,189.0,11
4,6.0,11
9,114.0,14
7,144.0,15
MRI,144.0,15
10,38.0,16
MRI,80.0,18
MRI,94.0,21
MRI,188.0,22
9,51.0,23
10,169.0,23
MRI,215.0,25
MRI,287.0,1
5,13.0,2
MRI,293.0,4
6,396.0,4
8,404.0,3
MRI,224.0,7
MRI,143.0,8
8,350.0,9
4,67.0,11
9,46.0,14
10,139.0,14
MRI,290.0,15
7,422.0,15
9,87.0,16
4,79.0,18
7,158.0,18
MRI,216.0,18
8,281.0,14
MRI,38.0,21
MRI,80.0,22
5,205.0,23
9,248.0,23
MRI,27.0,25
4,52.0,25
9,123.0,0
MRI,428.0,1
8,396.0,0
MRI,175.0,4
6,301.0,4
3,447.0,4
MRI,213.0,7
MRI,47.0,8
7,6.0,9
5,72.0,8
MRI,422.0,11
4,407.0,11
6,13.0,14
7,112.0,15
MRI,293.0,15
MRI,81.0,18
7,385.0,18
5,56.0,18
MRI,274.0,21
MRI,331.0,22
9,66.0,23
4,296.0,23
4,30.0,25
MRI,127.0,25
7,267.0,25
9,318.0,0
MRI,165.0,1
MRI,256.0,4
3,77.0,4
MRI,9.0,7
3,51.0,8
5,395.0,8
7,62.0,11
MRI,112.0,11
4,92.0,11
10,323.0,14
3,27.0,15
MRI,146.0,15
7,76.0,16
8,239.0,14
MRI,49.0,18
6,28.0,21
3,166.0,18
MRI,166.0,21
5,252.0,22
7,33.0,23
9,36.0,23
4,58.0,23
4,22.0,25
MRI,81.0,25
9,22.0,0
4,265.0,3
MRI,289.0,7
3,43.0,8
MRI,257.0,8
9,40.0,9
8,242.0,7
MRI,195.0,11
4,27.0,11
10,25.0,14
9,75.0,14
MRI,32.0,15
9,179.0,16
MRI,48.0,21
6,85.0,21
MRI,151.0,22
10,57.0,23
9,68.0,23
MRI,268.0,25
MRI,23.0,1
4,229.0,3
6,15.0,4
MRI,127.0,4
8,219.0,0
3,335.0,4
MRI,30.0,7
7,1.0,9
5,48.0,9
3,13.0,10
8,353.0,7
5,29.0,11
9,96.0,14
MRI,159.0,15
4,132.0,16
MRI,113.0,18
MRI,323.0,22
10,313.0,23
4,48.0,3
3,181.0,4
MRI,237.0,7
3,39.0,8
5,83.0,7
MRI,435.0,8
MRI,67.0,11
9,40.0,14
MRI,53.0,15
9,135.0,16
MRI,106.0,18
8,194.0,18
MRI,50.0,21
5,270.0,21
MRI,276.0,22
2,250.0,22
10,393.0,23
9,168.0,23
3,119.0,25
9,266.0,0
MRI,149.0,1
8,477.0,0
8,420.0,2
4,251.0,3
MRI,42.0,4
3,325.0,4
MRI,244.0,7
7,15.0,8
3,51.0,8
MRI,307.0,8
5,391.0,8
4,159.0,10
9,62.0,14
7,464.0,15
9,27.0,16
8,57.0,14
4,45.0,18
MRI,134.0,18
MRI,313.0,21
MRI,229.0,22
5,384.0,22
MRI,15.0,25
7,324.0,25
MRI,95.0,1
MRI,62.0,4
6,73.0,4
3,236.0,4
MRI,140.0,7
MRI,166.0,8
4,34.0,10
MRI,85.0,11
