OT,overtime,schedule_day
9,10.0,0
MRI,97.0,1
10,290.0,1
7,3.0,2
8,32.0,2
5,114.0,2
4,412.0,2
7,6.0,3
MRI,280.0,4
3,425.0,4
MRI,187.0,7
MRI,237.0,8
7,73.0,9
8,464.0,7
10,474.0,8
10,378.0,10
7,19.0,11
5,7.0,14
10,113.0,14
MRI,352.0,15
6,113.0,4
MRI,38.0,18
8,191.0,18
3,144.0,18
MRI,219.0,21
8,148.0,23
2,160.0,22
MRI,248.0,25
5,46.0,2
MRI,218.0,4
MRI,91.0,7
7,11.0,10
6,27.0,10
4,83.0,10
8,435.0,7
MRI,222.0,11
MRI,98.0,15
7,194.0,15
9,16.0,16
8,263.0,14
4,34.0,17
MRI,205.0,18
MRI,43.0,21
5,130.0,22
MRI,151.0,25
8,242.0,25
9,28.0,0
10,120.0,2
8,245.0,0
6,5.0,4
MRI,13.0,4
10,261.0,4
MRI,311.0,7
3,40.0,8
8,488.0,7
MRI,202.0,11
9,57.0,14
MRI,208.0,15
MRI,70.0,18
3,263.0,18
MRI,108.0,22
9,131.0,23
8,364.0,21
5,17.0,25
2,349.0,22
10,79.0,0
9,151.0,0
MRI,3.0,1
4,427.0,3
MRI,93.0,4
3,430.0,4
MRI,147.0,7
5,337.0,7
3,51.0,8
7,22.0,9
5,88.0,8
8,103.0,7
4,3.0,10
8,375.0,10
9,200.0,16
MRI,54.0,22
9,247.0,23
MRI,218.0,25
MRI,225.0,1
1,38.0,2
7,25.0,4
6,442.0,4
6,33.0,7
5,310.0,7
MRI,76.0,8
6,28.0,14
MRI,36.0,18
MRI,58.0,21
MRI,220.0,22
7,14.0,24
5,180.0,24
MRI,139.0,25
9,88.0,0
MRI,189.0,1
8,125.0,0
MRI,168.0,4
6,359.0,4
MRI,413.0,7
5,505.0,7
MRI,77.0,8
7,45.0,15
MRI,307.0,15
9,441.0,16
4,137.0,16
MRI,415.0,18
3,79.0,18
MRI,43.0,21
MRI,69.0,22
5,90.0,21
9,146.0,23
2,466.0,22
MRI,6.0,25
7,30.0,2
10,93.0,1
8,504.0,2
MRI,327.0,4
8,105.0,3
MRI,111.0,7
7,19.0,10
10,86.0,11
MRI,132.0,11
9,22.0,14
MRI,74.0,15
8,393.0,14
4,206.0,17
MRI,29.0,18
5,290.0,22
9,60.0,23
4,331.0,23
7,14.0,24
2,478.0,22
MRI,115.0,25
7,222.0,25
9,36.0,0
MRI,26.0,1
5,94.0,3
MRI,125.0,4
3,58.0,4
MRI,14.0,7
3,65.0,8
MRI,314.0,8
9,1.0,9
8,509.0,7
4,349.0,10
MRI,133.0,11
10,147.0,11
9,5.0,14
MRI,4.0,15
7,285.0,15
9,28.0,16
6,50.0,16
4,311.0,17
MRI,447.0,18
3,457.0,18
MRI,182.0,21
5,434.0,21
MRI,349.0,22
2,382.0,22
5,404.0,23
8,41.0,21
9,14.0,0
MRI,280.0,1
4,95.0,3
6,107.0,3
10,166.0,3
MRI,74.0,4
6,154.0,4
3,39.0,4
6,11.0,7
MRI,40.0,8
7,52.0,8
3,53.0,8
5,48.0,11
MRI,308.0,11
4,253.0,11
9,54.0,14
MRI,88.0,15
7,10.0,17
MRI,64.0,18
3,317.0,18
MRI,310.0,21
6,7.0,23
9,405.0,23
6,3.0,24
MRI,252.0,25
8,241.0,25
9,92.0,0
10,494.0,3
MRI,102.0,4
3,281.0,4
MRI,89.0,7
8,174.0,9
3,12.0,10
10,33.0,11
7,507.0,15
7,5.0,17
8,188.0,14
MRI,10.0,18
5,212.0,22
5,39.0,23
MRI,254.0,25
9,98.0,0
10,230.0,0
4,288.0,3
MRI,134.0,4
7,157.0,4
3,291.0,4
MRI,132.0,7
MRI,166.0,8
7,385.0,8
8,23.0,7
MRI,184.0,11
9,2.0,14
7,196.0,15
MRI,311.0,15
9,1.0,16
4,393.0,17
MRI,89.0,18
7,97.0,18
10,459.0,18
5,436.0,18
MRI,73.0,21
MRI,14.0,22
5,118.0,22
9,157.0,23
4,63.0,24
MRI,126.0,25
9,29.0,0
3,21.0,1
MRI,121.0,1
8,328.0,0
8,391.0,2
MRI,86.0,4
5,498.0,4
3,35.0,7
MRI,202.0,7
MRI,91.0,8
7,183.0,8
9,68.0,9
9,33.0,14
7,31.0,15
8,185.0,18
MRI,231.0,18
10,352.0,18
MRI,33.0,21
4,52.0,24
MRI,350.0,25
10,415.0,23
9,21.0,0
MRI,139.0,1
8,212.0,0
10,304.0,3
7,279.0,4
3,46.0,4
MRI,172.0,7
3,61.0,8
MRI,342.0,8
8,500.0,9
5,233.0,8
7,208.0,15
9,43.0,16
5,11.0,17
MRI,301.0,18
8,343.0,14
MRI,43.0,21
MRI,373.0,22
10,454.0,23
5,109.0,25
MRI,198.0,25
MRI,154.0,4
MRI,139.0,7
MRI,453.0,8
4,409.0,10
10,56.0,11
8,170.0,7
9,409.0,14
MRI,157.0,15
7,253.0,15
7,164.0,18
3,493.0,18
MRI,393.0,22
9,49.0,23
7,94.0,25
MRI,225.0,25
9,221.0,0
MRI,154.0,1
4,239.0,3
MRI,87.0,4
6,96.0,4
8,129.0,4
MRI,72.0,7
MRI,87.0,8
9,27.0,14
7,15.0,15
MRI,150.0,15
2,235.0,15
9,217.0,16
4,32.0,17
MRI,164.0,18
MRI,32.0,21
MRI,72.0,22
9,19.0,23
8,500.0,21
4,20.0,24
MRI,0.0,25
MRI,229.0,1
MRI,66.0,4
MRI,55.0,7
MRI,85.0,8
5,211.0,7
7,75.0,9
8,236.0,7
4,27.0,10
7,89.0,15
MRI,249.0,15
3,365.0,18
MRI,267.0,21
8,106.0,23
9,209.0,23
4,124.0,24
MRI,153.0,25
7,64.0,0
MRI,228.0,1
4,241.0,3
MRI,33.0,4
5,319.0,4
MRI,447.0,7
3,50.0,8
7,74.0,8
MRI,402.0,8
MRI,47.0,11
4,17.0,11
9,46.0,14
10,85.0,14
MRI,195.0,15
9,9.0,16
MRI,146.0,18
MRI,31.0,21
5,462.0,21
MRI,159.0,22
8,161.0,23
9,39.0,0
MRI,49.0,1
7,5.0,2
MRI,109.0,4
7,144.0,4
MRI,111.0,7
7,71.0,10
10,42.0,11
MRI,118.0,11
9,98.0,14
10,351.0,14
MRI,210.0,15
4,368.0,17
4,89.0,18
MRI,106.0,18
3,158.0,18
MRI,213.0,21
9,291.0,23
4,326.0,24
MRI,10.0,25
9,24.0,0
5,57.0,1
MRI,172.0,1
4,289.0,3
MRI,74.0,4
MRI,267.0,7
7,16.0,9
7,172.0,11
MRI,372.0,11
10,63.0,11
10,52.0,14
9,80.0,14
MRI,54.0,15
9,181.0,16
8,28.0,14
MRI,47.0,18
8,271.0,18
MRI,91.0,21
2,244.0,22
8,19.0,21
3,122.0,25
8,451.0,0
5,493.0,4
MRI,102.0,7
MRI,113.0,8
7,84.0,9
5,155.0,8
MRI,230.0,11
10,412.0,11
9,221.0,14
MRI,44.0,15
7,419.0,15
MRI,210.0,18
7,316.0,18
MRI,336.0,21
9,54.0,23
2,482.0,22
MRI,198.0,25
7,0.0,2
7,27.0,4
MRI,195.0,4
5,211.0,4
MRI,173.0,7
5,340.0,7
MRI,20.0,8
4,241.0,10
7,1.0,11
5,60.0,8
10,193.0,11
MRI,390.0,11
9,160.0,14
7,73.0,15
MRI,256.0,15
8,196.0,14
MRI,203.0,18
7,343.0,18
MRI,81.0,21
5,339.0,21
7,31.0,24
MRI,118.0,1
3,80.0,2
3,2.0,3
7,148.0,4
MRI,144.0,7
MRI,207.0,11
9,445.0,14
MRI,47.0,15
7,376.0,15
8,140.0,14
4,147.0,17
MRI,9.0,18
8,501.0,18
MRI,323.0,21
MRI,25.0,22
5,260.0,21
9,25.0,23
MRI,160.0,25
5,99.0,0
9,181.0,0
MRI,171.0,1
MRI,63.0,4
3,445.0,4
MRI,210.0,7
7,487.0,8
7,26.0,9
8,256.0,7
MRI,2.0,11
4,360.0,11
9,14.0,14
7,47.0,15
MRI,237.0,15
8,295.0,14
MRI,62.0,18
MRI,205.0,21
5,491.0,22
MRI,138.0,25
10,298.0,25
9,69.0,0
MRI,65.0,1
3,8.0,2
9,14.0,2
10,372.0,3
MRI,314.0,4
3,315.0,4
MRI,269.0,7
3,47.0,8
MRI,206.0,8
4,64.0,10
MRI,133.0,11
10,173.0,11
4,357.0,11
9,18.0,14
MRI,83.0,15
9,5.0,16
MRI,307.0,18
10,313.0,18
MRI,332.0,21
9,9.0,23
MRI,272.0,1
4,258.0,3
MRI,109.0,7
3,51.0,8
MRI,488.0,8
8,370.0,7
MRI,243.0,11
9,100.0,14
MRI,289.0,15
5,99.0,17
MRI,256.0,18
MRI,72.0,22
4,73.0,25
MRI,152.0,25
9,40.0,0
MRI,234.0,1
MRI,143.0,4
MRI,112.0,7
8,450.0,7
MRI,66.0,11
10,127.0,11
4,466.0,11
MRI,79.0,15
8,13.0,14
9,115.0,16
3,52.0,18
9,72.0,23
4,69.0,24
MRI,148.0,25
3,16.0,1
MRI,77.0,1
10,328.0,3
MRI,187.0,4
3,307.0,4
MRI,442.0,7
5,478.0,7
4,401.0,10
8,420.0,7
9,115.0,14
MRI,48.0,15
8,313.0,14
9,176.0,16
7,101.0,18
MRI,171.0,22
9,231.0,23
8,426.0,21
3,0.0,24
4,98.0,24
MRI,201.0,25
9,72.0,0
MRI,103.0,1
8,8.0,2
MRI,218.0,7
MRI,355.0,8
7,26.0,11
MRI,269.0,11
9,24.0,14
MRI,363.0,15
3,23.0,18
MRI,461.0,22
9,92.0,23
MRI,390.0,25
MRI,192.0,1
9,29.0,2
3,221.0,4
MRI,111.0,11
10,460.0,11
4,394.0,11
MRI,336.0,15
4,13.0,16
4,58.0,17
8,172.0,14
MRI,263.0,18
MRI,9.0,22
9,102.0,23
4,10.0,25
7,260.0,25
MRI,373.0,25
MRI,241.0,1
8,450.0,2
MRI,36.0,4
3,156.0,4
MRI,56.0,7
MRI,88.0,8
MRI,240.0,11
7,490.0,15
MRI,102.0,18
6,25.0,21
5,287.0,22
8,138.0,21
7,112.0,25
9,98.0,0
MRI,276.0,1
10,23.0,2
MRI,162.0,4
3,1.0,4
MRI,56.0,7
MRI,21.0,11
10,123.0,11
9,10.0,14
7,136.0,15
4,30.0,17
MRI,251.0,18
MRI,335.0,21
MRI,93.0,22
9,28.0,23
MRI,248.0,25
MRI,225.0,1
8,462.0,0
MRI,18.0,4
3,466.0,4
MRI,285.0,8
MRI,326.0,11
4,11.0,16
8,26.0,14
4,38.0,17
7,1.0,18
MRI,139.0,18
3,405.0,18
MRI,22.0,21
5,363.0,21
MRI,485.0,22
4,20.0,23
5,383.0,23
8,397.0,21
7,22.0,24
8,122.0,25
MRI,194.0,25
MRI,232.0,1
MRI,397.0,4
3,375.0,4
MRI,165.0,7
MRI,99.0,8
6,15.0,9
8,319.0,7
10,256.0,11
MRI,474.0,11
4,159.0,11
MRI,148.0,15
6,30.0,16
8,234.0,16
MRI,399.0,18
3,464.0,18
MRI,417.0,21
MRI,80.0,22
9,275.0,23
7,347.0,25
9,122.0,0
MRI,157.0,1
7,73.0,2
10,380.0,3
MRI,181.0,4
MRI,98.0,7
MRI,186.0,11
9,54.0,14
4,225.0,11
10,228.0,14
8,125.0,16
9,163.0,16
4,9.0,17
MRI,217.0,18
MRI,252.0,21
5,329.0,22
9,338.0,23
8,418.0,21
MRI,275.0,1
4,488.0,3
MRI,26.0,4
5,170.0,4
MRI,93.0,7
7,180.0,8
MRI,224.0,8
8,224.0,7
5,297.0,8
MRI,453.0,11
MRI,261.0,15
MRI,299.0,18
5,22.0,18
MRI,47.0,21
MRI,206.0,22
9,60.0,23
4,208.0,24
MRI,288.0,25
MRI,174.0,1
8,403.0,0
7,85.0,3
10,152.0,3
MRI,64.0,4
3,18.0,4
MRI,171.0,7
MRI,315.0,11
7,115.0,15
MRI,133.0,15
8,35.0,14
5,301.0,16
4,296.0,17
MRI,62.0,18
MRI,312.0,21
8,77.0,22
MRI,291.0,22
9,141.0,23
4,37.0,25
MRI,58.0,25
MRI,62.0,1
9,9.0,2
8,194.0,0
MRI,241.0,4
MRI,120.0,7
MRI,178.0,11
7,41.0,15
MRI,100.0,18
MRI,437.0,21
5,145.0,22
9,42.0,23
5,84.0,24
8,414.0,21
MRI,223.0,25
9,137.0,0
7,384.0,0
MRI,365.0,1
8,127.0,0
4,17.0,3
MRI,69.0,4
3,397.0,4
MRI,277.0,7
5,193.0,9
MRI,72.0,11
10,82.0,11
MRI,198.0,15
7,506.0,15
4,331.0,17
MRI,363.0,18
3,176.0,18
5,492.0,22
MRI,37.0,25
10,475.0,1
MRI,66.0,4
MRI,95.0,7
5,17.0,9
MRI,335.0,11
6,59.0,14
7,64.0,15
8,142.0,14
MRI,260.0,18
MRI,6.0,21
5,282.0,22
8,340.0,23
MRI,58.0,25
9,437.0,0
MRI,312.0,1
MRI,103.0,4
MRI,102.0,7
MRI,191.0,11
MRI,146.0,15
7,365.0,15
9,18.0,16
4,38.0,17
5,256.0,16
MRI,43.0,18
7,74.0,18
8,222.0,18
MRI,261.0,21
10,453.0,23
2,244.0,22
MRI,33.0,25
10,217.0,0
9,222.0,0
MRI,44.0,1
10,417.0,3
6,130.0,4
MRI,222.0,4
MRI,27.0,7
5,273.0,7
7,56.0,9
10,30.0,14
7,59.0,14
MRI,100.0,15
4,135.0,17
MRI,342.0,18
MRI,193.0,21
MRI,19.0,22
9,65.0,23
MRI,367.0,25
9,129.0,0
MRI,137.0,1
5,46.0,2
8,441.0,0
MRI,218.0,4
5,491.0,4
3,146.0,4
MRI,282.0,7
7,16.0,10
7,138.0,15
8,200.0,16
4,363.0,17
MRI,173.0,18
MRI,187.0,21
9,91.0,23
4,250.0,24
MRI,290.0,25
10,9.0,0
9,196.0,0
MRI,162.0,1
3,16.0,2
4,101.0,3
8,231.0,2
7,18.0,4
3,86.0,4
MRI,233.0,7
MRI,76.0,8
4,219.0,10
8,361.0,7
7,32.0,11
10,58.0,11
MRI,199.0,11
4,72.0,11
9,71.0,14
MRI,192.0,15
9,360.0,16
MRI,103.0,18
7,224.0,18
5,93.0,18
MRI,83.0,21
3,195.0,18
MRI,141.0,22
9,19.0,23
7,220.0,25
MRI,237.0,1
MRI,23.0,4
3,322.0,4
MRI,176.0,7
MRI,124.0,8
8,165.0,7
MRI,374.0,11
MRI,292.0,15
4,9.0,17
MRI,15.0,21
MRI,41.0,22
9,61.0,23
10,286.0,23
2,408.0,22
8,492.0,21
4,25.0,25
MRI,166.0,25
7,338.0,25
MRI,131.0,1
3,37.0,4
MRI,221.0,8
5,13.0,9
MRI,275.0,11
8,300.0,7
MRI,138.0,15
9,38.0,16
4,229.0,16
MRI,97.0,18
5,114.0,21
MRI,130.0,21
9,55.0,23
8,298.0,23
MRI,220.0,1
8,4.0,2
5,63.0,2
MRI,13.0,4
MRI,155.0,7
5,17.0,10
MRI,86.0,11
8,465.0,7
7,46.0,16
8,349.0,14
MRI,92.0,21
MRI,223.0,22
MRI,130.0,25
9,115.0,0
7,370.0,0
10,104.0,1
8,134.0,2
6,34.0,3
MRI,461.0,4
3,265.0,4
MRI,138.0,7
5,409.0,7
MRI,255.0,11
9,54.0,16
MRI,67.0,18
MRI,15.0,21
5,26.0,25
4,50.0,25
MRI,168.0,25
MRI,156.0,1
MRI,190.0,4
MRI,134.0,7
MRI,260.0,11
9,29.0,14
MRI,215.0,15
9,13.0,16
MRI,61.0,18
MRI,173.0,21
8,305.0,21
8,33.0,23
9,97.0,23
MRI,269.0,25
4,38.0,3
3,439.0,4
MRI,139.0,7
5,86.0,9
7,104.0,9
7,85.0,10
4,506.0,10
4,298.0,11
7,21.0,14
MRI,85.0,15
7,121.0,15
9,85.0,16
MRI,459.0,18
3,276.0,18
MRI,41.0,21
5,23.0,23
2,32.0,24
MRI,184.0,25
9,103.0,2
MRI,3.0,4
MRI,28.0,8
MRI,104.0,11
10,260.0,11
7,5.0,14
9,146.0,14
MRI,40.0,15
9,227.0,16
MRI,339.0,18
MRI,279.0,21
MRI,199.0,22
9,82.0,23
8,167.0,21
4,36.0,25
7,285.0,25
MRI,289.0,25
MRI,120.0,1
5,43.0,2
MRI,330.0,4
MRI,175.0,7
MRI,253.0,8
MRI,330.0,11
7,1.0,14
9,31.0,14
7,449.0,15
6,11.0,16
9,290.0,16
8,220.0,14
3,199.0,18
9,46.0,23
8,479.0,21
MRI,189.0,1
10,399.0,3
6,145.0,4
MRI,185.0,4
10,5.0,7
MRI,31.0,7
MRI,281.0,8
8,395.0,7
MRI,444.0,11
10,23.0,14
MRI,281.0,21
MRI,187.0,22
9,381.0,23
MRI,34.0,25
MRI,101.0,1
4,35.0,3
MRI,59.0,4
MRI,94.0,7
8,7.0,7
4,99.0,11
MRI,218.0,15
9,15.0,16
5,44.0,16
MRI,68.0,18
MRI,127.0,21
5,169.0,23
9,180.0,23
MRI,298.0,25
2,226.0,22
9,98.0,0
8,507.0,0
MRI,171.0,4
MRI,156.0,7
3,37.0,8
MRI,147.0,8
7,2.0,9
8,396.0,7
4,373.0,11
9,0.0,14
MRI,273.0,15
9,110.0,16
8,115.0,16
5,327.0,16
4,124.0,17
MRI,43.0,18
3,403.0,18
MRI,357.0,21
9,55.0,23
4,144.0,24
MRI,34.0,25
4,41.0,25
9,69.0,0
MRI,63.0,1
MRI,226.0,4
MRI,153.0,7
MRI,44.0,8
MRI,13.0,11
4,54.0,11
9,67.0,14
10,162.0,14
MRI,58.0,15
7,139.0,15
9,4.0,16
MRI,92.0,18
MRI,90.0,21
9,124.0,23
4,108.0,24
MRI,39.0,25
10,297.0,0
MRI,6.0,1
4,96.0,3
MRI,276.0,4
3,365.0,4
MRI,113.0,7
5,21.0,8
7,60.0,14
9,99.0,14
MRI,154.0,15
7,364.0,15
9,270.0,16
3,97.0,18
MRI,220.0,21
MRI,60.0,22
8,57.0,21
MRI,234.0,25
MRI,113.0,1
8,274.0,1
9,30.0,2
8,66.0,2
10,501.0,3
MRI,353.0,4
MRI,218.0,7
7,6.0,11
9,166.0,14
MRI,211.0,15
7,258.0,15
9,48.0,16
6,84.0,16
5,402.0,16
MRI,49.0,18
3,199.0,18
MRI,317.0,21
5,431.0,22
7,0.0,23
MRI,4.0,25
3,14.0,25
MRI,54.0,1
5,366.0,4
MRI,381.0,8
7,8.0,9
8,319.0,7
3,364.0,11
4,17.0,11
MRI,175.0,15
5,402.0,16
MRI,42.0,18
7,306.0,18
MRI,11.0,21
MRI,434.0,22
9,204.0,23
8,464.0,21
4,387.0,24
9,32.0,0
4,19.0,3
MRI,253.0,4
MRI,179.0,8
4,143.0,10
8,342.0,7
MRI,75.0,11
4,207.0,11
9,33.0,14
2,109.0,15
8,16.0,14
9,168.0,16
MRI,21.0,18
3,385.0,18
MRI,23.0,21
5,170.0,22
9,114.0,23
8,379.0,21
5,453.0,23
MRI,75.0,25
MRI,76.0,1
8,213.0,0
MRI,238.0,4
MRI,275.0,7
MRI,162.0,8
9,11.0,9
8,57.0,7
MRI,180.0,11
10,401.0,11
7,63.0,14
10,212.0,14
9,306.0,14
MRI,133.0,15
7,345.0,15
3,14.0,17
MRI,69.0,18
10,348.0,23
MRI,164.0,1
3,291.0,4
3,16.0,8
8,289.0,9
5,32.0,10
MRI,372.0,11
9,3.0,14
7,9.0,14
10,108.0,14
4,10.0,17
5,477.0,21
MRI,4.0,22
4,67.0,24
9,36.0,0
10,257.0,0
8,477.0,0
3,67.0,4
MRI,294.0,7
MRI,84.0,8
8,201.0,7
MRI,322.0,11
MRI,197.0,15
9,7.0,16
MRI,309.0,18
MRI,113.0,21
MRI,288.0,22
