OT,surgery_duration,schedule_day,simulation_day
5,495,0,0
6,272,0,0
3,530,0,0
6,360,0,0
7,1541,0,0
MRI,76,1,1
MRI,24,1,1
MRI,13,1,1
MRI,34,1,1
3,472,1,1
2,88,1,1
8,39,1,1
5,251,1,1
MRI,60,1,1
8,54,1,1
MRI,62,1,1
7,632,1,1
5,76,1,1
2,197,1,1
2,72,1,1
10,195,0,0
5,57,1,1
2,104,0,0
7,40,2,2
7,48,2,2
8,139,2,2
3,136,2,2
4,83,2,2
1,63,0,0
3,174,2,2
5,1197,2,2
10,133,0,0
3,102,2,2
1,130,1,1
6,86,3,3
4,346,2,2
5,753,3,3
6,101,3,3
4,124,3,3
7,180,3,3
4,87,3,3
7,73,3,3
7,47,3,3
3,91,3,3
MRI,44,4,4
7,42,2,2
MRI,20,4,4
MRI,29,4,4
MRI,30,4,4
10,86,3,3
3,64,4,4
7,505,2,2
MRI,45,4,4
4,918,4,4
3,125,4,4
10,139,1,1
5,824,4,4
8,180,4,4
7,33,4,4
1,70,3,3
7,168,4,4
9,970,2,2
10,102,3,3
10,616,2,2
MRI,58,7,7
3,83,4,4
6,598,7,7
MRI,19,7,7
MRI,70,7,7
2,53,3,3
9,946,7,7
1,59,4,4
MRI,39,7,7
5,1159,7,7
MRI,40,8,8
5,192,8,8
MRI,46,8,8
MRI,100,8,8
3,48,8,8
2,543,8,8
5,132,8,8
MRI,58,7,7
5,104,8,8
8,1403,8,8
7,69,9,9
10,1540,8,8
MRI,142,4,4
8,93,9,9
4,266,9,9
6,99,9,9
6,162,9,9
3,48,8,8
8,143,9,9
5,1132,9,9
6,87,4,4
7,83,9,9
7,636,8,8
6,159,9,9
8,104,0,0
1,66,8,8
7,62,9,9
7,56,10,10
9,1650,9,9
1,80,7,7
6,40,10,10
5,40,10,10
MRI,26,8,8
7,89,9,9
1,41,10,10
3,486,10,10
7,86,10,10
7,76,10,10
4,124,10,10
7,45,10,10
5,1227,10,10
3,196,7,7
MRI,60,11,11
MRI,47,11,11
10,105,10,10
MRI,39,11,11
4,66,11,11
3,103,11,11
4,172,11,11
1,83,9,9
8,85,11,11
MRI,41,11,11
2,96,7,7
7,565,11,11
MRI,63,11,11
10,666,11,11
3,50,11,11
4,190,10,10
3,613,11,11
6,112,10,10
2,69,14,14
1,56,11,11
6,396,14,14
7,851,14,14
3,52,8,8
5,839,14,14
10,246,14,14
2,55,15,15
3,38,15,15
5,218,15,15
10,167,15,15
9,1163,14,14
8,72,15,15
10,201,9,9
MRI,41,15,15
10,22,15,15
10,502,7,7
8,238,7,7
5,97,15,15
5,85,15,15
MRI,46,15,15
5,46,16,16
7,742,15,15
4,103,16,16
1,92,14,14
4,78,16,16
