OT,surgery_duration,schedule_day,simulation_day
2,72,0,0
5,619,0,0
6,567,0,0
9,713,0,0
7,899,0,0
7,72,1,1
3,25,1,1
2,175,1,1
5,69,1,1
7,57,1,1
MRI,47,1,1
7,44,1,1
MRI,39,1,1
2,144,1,1
MRI,46,1,1
3,291,1,1
8,1115,1,1
3,606,0,0
2,70,1,1
7,76,2,2
9,101,2,2
3,80,2,2
4,278,2,2
1,80,1,1
7,80,2,2
7,55,2,2
MRI,48,1,1
5,1019,2,2
7,43,2,2
4,60,2,2
7,79,2,2
3,38,3,3
3,163,2,2
9,1494,2,2
6,95,3,3
1,83,3,3
8,1934,2,2
4,81,3,3
2,42,3,3
10,2272,2,2
7,41,3,3
1,132,0,0
7,58,1,1
7,386,3,3
MRI,48,1,1
5,68,3,3
4,111,3,3
MRI,38,1,1
6,224,3,3
MRI,29,4,4
1,52,2,2
3,231,4,4
MRI,69,4,4
4,1140,4,4
7,387,4,4
5,1374,4,4
5,53,3,3
8,242,4,4
3,43,4,4
7,61,4,4
10,356,1,1
5,950,3,3
9,94,2,2
2,61,7,7
MRI,48,7,7
6,630,7,7
5,48,7,7
MRI,51,7,7
5,1083,7,7
MRI,51,4,4
MRI,64,8,8
1,81,4,4
MRI,64,8,8
5,118,8,8
MRI,46,4,4
5,153,8,8
3,421,8,8
5,202,8,8
MRI,64,7,7
3,38,8,8
8,1197,8,8
MRI,54,4,4
2,164,8,8
6,85,9,9
9,1385,7,7
10,103,9,9
5,886,9,9
1,64,8,8
4,189,9,9
10,2192,7,7
10,76,9,9
2,73,8,8
3,154,7,7
8,890,9,9
6,164,9,9
MRI,61,11,11
3,234,11,11
5,1947,10,10
4,70,11,11
MRI,122,11,11
MRI,65,11,11
8,999,11,11
1,68,9,9
1,60,10,10
3,37,11,11
4,176,11,11
10,1261,11,11
1,80,7,7
6,216,11,11
7,26,9,9
8,507,7,7
10,268,0,0
1,900,11,11
7,335,11,11
2,77,14,14
9,1338,9,9
6,445,14,14
