OT,schedule_day
7,0
9,0
9,0
2,1
7,1
5,2
9,2
4,2
10,2
5,2
10,3
10,3
10,3
5,4
5,4
6,7
5,9
7,14
5,14
5,18
5,21
6,21
4,25
4,25
4,25
5,0
9,0
9,0
5,1
2,1
9,2
3,2
4,2
3,2
5,4
5,7
6,7
5,11
5,11
7,14
5,14
6,14
4,18
5,21
6,21
9,23
5,24
4,25
4,25
7,0
5,0
6,0
9,0
2,1
9,2
5,2
5,4
5,7
6,7
5,8
7,14
6,14
5,15
5,16
5,17
5,17
5,21
6,21
5,24
7,25
4,25
4,25
5,0
6,0
9,0
5,1
2,1
9,2
5,4
4,4
5,4
5,7
6,7
2,8
5,10
5,10
7,14
5,14
6,14
9,14
9,16
10,16
5,18
5,21
6,21
8,22
4,25
4,25
7,0
6,0
7,1
2,1
9,2
10,2
5,2
5,3
5,4
6,7
5,8
2,8
5,8
2,8
5,10
5,11
7,14
6,14
9,14
9,16
4,25
4,25
4,25
9,0
9,0
5,1
4,2
5,4
5,4
5,7
6,7
2,8
2,8
2,8
5,10
7,14
5,14
6,14
5,15
5,15
5,16
4,18
5,18
5,21
6,21
5,23
9,23
5,24
4,25
4,25
5,0
6,0
9,0
3,2
5,4
5,4
5,7
6,7
2,8
2,8
7,14
6,14
2,15
4,18
5,18
5,21
6,21
7,24
5,25
4,25
4,25
7,0
5,0
6,0
9,0
5,1
2,1
2,1
9,2
3,2
5,4
4,4
4,4
5,4
5,7
6,7
2,8
9,14
2,15
7,18
5,18
5,18
5,21
6,21
5,24
5,24
4,25
4,25
9,0
2,1
2,1
4,2
5,4
5,4
5,4
6,7
2,8
3,8
2,8
5,9
7,14
4,18
4,18
5,18
9,21
6,21
7,23
5,24
4,25
4,25
7,0
6,0
2,1
3,2
5,4
6,7
5,14
4,18
5,18
5,21
6,21
7,23
5,24
7,25
5,25
4,25
4,25
7,0
5,0
6,0
9,2
3,2
5,4
5,4
5,7
6,7
2,8
5,9
6,14
2,15
5,21
6,21
4,25
4,25
4,25
9,0
9,0
9,2
5,2
3,2
4,4
5,7
6,7
9,14
5,15
4,18
5,18
5,21
6,21
5,25
4,25
4,25
5,0
6,0
9,0
5,1
5,2
5,4
5,4
5,7
6,7
7,14
5,14
6,14
5,18
5,21
6,21
9,23
5,24
7,25
4,25
4,25
7,0
5,0
6,0
9,0
9,2
4,4
5,7
6,7
2,8
2,8
5,10
5,11
9,14
6,16
5,21
9,23
5,23
5,24
4,25
4,25
4,25
7,0
5,0
6,0
9,0
5,1
9,2
4,2
3,2
4,4
5,4
4,4
5,4
5,7
2,8
2,8
7,14
5,14
6,14
4,18
5,21
9,21
6,21
5,24
4,25
4,25
7,0
5,0
6,0
9,0
9,0
