OT,surgery_duration,schedule_day,simulation_day
7,49,0,0
6,220,0,0
6,123,0,0
7,117,0,0
5,100,0,0
3,135,0,0
2,104,1,1
5,75,1,1
3,67,1,1
5,21,1,1
MRI,427,1,1
7,19,0,0
3,34,1,1
5,205,0,0
5,12,1,1
2,64,1,1
5,124,1,1
1,108,1,1
7,115,0,0
9,163,2,2
5,57,2,2
3,49,2,2
7,105,2,2
7,326,2,2
3,27,2,2
5,998,2,2
5,60,2,2
2,1129,1,1
10,1349,0,0
1,113,3,3
7,11,1,1
2,51,3,3
6,143,3,3
5,74,3,3
3,46,3,3
7,82,3,3
5,100,3,3
7,26,3,3
7,77,1,1
7,6,3,3
4,2703,2,2
5,98,4,4
4,104,4,4
4,107,4,4
4,57,4,4
3,133,2,2
MRI,188,4,4
3,1481,4,4
1,83,0,0
7,104,2,2
5,152,4,4
MRI,254,4,4
5,100,3,3
7,529,4,4
9,161,2,2
9,146,7,7
2,83,7,7
MRI,271,7,7
MRI,202,4,4
1,45,4,4
MRI,263,7,7
6,43,7,7
9,50,7,7
5,32,7,7
10,1439,1,1
3,33,4,4
6,33,7,7
5,1435,7,7
9,58,7,7
3,55,8,8
5,107,7,7
5,76,8,8
3,39,8,8
5,31,8,8
5,313,4,4
MRI,203,8,8
5,81,8,8
9,205,9,9
5,88,9,9
4,82,9,9
5,108,9,9
2,2075,8,8
7,57,9,9
3,8,8,8
7,32,2,2
5,94,10,10
2,104,10,10
9,243,9,9
7,110,10,10
10,737,7,7
5,87,10,10
7,28,10,10
1,62,9,9
3,249,7,7
3,105,10,10
MRI,163,11,11
3,5,11,11
5,734,10,10
3,74,2,2
7,42,11,11
7,313,11,11
6,70,10,10
MRI,153,11,11
1,94,7,7
MRI,305,11,11
6,258,9,9
6,436,4,4
MRI,277,8,8
1,59,10,10
10,809,4,4
10,1300,9,9
4,7125,9,9
10,672,2,2
5,357,14,14
7,13,14,14
7,107,14,14
2,68,14,14
7,578,14,14
10,166,0,0
7,85,9,9
6,204,14,14
1,121,8,8
5,23,15,15
9,101,14,14
7,64,15,15
5,50,15,15
10,104,15,15
3,45,15,15
7,46,15,15
MRI,247,15,15
10,34,15,15
3,65,15,15
6,179,14,14
MRI,204,15,15
2,80,15,15
4,123,16,16
6,259,16,16
3,827,14,14
7,102,16,16
5,41,16,16
4,54,16,16
7,83,16,16
7,115,16,16
10,65,16,16
6,69,16,16
4,27,16,16
9,137,16,16
5,91,16,16
4,93,16,16
5,139,11,11
4,46,16,16
10,137,16,16
5,1598,16,16
7,89,17,17
1,111,17,17
6,94,17,17
1,82,16,16
MRI,247,18,18
2,75,17,17
4,106,18,18
4,15,18,18
4,61,18,18
4,729,17,17
MRI,187,18,18
5,129,18,18
5,77,15,15
6,956,18,18
3,2313,18,18
1,78,15,15
5,70,18,18
2,79,15,15
5,74,21,21
1,83,11,11
6,154,21,21
MRI,200,21,21
MRI,253,21,21
5,18,21,21
6,88,21,21
5,1167,21,21
2,32,21,21
5,135,17,17
9,174,21,21
3,42,22,22
4,73,22,22
10,279,17,17
3,57,22,22
MRI,739,22,22
10,120,14,14
10,93,22,22
7,51,17,17
5,71,23,23
7,38,23,23
1,41,23,23
2,863,22,22
4,69,23,23
7,50,23,23
6,50,23,23
3,67,22,22
6,126,23,23
4,4,23,23
9,244,21,21
4,4,22,22
4,41,23,23
7,15,23,23
4,43,23,23
10,22,23,23
4,32,23,23
2,94,0,0
9,166,23,23
7,36,24,24
3,111,24,24
6,189,23,23
5,65,24,24
4,466,24,24
5,70,23,23
10,256,23,23
6,204,24,24
9,144,23,23
MRI,175,25,25
4,79,25,25
4,30,25,25
MRI,442,25,25
4,103,25,25
4,86,25,25
7,54,24,24
3,1366,25,25
1,64,22,22
7,20,25,25
3,79,21,21
3,106,17,17
7,25,25,25
9,36,23,23
1,67,14,14
9,161,16,16
7,49,0,28
2,53,0,28
5,67,0,28
1,84,21,21
6,11,0,28
7,97,0,28
7,23,25,25
8,4201,0,0
8,4968,3,3
3,81,1,29
7,61,0,28
3,66,0,28
3,63,1,29
5,5,1,29
7,833,8,8
5,116,1,29
1,145,25,25
3,54,2,30
3,20,2,30
5,81,2,30
MRI,328,1,29
MRI,209,1,29
5,72,2,30
MRI,222,4,32
4,3609,2,30
10,126,0,28
7,72,2,30
7,86,2,30
9,134,2,30
2,62,1,29
10,1520,2,30
9,213,7,35
3,94,4,32
6,40,7,35
3,103,11,11
8,4079,14,14
5,44,7,35
2,74,7,35
6,96,7,35
5,6,8,36
5,125,7,35
MRI,267,8,36
9,205,2,30
7,25,23,23
3,39,8,36
MRI,195,7,35
5,22,8,36
5,21,8,36
7,31,1,29
1,23,24,24
7,131,9,37
9,221,9,37
5,114,9,37
2,1948,8,36
9,179,9,37
6,98,9,37
MRI,272,7,35
9,70,9,37
2,43,3,31
4,72,9,37
8,6946,7,7
2,54,10,38
3,65,10,38
5,17,10,38
6,148,9,37
MRI,460,4,32
1,45,0,28
1,76,4,32
3,36,11,39
4,692,10,38
5,110,9,37
7,140,8,36
7,115,11,39
8,287,11,39
7,92,9,37
1,87,9,37
10,1797,9,37
MRI,263,11,39
4,2547,11,39
MRI,184,11,39
7,118,14,42
10,229,14,42
2,80,14,42
6,90,14,42
5,114,14,42
5,136,14,42
7,63,14,42
3,25,15,43
3,80,15,43
9,70,14,42
6,109,14,42
1,65,3,31
3,708,14,42
5,12,15,43
5,24,16,44
5,38,15,43
7,101,16,44
10,92,15,43
2,94,24,24
4,54,16,44
6,100,16,44
4,66,16,44
5,147,23,23
MRI,210,15,43
6,190,16,44
1,86,16,44
4,12,16,44
1,120,11,39
2,53,17,45
5,54,16,44
9,172,14,14
9,175,16,44
1,61,17,45
