OT,overtime,schedule_day
7,37.0,0
9,180.0,0
MRI,31.0,1
10,90.0,1
7,30.0,2
3,300.0,2
3,419.0,4
MRI,152.0,7
10,178.0,7
7,30.0,8
5,217.0,7
10,63.0,9
9,73.0,9
6,51.0,11
MRI,59.0,11
10,403.0,14
8,222.0,14
4,369.0,24
MRI,113.0,25
5,124.0,25
MRI,143.0,1
6,43.0,3
8,64.0,4
MRI,306.0,4
3,267.0,4
MRI,102.0,7
MRI,145.0,8
7,447.0,8
9,251.0,9
2,374.0,8
3,119.0,10
4,257.0,9
MRI,268.0,11
9,16.0,14
10,465.0,14
5,2.0,16
MRI,233.0,18
MRI,117.0,25
MRI,298.0,1
7,53.0,2
4,42.0,17
MRI,330.0,18
8,406.0,14
MRI,138.0,21
10,384.0,21
MRI,168.0,25
MRI,161.0,1
8,34.0,0
MRI,187.0,4
5,415.0,7
MRI,0.0,8
9,26.0,9
2,93.0,8
MRI,93.0,11
5,451.0,16
4,230.0,17
MRI,21.0,21
MRI,187.0,25
MRI,316.0,1
MRI,57.0,4
MRI,109.0,7
MRI,158.0,11
4,225.0,11
8,368.0,14
MRI,178.0,18
9,267.0,23
MRI,269.0,25
MRI,152.0,4
3,101.0,4
MRI,93.0,7
MRI,191.0,8
MRI,36.0,11
MRI,281.0,18
MRI,25.0,22
5,27.0,23
MRI,300.0,25
9,283.0,0
MRI,205.0,7
MRI,79.0,8
9,39.0,9
4,476.0,9
MRI,192.0,11
MRI,47.0,15
8,80.0,14
MRI,188.0,18
MRI,137.0,21
MRI,357.0,22
MRI,236.0,1
2,468.0,1
3,16.0,3
7,32.0,3
MRI,9.0,4
6,498.0,4
8,430.0,0
MRI,454.0,8
3,92.0,10
8,119.0,7
MRI,141.0,11
9,107.0,14
3,127.0,14
8,425.0,14
10,48.0,17
MRI,320.0,21
MRI,70.0,25
MRI,84.0,1
MRI,7.0,4
3,314.0,4
MRI,122.0,7
5,377.0,7
MRI,496.0,8
10,28.0,9
5,33.0,10
MRI,305.0,11
9,217.0,14
MRI,104.0,18
8,260.0,0
MRI,450.0,4
9,104.0,9
MRI,18.0,11
6,61.0,16
4,8.0,17
MRI,147.0,18
10,349.0,21
MRI,0.0,22
MRI,165.0,25
MRI,229.0,1
3,269.0,4
MRI,29.0,7
10,141.0,7
9,437.0,9
4,477.0,9
7,7.0,11
MRI,45.0,11
7,110.0,14
4,203.0,17
8,313.0,14
MRI,314.0,18
MRI,62.0,21
MRI,28.0,22
9,6.0,23
7,67.0,25
MRI,323.0,25
9,49.0,0
MRI,273.0,1
3,282.0,14
5,33.0,16
7,29.0,17
6,69.0,18
8,104.0,14
MRI,18.0,22
5,34.0,24
MRI,171.0,25
4,353.0,23
7,45.0,0
MRI,423.0,1
MRI,127.0,4
8,337.0,0
MRI,91.0,7
MRI,314.0,8
10,39.0,9
4,447.0,9
MRI,30.0,11
9,220.0,14
MRI,161.0,15
MRI,33.0,18
MRI,506.0,21
3,40.0,22
MRI,448.0,22
9,81.0,23
MRI,11.0,25
7,133.0,25
MRI,64.0,1
4,122.0,3
8,92.0,4
6,141.0,4
3,2.0,4
10,53.0,7
4,122.0,9
MRI,4.0,11
6,130.0,11
3,482.0,14
MRI,2.0,15
6,79.0,16
4,79.0,17
MRI,71.0,21
MRI,154.0,22
7,127.0,23
9,262.0,23
MRI,210.0,25
4,240.0,23
7,426.0,25
7,11.0,2
MRI,270.0,4
MRI,10.0,15
9,243.0,16
8,466.0,14
MRI,149.0,18
MRI,291.0,21
3,24.0,22
MRI,124.0,22
9,132.0,23
MRI,82.0,4
3,298.0,4
7,1.0,8
MRI,104.0,8
MRI,180.0,11
4,502.0,9
3,132.0,14
MRI,299.0,15
MRI,110.0,18
MRI,21.0,21
MRI,31.0,22
9,92.0,23
MRI,188.0,25
6,34.0,0
MRI,18.0,4
MRI,209.0,7
10,54.0,9
10,471.0,14
9,21.0,16
MRI,56.0,18
MRI,219.0,21
MRI,320.0,22
8,344.0,21
MRI,96.0,25
9,21.0,0
MRI,296.0,1
7,67.0,2
8,233.0,0
MRI,104.0,4
MRI,415.0,7
8,299.0,9
MRI,321.0,11
4,23.0,11
8,26.0,15
MRI,249.0,15
4,157.0,17
MRI,39.0,18
8,120.0,17
MRI,273.0,21
MRI,265.0,22
MRI,449.0,25
7,449.0,25
MRI,125.0,1
8,496.0,0
MRI,44.0,4
MRI,309.0,7
5,312.0,7
MRI,258.0,8
7,22.0,9
2,219.0,8
8,138.0,7
MRI,154.0,11
4,231.0,9
9,20.0,14
3,82.0,14
10,303.0,14
MRI,36.0,15
8,397.0,14
4,12.0,17
MRI,84.0,18
8,60.0,21
MRI,15.0,25
MRI,86.0,7
7,131.0,8
MRI,160.0,8
7,88.0,11
3,106.0,10
MRI,289.0,11
9,77.0,14
3,159.0,14
1,52.0,15
4,62.0,17
8,334.0,14
MRI,7.0,18
10,73.0,21
9,299.0,23
MRI,131.0,25
9,6.0,0
MRI,49.0,1
2,266.0,1
3,367.0,4
10,32.0,7
MRI,43.0,8
10,30.0,9
9,504.0,9
6,52.0,11
MRI,147.0,11
9,29.0,14
3,170.0,14
9,189.0,16
4,264.0,17
MRI,84.0,18
3,48.0,1
MRI,365.0,1
MRI,394.0,4
MRI,430.0,7
MRI,37.0,8
7,149.0,8
MRI,119.0,11
4,437.0,11
MRI,193.0,15
8,382.0,14
8,447.0,21
9,93.0,23
7,265.0,25
MRI,31.0,4
MRI,116.0,7
MRI,103.0,8
MRI,27.0,21
MRI,6.0,22
7,56.0,23
MRI,35.0,25
MRI,72.0,1
5,18.0,3
10,29.0,7
5,92.0,7
MRI,449.0,8
9,225.0,9
8,245.0,7
4,260.0,11
3,241.0,14
MRI,32.0,21
MRI,113.0,22
MRI,183.0,7
MRI,217.0,11
8,90.0,14
MRI,22.0,21
7,56.0,4
3,162.0,4
MRI,22.0,7
MRI,258.0,8
2,350.0,8
9,13.0,14
MRI,88.0,21
MRI,118.0,22
MRI,84.0,25
8,465.0,21
MRI,126.0,1
5,4.0,2
MRI,321.0,4
MRI,96.0,15
4,5.0,17
MRI,141.0,18
MRI,94.0,25
9,18.0,0
MRI,86.0,1
MRI,168.0,4
MRI,2.0,7
7,193.0,8
MRI,309.0,8
3,26.0,10
MRI,376.0,11
4,460.0,11
MRI,213.0,15
8,274.0,14
MRI,71.0,21
MRI,73.0,22
5,26.0,23
10,81.0,24
MRI,278.0,25
MRI,25.0,1
MRI,24.0,4
3,115.0,4
7,82.0,8
MRI,128.0,8
8,279.0,9
4,391.0,9
5,50.0,11
3,215.0,10
MRI,364.0,11
8,107.0,14
MRI,112.0,21
9,16.0,23
4,118.0,23
8,118.0,2
5,485.0,2
MRI,99.0,25
5,55.0,2
MRI,179.0,4
9,54.0,14
MRI,16.0,18
MRI,421.0,21
MRI,99.0,22
9,42.0,23
MRI,356.0,25
10,72.0,0
8,503.0,0
MRI,83.0,4
MRI,28.0,7
7,86.0,8
9,34.0,9
4,426.0,9
MRI,123.0,11
8,171.0,7
4,314.0,11
3,266.0,14
MRI,126.0,15
9,102.0,16
MRI,161.0,18
MRI,167.0,21
MRI,66.0,1
5,38.0,2
4,405.0,3
MRI,131.0,4
MRI,198.0,7
MRI,190.0,8
7,310.0,8
1,2.0,10
MRI,213.0,11
MRI,43.0,18
MRI,298.0,21
3,27.0,22
MRI,81.0,22
3,50.0,1
MRI,113.0,1
2,488.0,1
7,72.0,8
8,0.0,9
10,134.0,9
3,163.0,10
4,362.0,9
9,71.0,14
MRI,211.0,15
5,15.0,16
9,104.0,16
4,256.0,17
3,406.0,14
MRI,342.0,25
5,7.0,4
MRI,10.0,4
3,46.0,4
MRI,122.0,7
MRI,370.0,8
9,238.0,9
3,325.0,10
4,345.0,9
8,409.0,7
MRI,223.0,11
9,11.0,14
3,89.0,14
MRI,320.0,18
MRI,62.0,21
MRI,166.0,22
8,30.0,21
MRI,45.0,25
7,30.0,0
MRI,26.0,1
7,30.0,3
MRI,97.0,4
3,107.0,4
MRI,248.0,7
7,193.0,8
4,179.0,9
MRI,9.0,11
4,264.0,11
MRI,46.0,18
MRI,297.0,21
MRI,249.0,22
MRI,16.0,4
3,191.0,14
10,474.0,14
MRI,87.0,15
8,87.0,15
8,6.0,16
MRI,7.0,18
MRI,229.0,22
5,5.0,24
4,1.0,25
6,135.0,25
MRI,320.0,25
9,115.0,0
MRI,220.0,1
9,2.0,2
4,251.0,3
MRI,333.0,4
MRI,76.0,7
MRI,354.0,8
3,9.0,11
MRI,106.0,11
3,59.0,14
9,480.0,14
MRI,139.0,21
5,445.0,21
MRI,10.0,22
MRI,86.0,25
MRI,160.0,1
4,82.0,3
MRI,211.0,4
MRI,15.0,7
7,103.0,8
8,31.0,7
2,161.0,8
6,337.0,11
4,509.0,17
4,34.0,25
MRI,451.0,25
9,57.0,9
7,283.0,8
3,14.0,10
4,30.0,9
9,153.0,16
4,33.0,17
MRI,68.0,21
MRI,301.0,22
MRI,217.0,4
MRI,268.0,7
MRI,26.0,8
3,41.0,8
7,91.0,8
2,13.0,8
9,21.0,9
3,1.0,11
MRI,111.0,11
4,103.0,11
3,41.0,14
MRI,146.0,15
9,35.0,16
MRI,84.0,18
MRI,91.0,21
MRI,172.0,22
5,37.0,23
MRI,15.0,25
6,252.0,25
MRI,220.0,1
MRI,78.0,7
8,45.0,8
2,230.0,8
7,76.0,16
MRI,101.0,18
MRI,0.0,21
MRI,55.0,22
9,202.0,0
MRI,1.0,1
MRI,301.0,4
MRI,66.0,7
MRI,8.0,8
MRI,102.0,11
9,76.0,16
MRI,307.0,25
3,12.0,4
MRI,64.0,7
MRI,138.0,8
5,48.0,9
8,354.0,7
9,96.0,14
3,291.0,14
MRI,280.0,15
10,290.0,17
MRI,104.0,18
MRI,80.0,21
MRI,4.0,25
9,92.0,0
MRI,266.0,1
MRI,345.0,4
MRI,58.0,7
MRI,310.0,8
3,323.0,10
MRI,182.0,11
9,172.0,14
MRI,135.0,18
8,411.0,14
MRI,21.0,22
4,301.0,24
6,63.0,25
9,1.0,0
3,410.0,4
MRI,8.0,8
5,43.0,8
7,74.0,8
7,1.0,9
4,485.0,9
3,239.0,14
3,305.0,25
MRI,12.0,7
MRI,276.0,8
8,152.0,9
MRI,247.0,11
4,390.0,11
9,61.0,16
MRI,139.0,18
3,63.0,22
MRI,159.0,22
9,277.0,23
MRI,268.0,25
2,359.0,1
5,26.0,4
MRI,50.0,4
MRI,207.0,7
MRI,59.0,8
7,183.0,8
9,106.0,9
3,68.0,14
9,70.0,14
4,151.0,17
MRI,296.0,21
MRI,9.0,22
5,57.0,23
MRI,221.0,25
MRI,475.0,4
3,5.0,4
MRI,371.0,7
MRI,222.0,8
4,55.0,9
8,268.0,7
MRI,236.0,11
MRI,182.0,15
5,388.0,16
MRI,24.0,18
MRI,369.0,21
MRI,65.0,22
8,77.0,21
9,103.0,23
10,242.0,24
3,4.0,25
MRI,144.0,25
9,59.0,0
MRI,64.0,4
6,36.0,9
9,133.0,9
8,239.0,7
4,299.0,9
9,60.0,14
3,0.0,15
MRI,197.0,25
MRI,224.0,1
MRI,38.0,4
3,203.0,4
MRI,135.0,7
3,104.0,10
MRI,254.0,11
8,404.0,14
5,460.0,16
MRI,136.0,4
MRI,34.0,7
9,35.0,9
MRI,63.0,18
MRI,10.0,21
MRI,112.0,25
7,218.0,25
3,316.0,25
9,25.0,0
MRI,144.0,1
8,446.0,0
MRI,196.0,4
MRI,192.0,8
9,27.0,9
7,35.0,9
MRI,244.0,11
3,189.0,14
9,73.0,16
MRI,102.0,18
MRI,14.0,22
5,97.0,23
MRI,249.0,25
8,303.0,0
MRI,10.0,4
MRI,246.0,7
4,182.0,11
3,75.0,18
MRI,171.0,21
9,23.0,23
MRI,72.0,25
6,145.0,25
9,78.0,0
MRI,147.0,1
MRI,66.0,4
MRI,121.0,7
9,5.0,16
4,173.0,17
MRI,165.0,18
MRI,113.0,22
9,53.0,0
MRI,292.0,1
MRI,312.0,4
MRI,35.0,7
10,69.0,9
5,84.0,10
MRI,193.0,11
9,146.0,14
MRI,38.0,15
9,90.0,16
8,246.0,16
5,26.0,17
MRI,62.0,18
3,51.0,22
MRI,61.0,22
8,97.0,21
MRI,68.0,25
MRI,246.0,1
9,34.0,2
4,389.0,3
6,457.0,4
MRI,4.0,7
9,266.0,9
8,334.0,9
MRI,164.0,11
9,271.0,14
MRI,185.0,18
MRI,69.0,21
MRI,229.0,25
MRI,131.0,7
MRI,74.0,8
MRI,309.0,11
4,176.0,11
9,85.0,14
3,100.0,14
9,365.0,16
4,158.0,17
MRI,96.0,18
MRI,150.0,25
9,53.0,0
MRI,39.0,1
MRI,132.0,4
MRI,14.0,7
9,216.0,16
MRI,33.0,18
MRI,181.0,21
5,224.0,21
MRI,264.0,22
7,40.0,23
9,76.0,23
5,23.0,24
7,443.0,25
2,264.0,1
6,21.0,4
MRI,149.0,4
3,183.0,4
MRI,66.0,7
MRI,143.0,8
7,312.0,8
2,211.0,8
MRI,44.0,11
4,216.0,9
3,244.0,14
10,404.0,14
MRI,124.0,15
8,161.0,14
4,235.0,17
MRI,386.0,18
MRI,350.0,22
10,321.0,24
MRI,0.0,25
7,36.0,25
MRI,49.0,1
MRI,136.0,4
8,328.0,4
10,4.0,7
7,252.0,8
5,2.0,10
4,273.0,9
8,354.0,7
4,244.0,11
3,476.0,14
MRI,22.0,15
9,232.0,16
8,466.0,14
MRI,96.0,18
MRI,82.0,21
MRI,216.0,22
MRI,67.0,25
3,183.0,2
MRI,9.0,4
MRI,223.0,7
5,305.0,7
7,75.0,8
MRI,98.0,8
4,175.0,17
MRI,10.0,22
9,9.0,23
MRI,21.0,25
MRI,55.0,1
5,50.0,4
MRI,86.0,4
MRI,13.0,7
9,10.0,9
7,11.0,10
6,53.0,10
4,253.0,9
MRI,42.0,15
8,169.0,14
4,451.0,23
MRI,162.0,25
3,490.0,25
6,133.0,4
MRI,327.0,4
3,504.0,4
MRI,4.0,7
MRI,331.0,8
9,88.0,9
8,465.0,7
5,1.0,10
MRI,103.0,11
4,438.0,11
3,357.0,14
9,455.0,14
4,73.0,17
MRI,201.0,18
MRI,28.0,21
MRI,286.0,25
8,293.0,0
7,35.0,3
MRI,131.0,4
MRI,18.0,7
9,68.0,9
4,225.0,9
9,458.0,14
MRI,100.0,15
9,109.0,16
9,375.0,9
4,3.0,9
3,25.0,14
9,41.0,16
5,23.0,17
4,73.0,17
MRI,400.0,18
MRI,53.0,21
MRI,7.0,22
5,10.0,23
7,30.0,23
MRI,108.0,25
9,30.0,0
5,13.0,1
MRI,219.0,1
4,236.0,3
3,116.0,4
MRI,345.0,7
3,37.0,8
MRI,234.0,8
8,236.0,7
MRI,21.0,11
9,21.0,14
MRI,106.0,22
8,138.0,21
MRI,182.0,25
9,130.0,0
MRI,45.0,1
MRI,113.0,4
MRI,173.0,7
MRI,112.0,8
3,23.0,14
9,27.0,14
MRI,279.0,15
5,18.0,16
MRI,243.0,18
3,18.0,22
MRI,180.0,25
5,89.0,0
MRI,92.0,1
4,164.0,3
8,409.0,0
MRI,294.0,7
MRI,226.0,8
9,116.0,9
9,131.0,14
MRI,199.0,18
MRI,42.0,21
MRI,14.0,22
4,112.0,3
MRI,210.0,7
7,202.0,8
8,104.0,9
9,394.0,14
MRI,283.0,15
9,267.0,16
MRI,364.0,18
MRI,256.0,21
MRI,150.0,22
MRI,184.0,25
5,246.0,2
MRI,340.0,4
3,244.0,4
MRI,142.0,7
MRI,20.0,8
5,311.0,8
3,424.0,10
MRI,58.0,11
9,51.0,14
3,52.0,14
MRI,69.0,15
9,382.0,16
MRI,48.0,18
MRI,394.0,21
1,67.0,22
MRI,150.0,22
MRI,87.0,25
MRI,248.0,1
MRI,60.0,4
6,277.0,4
MRI,170.0,7
3,28.0,8
MRI,107.0,21
MRI,65.0,22
MRI,10.0,25
4,34.0,25
MRI,73.0,11
9,80.0,14
MRI,152.0,15
1,55.0,16
4,76.0,17
MRI,187.0,21
MRI,161.0,22
9,129.0,23
7,313.0,25
MRI,339.0,25
5,100.0,1
MRI,276.0,1
MRI,107.0,4
MRI,274.0,7
MRI,167.0,8
7,428.0,8
MRI,55.0,11
MRI,429.0,15
MRI,19.0,18
MRI,177.0,21
MRI,172.0,22
9,23.0,0
MRI,149.0,1
9,15.0,2
MRI,119.0,4
MRI,38.0,8
MRI,194.0,11
4,214.0,11
3,279.0,14
4,334.0,16
MRI,230.0,18
MRI,155.0,21
MRI,355.0,1
MRI,123.0,7
MRI,252.0,11
9,91.0,14
MRI,7.0,21
MRI,237.0,22
8,123.0,21
9,20.0,2
7,102.0,8
9,64.0,9
MRI,79.0,11
4,424.0,11
9,34.0,14
MRI,69.0,15
4,105.0,17
MRI,311.0,18
MRI,331.0,21
MRI,117.0,22
9,29.0,23
MRI,52.0,25
MRI,66.0,4
8,39.0,9
MRI,14.0,11
9,113.0,14
3,25.0,15
10,196.0,17
4,254.0,17
MRI,191.0,21
MRI,49.0,22
MRI,507.0,25
