OT,surgery_duration,schedule_day,simulation_day
6,220,0,0
6,45,0,0
5,123,0,0
9,616,0,0
5,100,0,0
2,50,1,1
7,125,1,1
5,83,1,1
2,48,1,1
2,12,1,1
3,42,1,1
5,184,1,1
7,89,0,0
10,228,1,1
10,136,1,1
7,137,0,0
3,33,1,1
4,40,2,2
5,57,2,2
7,146,2,2
MRI,467,1,1
10,15,2,2
5,60,2,2
1,140,1,1
10,282,2,2
1,60,3,3
5,1478,2,2
6,196,3,3
3,2049,2,2
7,80,3,3
4,132,2,2
7,96,2,2
9,151,2,2
7,15,4,4
1,83,0,0
4,50,2,2
5,45,4,4
2,44,3,3
3,112,2,2
4,168,4,4
6,276,4,4
7,255,4,4
1,116,2,2
MRI,365,4,4
3,2295,4,4
1,79,4,4
5,84,7,7
2,105,7,7
7,62,2,2
6,107,7,7
6,124,7,7
5,75,7,7
1,103,7,7
MRI,244,7,7
7,138,8,8
5,1904,7,7
7,217,0,0
1,73,8,8
MRI,329,7,7
10,614,7,7
10,88,9,9
5,94,9,9
7,144,9,9
5,33,9,9
7,100,9,9
9,403,9,9
6,212,9,9
10,79,9,9
9,63,9,9
10,143,9,9
2,2842,8,8
6,151,10,10
1,120,9,9
5,68,10,10
3,169,7,7
2,86,10,10
MRI,240,11,11
5,78,11,11
7,313,8,8
3,68,11,11
1,55,10,10
4,3849,9,9
3,24,11,11
MRI,240,11,11
1,62,11,11
5,100,11,11
3,219,0,0
6,487,11,11
7,111,14,14
6,90,14,14
2,107,14,14
5,124,14,14
6,103,14,14
5,144,14,14
10,716,14,14
7,108,14,14
7,76,10,10
10,108,14,14
5,66,15,15
2,296,15,15
MRI,349,15,15
5,1,15,15
5,31,15,15
5,23,15,15
4,29,16,16
4,39,16,16
7,63,16,16
6,110,16,16
10,201,16,16
7,164,15,15
5,31,16,16
9,118,14,14
9,122,2,2
5,146,17,17
5,81,16,16
7,85,17,17
4,377,17,17
7,70,17,17
1,62,15,15
5,34,17,17
6,227,16,16
1,72,14,14
2,15,17,17
MRI,334,18,18
3,14,18,18
4,98,18,18
3,42,18,18
2,94,0,0
5,168,18,18
MRI,222,21,21
3,241,21,21
6,248,21,21
1,111,16,16
5,63,21,21
9,96,21,21
5,8,22,22
2,61,21,21
2,27,22,22
10,263,0,0
4,82,22,22
5,30,22,22
5,29,22,22
1,24,21,21
4,44,22,22
1,30,18,18
5,14,22,22
7,58,23,23
3,65,18,18
6,61,23,23
7,54,22,22
9,181,23,23
5,60,23,23
MRI,221,22,22
9,69,7,7
5,52,23,23
2,83,24,24
5,91,24,24
1,91,22,22
3,48,24,24
7,48,23,23
6,118,24,24
3,128,17,17
5,133,25,25
5,125,25,25
3,4,25,25
4,48,25,25
MRI,256,25,25
4,35,25,25
1,72,24,24
4,97,25,25
4,116,25,25
5,141,25,25
1,66,25,25
9,115,16,16
8,5899,0,0
1,68,23,23
4,805,24,24
7,80,0,28
5,84,0,28
6,125,0,28
5,155,0,28
9,227,0,28
MRI,278,25,25
9,136,0,28
7,83,0,28
2,46,1,29
1,64,0,28
7,93,15,15
2,22,1,29
MRI,264,1,29
4,70,2,30
5,126,1,29
1,103,1,29
9,232,2,30
7,26,2,30
1,65,2,30
2,96,3,31
3,129,25,25
7,26,3,31
7,31,4,32
6,411,3,31
1,54,3,31
2,71,0,28
MRI,742,4,32
4,100,4,32
8,412,4,32
10,126,0,28
5,105,2,30
4,65,2,30
3,2143,4,32
9,136,23,23
MRI,300,1,29
1,100,4,32
2,93,7,35
7,56,2,30
6,105,7,35
5,79,7,35
6,208,7,35
3,131,7,35
MRI,293,7,35
3,83,2,30
9,168,7,35
3,50,8,36
MRI,331,8,36
