OT,overtime,schedule_day
5,34.0,2
10,233.0,3
MRI,206.0,7
MRI,106.0,8
5,48.0,10
4,64.0,10
10,77.0,11
MRI,361.0,11
MRI,103.0,15
10,2.0,16
MRI,55.0,18
MRI,211.0,21
MRI,75.0,22
8,213.0,23
7,68.0,24
4,304.0,24
8,55.0,24
4,128.0,3
10,157.0,3
6,323.0,4
MRI,278.0,7
4,56.0,17
MRI,146.0,18
MRI,196.0,21
MRI,104.0,22
3,26.0,25
8,414.0,0
4,60.0,3
5,417.0,4
3,385.0,4
MRI,424.0,7
MRI,175.0,8
8,472.0,7
MRI,98.0,11
4,5.0,11
7,329.0,15
9,39.0,16
MRI,210.0,21
4,74.0,24
MRI,295.0,1
4,261.0,3
MRI,224.0,4
MRI,93.0,7
MRI,240.0,11
9,67.0,14
7,260.0,15
4,13.0,16
4,8.0,17
3,37.0,18
5,91.0,0
MRI,52.0,1
8,165.0,2
3,17.0,3
4,224.0,3
MRI,370.0,4
5,274.0,7
MRI,4.0,8
4,70.0,10
MRI,158.0,11
4,392.0,11
9,13.0,16
8,105.0,14
MRI,214.0,18
MRI,24.0,21
7,41.0,22
MRI,399.0,22
9,113.0,23
2,187.0,22
10,418.0,23
6,23.0,24
8,162.0,21
MRI,267.0,25
9,190.0,0
7,23.0,2
MRI,215.0,4
MRI,9.0,7
MRI,17.0,8
3,48.0,8
10,4.0,11
MRI,98.0,11
8,107.0,11
4,334.0,11
8,135.0,14
7,141.0,15
7,43.0,16
5,462.0,16
MRI,317.0,18
3,396.0,18
MRI,456.0,21
4,100.0,23
9,164.0,23
4,16.0,25
MRI,220.0,25
9,255.0,0
4,36.0,3
MRI,209.0,4
MRI,106.0,7
7,265.0,8
7,197.0,15
8,76.0,16
5,91.0,21
9,50.0,23
8,504.0,21
MRI,100.0,25
9,42.0,0
4,34.0,3
MRI,87.0,4
8,368.0,7
MRI,372.0,11
9,62.0,14
7,67.0,15
MRI,234.0,15
9,292.0,16
MRI,88.0,18
3,53.0,18
MRI,114.0,25
8,82.0,2
4,90.0,3
7,13.0,9
8,229.0,7
9,114.0,16
2,19.0,17
4,211.0,17
3,85.0,18
5,12.0,23
8,376.0,21
1,45.0,2
MRI,120.0,7
5,169.0,8
8,26.0,14
7,324.0,15
3,503.0,18
MRI,65.0,21
5,480.0,22
MRI,368.0,25
MRI,128.0,7
10,13.0,11
MRI,138.0,11
4,230.0,11
7,23.0,15
4,12.0,16
9,82.0,16
MRI,32.0,18
MRI,43.0,21
10,408.0,23
7,81.0,25
MRI,268.0,25
10,245.0,3
MRI,434.0,4
MRI,28.0,7
MRI,289.0,8
5,423.0,8
8,354.0,7
MRI,87.0,11
MRI,88.0,15
MRI,142.0,18
7,148.0,18
MRI,291.0,21
9,212.0,23
MRI,152.0,25
7,83.0,2
7,5.0,3
MRI,157.0,8
MRI,70.0,11
10,431.0,11
7,147.0,15
8,1.0,14
MRI,192.0,21
4,128.0,24
MRI,43.0,25
MRI,166.0,1
MRI,271.0,4
MRI,424.0,7
10,173.0,11
10,110.0,14
MRI,10.0,15
7,214.0,15
4,216.0,17
MRI,175.0,21
5,205.0,22
5,26.0,23
MRI,10.0,25
8,335.0,2
7,329.0,4
3,250.0,4
MRI,44.0,7
3,3.0,8
7,67.0,9
10,124.0,11
MRI,303.0,11
4,326.0,11
9,31.0,14
9,18.0,23
4,15.0,24
MRI,51.0,25
9,275.0,0
MRI,347.0,4
3,497.0,4
MRI,297.0,11
4,503.0,11
MRI,249.0,15
MRI,23.0,18
MRI,254.0,21
MRI,242.0,22
7,24.0,23
9,85.0,23
8,276.0,21
MRI,206.0,25
9,187.0,0
MRI,50.0,1
8,140.0,2
4,399.0,2
10,213.0,3
MRI,98.0,4
4,6.0,9
4,252.0,10
MRI,164.0,11
4,307.0,17
MRI,132.0,21
MRI,6.0,25
7,104.0,25
9,92.0,0
8,144.0,2
5,203.0,4
MRI,191.0,7
7,8.0,15
MRI,229.0,18
MRI,38.0,21
5,224.0,22
5,447.0,23
8,458.0,0
3,460.0,4
8,7.0,7
7,46.0,9
MRI,78.0,11
4,421.0,11
7,405.0,15
MRI,22.0,18
4,29.0,24
7,62.0,25
3,42.0,4
MRI,65.0,8
9,35.0,9
8,312.0,7
8,55.0,15
MRI,60.0,15
9,224.0,14
9,133.0,16
MRI,65.0,18
7,141.0,25
MRI,240.0,1
MRI,399.0,4
MRI,195.0,7
5,15.0,9
10,11.0,11
4,239.0,17
MRI,20.0,18
MRI,134.0,21
8,210.0,22
4,12.0,23
10,79.0,23
MRI,461.0,25
9,184.0,0
2,9.0,3
5,438.0,4
MRI,52.0,7
3,6.0,8
4,480.0,10
4,216.0,11
9,10.0,14
5,106.0,14
MRI,256.0,15
6,27.0,16
9,416.0,16
MRI,151.0,18
MRI,121.0,21
5,14.0,22
MRI,100.0,25
9,64.0,0
7,67.0,2
8,211.0,2
MRI,20.0,4
3,146.0,4
MRI,212.0,7
MRI,99.0,8
MRI,209.0,15
4,235.0,17
7,196.0,18
8,300.0,21
5,494.0,23
MRI,13.0,25
3,45.0,1
8,137.0,0
MRI,173.0,4
MRI,15.0,7
7,40.0,8
7,73.0,11
10,228.0,11
MRI,261.0,15
MRI,360.0,18
5,471.0,18
MRI,15.0,21
9,184.0,23
9,31.0,0
MRI,184.0,1
MRI,84.0,8
7,403.0,15
3,24.0,17
4,30.0,17
