OT,overtime,schedule_day
10,455.0,1
3,229.0,4
10,45.0,7
MRI,264.0,7
7,174.0,9
8,77.0,7
10,383.0,10
9,84.0,14
7,301.0,14
5,122.0,16
MRI,5.0,25
9,130.0,0
5,389.0,7
MRI,86.0,8
3,56.0,14
7,13.0,16
8,490.0,14
MRI,82.0,18
3,79.0,21
MRI,83.0,21
MRI,95.0,22
9,114.0,0
3,52.0,4
10,83.0,7
MRI,103.0,7
5,298.0,7
4,345.0,9
MRI,123.0,11
3,118.0,14
8,498.0,14
MRI,377.0,21
5,502.0,21
8,442.0,23
7,11.0,25
3,14.0,25
9,139.0,0
MRI,175.0,4
MRI,331.0,7
10,127.0,9
3,133.0,10
MRI,213.0,11
9,16.0,14
3,97.0,14
4,379.0,16
MRI,221.0,18
MRI,96.0,21
3,206.0,21
7,94.0,22
4,355.0,23
MRI,189.0,4
3,491.0,4
4,36.0,9
9,31.0,14
MRI,330.0,15
MRI,8.0,18
MRI,205.0,21
3,261.0,21
MRI,322.0,22
9,94.0,23
MRI,50.0,25
9,59.0,0
7,298.0,0
9,349.0,2
6,14.0,3
5,388.0,4
10,25.0,7
MRI,418.0,7
5,28.0,9
1,83.0,11
MRI,367.0,11
MRI,69.0,15
7,185.0,14
8,239.0,18
MRI,265.0,18
MRI,34.0,21
9,109.0,23
MRI,234.0,4
3,80.0,4
MRI,218.0,7
MRI,376.0,8
3,297.0,10
4,479.0,9
MRI,316.0,11
4,7.0,11
9,87.0,14
4,436.0,16
8,16.0,14
10,42.0,17
MRI,221.0,18
MRI,92.0,21
9,48.0,23
5,28.0,25
MRI,158.0,25
9,2.0,0
MRI,259.0,1
9,434.0,2
4,209.0,3
MRI,98.0,4
MRI,259.0,7
MRI,119.0,11
9,44.0,14
MRI,133.0,15
5,141.0,16
MRI,255.0,18
6,5.0,7
MRI,117.0,8
2,45.0,8
8,217.0,7
7,244.0,9
3,249.0,14
MRI,265.0,15
3,161.0,21
4,48.0,25
MRI,83.0,25
9,212.0,0
MRI,163.0,4
MRI,81.0,7
3,2.0,8
MRI,38.0,8
MRI,353.0,15
MRI,133.0,18
MRI,17.0,21
4,240.0,23
MRI,169.0,25
MRI,378.0,1
MRI,245.0,4
MRI,27.0,7
MRI,34.0,8
MRI,98.0,15
9,76.0,23
3,145.0,21
5,28.0,24
4,34.0,23
8,13.0,21
MRI,146.0,25
1,40.0,3
3,285.0,4
MRI,129.0,7
5,403.0,7
MRI,424.0,8
8,376.0,7
MRI,211.0,11
9,104.0,14
MRI,66.0,18
MRI,30.0,21
6,14.0,23
MRI,217.0,7
5,257.0,15
8,492.0,14
10,433.0,17
5,66.0,18
MRI,84.0,21
3,96.0,21
MRI,155.0,22
5,1.0,23
MRI,153.0,4
MRI,226.0,8
4,196.0,10
3,108.0,14
MRI,75.0,15
MRI,105.0,18
3,18.0,21
MRI,284.0,21
9,482.0,23
8,272.0,21
MRI,259.0,25
MRI,121.0,1
MRI,76.0,4
MRI,260.0,7
MRI,408.0,11
10,153.0,17
MRI,160.0,21
7,95.0,23
8,218.0,21
MRI,123.0,25
9,35.0,0
MRI,167.0,1
MRI,242.0,4
10,4.0,7
MRI,84.0,7
MRI,156.0,8
2,488.0,8
8,509.0,7
10,419.0,10
4,328.0,11
10,280.0,14
MRI,28.0,15
5,491.0,15
8,500.0,14
MRI,121.0,21
8,12.0,23
MRI,85.0,25
MRI,11.0,1
9,15.0,2
MRI,497.0,4
3,401.0,4
MRI,143.0,7
MRI,137.0,8
7,392.0,9
4,151.0,9
9,135.0,14
MRI,211.0,15
MRI,134.0,18
5,356.0,18
3,189.0,21
MRI,106.0,25
9,3.0,0
MRI,79.0,4
5,79.0,4
MRI,211.0,8
MRI,130.0,18
3,15.0,21
MRI,278.0,21
MRI,229.0,22
MRI,143.0,25
9,353.0,0
MRI,92.0,1
9,218.0,2
4,23.0,3
MRI,127.0,4
MRI,16.0,7
4,285.0,9
4,292.0,11
3,34.0,14
MRI,26.0,18
MRI,325.0,22
8,451.0,21
4,313.0,23
MRI,102.0,25
9,31.0,0
MRI,141.0,1
9,214.0,2
3,253.0,4
MRI,148.0,7
1,44.0,10
4,507.0,9
MRI,109.0,15
8,47.0,16
MRI,242.0,18
3,214.0,21
MRI,426.0,22
