OT,surgery_duration,schedule_day,simulation_day
7,68,0,0
7,25,0,0
6,636,0,0
5,845,0,0
MRI,24,1,1
MRI,34,1,1
3,33,1,1
10,127,1,1
MRI,60,1,1
2,251,1,1
9,1201,0,0
MRI,62,1,1
2,308,1,1
10,91,1,1
2,104,0,0
4,247,2,2
7,637,1,1
3,74,2,2
1,63,0,0
2,35,1,1
MRI,55,1,1
5,1190,2,2
8,1365,2,2
5,65,1,1
3,38,3,3
5,118,1,1
7,69,3,3
10,1634,2,2
4,57,2,2
3,327,2,2
4,61,3,3
6,128,3,3
7,80,3,3
6,162,3,3
9,70,0,0
9,2800,2,2
MRI,51,4,4
4,122,3,3
10,381,0,0
2,42,3,3
8,61,4,4
10,129,4,4
MRI,60,4,4
1,753,1,1
MRI,51,4,4
4,1105,4,4
1,78,2,2
8,169,4,4
MRI,66,4,4
5,2049,3,3
3,211,0,0
8,1256,1,1
3,196,4,4
3,88,4,4
9,88,0,0
7,575,2,2
7,708,0,0
5,73,7,7
MRI,61,7,7
MRI,44,7,7
MRI,36,7,7
MRI,56,7,7
7,71,4,4
MRI,39,7,7
MRI,174,7,7
2,24,7,7
1,66,3,3
9,829,7,7
5,816,7,7
6,1178,7,7
8,172,3,3
1,97,7,7
7,971,4,4
5,216,8,8
MRI,49,8,8
5,181,8,8
3,768,8,8
7,395,8,8
7,39,2,2
5,115,8,8
MRI,58,8,8
2,314,8,8
1,111,4,4
2,82,8,8
10,115,9,9
MRI,49,8,8
7,50,9,9
10,114,9,9
10,90,9,9
6,86,9,9
10,1253,8,8
7,701,9,9
MRI,60,8,8
1,535,8,8
4,368,9,9
9,1115,9,9
5,1426,9,9
7,61,10,10
2,65,10,10
8,104,0,0
6,217,9,9
8,1011,8,8
8,1620,9,9
3,27,1,1
5,69,10,10
5,167,10,10
4,55,10,10
6,106,10,10
6,117,10,10
MRI,52,11,11
3,227,11,11
4,128,11,11
10,103,4,4
MRI,69,11,11
1,71,9,9
4,169,11,11
5,28,11,11
5,1274,10,10
4,69,9,9
MRI,60,11,11
MRI,48,11,11
5,1524,11,11
7,68,11,11
MRI,53,11,11
5,30,9,9
1,90,10,10
MRI,55,4,4
3,48,11,11
7,44,11,11
MRI,66,11,11
5,553,14,14
6,390,14,14
8,226,7,7
10,82,14,14
7,1235,14,14
MRI,71,15,15
MRI,57,15,15
3,25,15,15
5,123,15,15
3,40,15,15
MRI,56,15,15
5,312,15,15
9,1393,14,14
1,143,11,11
2,49,15,15
MRI,57,15,15
10,135,14,14
MRI,60,15,15
5,46,16,16
7,807,15,15
1,58,15,15
4,152,16,16
1,84,14,14
6,270,16,16
7,536,16,16
4,61,10,10
4,81,16,16
3,153,14,14
8,2432,15,15
9,1193,16,16
7,34,17,17
6,162,16,16
10,1795,16,16
5,1778,16,16
6,106,17,17
1,79,17,17
3,99,7,7
4,80,17,17
7,61,17,17
7,87,17,17
7,37,17,17
5,74,17,17
MRI,18,18,18
MRI,28,18,18
MRI,52,18,18
MRI,38,18,18
3,359,18,18
2,30,17,17
3,104,18,18
8,657,14,14
10,1088,18,18
3,58,18,18
4,1406,18,18
8,1230,18,18
10,126,14,14
2,217,15,15
8,418,17,17
7,600,18,18
2,56,14,14
6,52,18,18
MRI,67,18,18
3,174,17,17
5,36,21,21
MRI,61,21,21
MRI,66,21,21
10,80,21,21
MRI,101,21,21
MRI,31,21,21
MRI,30,18,18
MRI,56,21,21
6,1130,21,21
1,58,16,16
MRI,56,22,22
2,49,22,22
7,59,22,22
4,44,22,22
1,72,18,18
5,165,22,22
MRI,52,21,21
5,263,22,22
5,966,21,21
2,202,22,22
10,589,10,10
10,90,21,21
5,171,22,22
7,76,22,22
3,69,22,22
MRI,33,22,22
3,73,10,10
6,409,23,23
5,797,23,23
4,37,22,22
8,321,21,21
6,161,23,23
4,37,23,23
7,216,23,23
10,150,21,21
7,65,23,23
1,96,21,21
2,138,24,24
7,60,24,24
3,41,24,24
9,134,23,23
5,816,24,24
10,192,23,23
4,167,23,23
7,25,24,24
1,78,22,22
MRI,57,25,25
5,74,25,25
3,70,25,25
MRI,33,25,25
1,77,23,23
3,214,21,21
3,124,25,25
6,91,11,11
7,778,25,25
4,1076,25,25
1,77,24,24
5,786,25,25
10,397,22,22
3,397,22,22
10,603,7,7
MRI,54,22,22
3,83,25,25
MRI,63,25,25
3,94,25,25
9,860,23,23
7,64,23,23
9,34,23,23
9,1783,21,21
4,287,24,24
10,172,25,25
1,103,25,25
7,38,0,28
7,46,0,28
8,215,22,22
5,586,0,28
6,310,4,4
6,585,0,28
9,134,0,28
MRI,60,1,29
MRI,69,1,29
2,140,1,29
5,68,1,29
MRI,97,25,25
10,132,1,29
10,418,0,28
2,143,1,29
8,1689,1,29
4,176,2,30
2,52,1,29
1,177,0,28
7,66,2,30
10,232,1,29
3,54,1,29
4,59,2,30
3,125,2,30
5,845,2,30
9,935,2,30
2,71,3,31
3,469,2,30
9,1132,0,28
6,267,3,31
MRI,50,1,29
1,66,3,31
7,663,2,30
7,49,3,31
8,456,0,28
7,375,1,29
MRI,50,4,32
10,1759,2,30
3,51,1,29
MRI,91,4,32
8,96,4,32
4,49,3,31
3,32,3,31
5,1806,3,31
MRI,53,4,32
4,604,4,32
MRI,65,4,32
8,817,2,30
3,517,4,32
1,584,1,29
1,85,2,30
7,718,4,32
MRI,51,4,32
4,188,2,30
2,40,0,28
5,1103,4,32
1,67,4,32
6,131,4,32
5,1311,18,18
MRI,46,7,35
MRI,37,7,35
MRI,63,7,35
MRI,58,7,35
MRI,65,7,35
6,518,7,35
5,119,7,35
MRI,73,8,36
8,165,25,25
5,143,8,36
MRI,44,8,36
3,378,8,36
9,79,0,28
MRI,66,8,36
5,308,8,36
5,1028,7,35
8,491,3,31
2,400,8,36
3,49,8,36
MRI,91,8,36
