OT,surgery_duration,schedule_day,simulation_day
9,124,0,0
6,720,0,0
7,1280,0,0
5,1511,0,0
MRI,34,1,1
1,40,0,0
1,48,1,1
2,101,1,1
9,1094,0,0
2,232,1,1
7,44,1,1
7,87,1,1
10,529,0,0
2,57,1,1
5,58,1,1
4,128,2,2
3,55,2,2
5,1023,2,2
8,903,2,2
MRI,69,1,1
7,50,2,2
MRI,45,4,4
MRI,37,4,4
MRI,43,4,4
1,109,2,2
7,508,4,4
4,1017,4,4
9,42,2,2
7,516,2,2
10,207,2,2
3,204,4,4
1,84,3,3
2,36,7,7
10,113,7,7
6,443,7,7
MRI,59,7,7
8,501,0,0
10,316,7,7
MRI,51,8,8
8,54,8,8
5,235,8,8
5,328,8,8
5,102,8,8
5,64,9,9
6,101,9,9
6,259,9,9
1,60,7,7
6,398,9,9
4,297,9,9
5,69,10,10
1,93,8,8
MRI,55,7,7
4,79,10,10
3,117,11,11
5,75,11,11
1,38,10,10
3,154,7,7
6,62,10,10
8,434,7,7
1,80,11,11
7,47,14,14
6,706,14,14
5,749,14,14
10,72,14,14
MRI,70,11,11
MRI,55,15,15
MRI,67,15,15
5,147,15,15
7,657,14,14
7,59,15,15
5,163,15,15
5,143,15,15
7,330,16,16
5,1327,7,7
4,110,16,16
6,89,16,16
4,95,16,16
9,774,16,16
1,80,14,14
7,72,17,17
1,122,15,15
5,1293,17,17
4,130,17,17
3,96,18,18
3,170,10,10
7,616,18,18
4,1406,18,18
8,178,14,14
1,53,17,17
1,1143,18,18
2,14,17,17
MRI,66,21,21
3,292,17,17
7,52,22,22
5,59,21,21
5,181,22,22
5,1528,21,21
7,59,22,22
6,976,21,21
4,50,22,22
3,232,21,21
2,201,22,22
1,124,22,22
5,655,23,23
7,266,23,23
5,535,24,24
2,41,0,0
1,76,21,21
7,1440,24,24
3,72,25,25
3,113,25,25
4,736,25,25
5,36,25,25
1,610,25,25
1,78,24,24
MRI,62,21,21
5,322,0,28
6,860,0,28
7,1159,0,28
4,460,24,24
1,76,1,29
7,81,1,29
2,421,1,29
8,554,21,21
3,52,8,8
2,151,1,29
4,114,2,30
5,695,2,30
3,74,2,30
4,68,2,30
5,1271,3,31
6,156,3,31
1,54,0,28
4,604,4,32
5,1099,4,32
7,718,4,32
2,40,0,28
9,126,2,30
7,1061,2,30
6,514,7,35
5,216,8,36
