OT,surgery_duration,schedule_day,simulation_day
6,677,0,0
5,291,0,0
1,85,0,0
5,629,0,0
7,1010,0,0
2,256,1,1
7,47,1,1
2,71,1,1
7,100,1,1
1,71,1,1
9,708,0,0
7,55,2,2
4,167,2,2
3,39,2,2
5,780,2,2
5,65,1,1
10,141,0,0
1,83,2,2
5,43,3,3
8,1004,2,2
8,424,0,0
4,788,4,4
7,877,2,2
3,346,4,4
4,95,3,3
5,1108,4,4
3,476,3,3
1,133,3,3
2,139,0,0
9,78,0,0
1,129,4,4
2,53,7,7
MRI,41,7,7
6,327,7,7
7,691,4,4
10,89,7,7
6,842,7,7
10,137,7,7
5,240,8,8
7,19,8,8
8,84,8,8
MRI,49,7,7
5,287,8,8
MRI,34,8,8
5,101,9,9
10,130,9,9
6,134,9,9
6,602,9,9
5,847,7,7
1,50,8,8
9,103,9,9
8,1613,9,9
5,27,9,9
3,156,11,11
5,48,11,11
MRI,46,11,11
3,45,11,11
5,45,10,10
1,99,10,10
8,410,7,7
4,325,9,9
9,652,9,9
1,99,7,7
2,86,14,14
5,274,14,14
7,56,14,14
6,679,14,14
10,92,14,14
7,40,9,9
MRI,54,15,15
MRI,74,15,15
5,178,15,15
MRI,78,15,15
5,102,15,15
5,299,15,15
4,184,16,16
3,94,10,10
6,50,16,16
4,76,16,16
1,87,15,15
7,779,14,14
9,1274,16,16
7,57,17,17
5,1713,16,16
1,95,14,14
3,228,18,18
5,894,17,17
7,58,15,15
4,742,18,18
7,46,16,16
MRI,52,18,18
3,83,18,18
9,1112,14,14
1,394,18,18
7,123,17,17
2,89,3,3
MRI,47,21,21
5,50,21,21
1,149,17,17
8,318,14,14
6,839,21,21
5,835,21,21
4,53,22,22
5,205,22,22
7,70,22,22
10,2270,21,21
2,65,21,21
2,246,22,22
5,114,22,22
9,31,21,21
4,261,23,23
5,885,23,23
1,93,21,21
2,56,24,24
3,172,23,23
3,166,7,7
9,124,21,21
1,78,22,22
7,938,24,24
3,207,25,25
MRI,62,25,25
4,1029,25,25
3,144,25,25
3,230,21,21
MRI,46,25,25
1,101,24,24
1,1186,25,25
2,63,0,28
1,52,0,28
5,1127,0,28
6,394,0,28
MRI,63,1,29
MRI,43,1,29
MRI,47,1,29
2,384,1,29
5,42,23,23
MRI,48,1,29
2,452,1,29
1,87,1,29
9,91,0,28
4,173,2,30
3,98,2,30
7,61,25,25
5,1006,2,30
7,443,2,30
7,969,0,28
9,53,2,30
8,585,21,21
6,160,3,31
1,52,2,30
3,269,4,32
