OT,surgery_duration,schedule_day,simulation_day
9,94,0,0
7,771,0,0
6,822,0,0
5,941,0,0
2,6,0,0
MRI,53,1,1
7,67,1,1
2,157,1,1
9,874,0,0
7,70,1,1
MRI,33,1,1
1,50,0,0
MRI,57,1,1
3,36,1,1
2,126,1,1
MRI,28,1,1
5,72,1,1
1,81,1,1
4,163,2,2
MRI,54,1,1
9,831,2,2
5,1086,2,2
4,30,2,2
7,77,2,2
2,111,1,1
8,857,1,1
5,984,3,3
3,344,2,2
3,112,2,2
7,46,1,1
5,265,1,1
4,748,4,4
5,717,4,4
6,181,3,3
9,86,2,2
1,82,3,3
8,908,2,2
10,276,1,1
3,471,4,4
7,47,3,3
MRI,48,7,7
3,89,0,0
7,52,1,1
10,143,7,7
7,705,2,2
1,57,4,4
5,119,8,8
5,274,8,8
6,583,7,7
8,102,8,8
4,169,2,2
2,66,8,8
8,721,0,0
2,197,8,8
2,173,3,3
5,124,8,8
1,57,2,2
7,79,9,9
10,50,9,9
6,151,9,9
MRI,51,8,8
6,488,9,9
MRI,69,4,4
10,180,7,7
10,300,2,2
10,115,9,9
5,172,9,9
4,668,9,9
5,54,10,10
5,37,9,9
8,83,8,8
7,44,9,9
8,1673,9,9
6,20,10,10
MRI,48,11,11
7,82,9,9
3,128,11,11
4,111,11,11
4,812,10,10
5,49,9,9
1,85,8,8
1,65,7,7
MRI,47,4,4
7,303,4,4
7,56,14,14
6,300,14,14
5,524,14,14
1,110,10,10
6,515,14,14
7,80,15,15
8,50,15,15
MRI,77,11,11
5,246,15,15
5,147,15,15
5,221,15,15
3,47,11,11
6,121,16,16
10,86,14,14
4,147,16,16
5,1392,11,11
7,782,14,14
5,1771,16,16
4,85,16,16
3,108,10,10
7,82,17,17
3,174,14,14
2,48,14,14
3,99,18,18
5,977,7,7
4,1327,18,18
7,1013,18,18
1,81,9,9
4,125,17,17
1,55,16,16
3,140,18,18
10,127,14,14
MRI,49,21,21
6,631,21,21
5,846,21,21
1,63,15,15
MRI,48,22,22
7,60,22,22
4,37,22,22
5,203,22,22
2,204,22,22
3,35,1,1
5,32,21,21
7,228,11,11
4,25,22,22
5,320,22,22
9,92,23,23
4,241,23,23
4,75,23,23
1,63,14,14
7,57,23,23
8,597,7,7
9,126,23,23
3,186,25,25
5,1500,23,23
4,1566,25,25
3,92,25,25
1,672,25,25
3,70,25,25
1,79,22,22
9,1377,14,14
3,151,18,18
1,67,21,21
6,272,0,28
1,41,0,28
5,837,0,28
2,51,0,28
3,181,23,23
MRI,79,1,29
2,390,1,29
2,206,1,29
7,52,2,30
7,728,0,28
4,355,2,30
5,100,1,29
3,91,2,30
5,1575,2,30
9,72,2,30
1,93,1,29
MRI,16,4,32
4,556,4,32
1,57,3,31
1,108,23,23
7,63,1,29
1,56,2,30
3,419,4,32
5,24,24,24
9,1420,16,16
2,44,7,7
MRI,50,7,35
9,1106,0,28
6,658,7,35
MRI,51,7,35
MRI,58,8,36
3,378,8,36
5,86,8,36
6,169,9,37
6,104,9,37
10,117,7,35
9,136,9,37
9,731,9,37
7,41,25,25
4,430,9,37
6,541,9,37
10,471,21,21
5,58,9,37
5,44,10,38
1,74,8,36
3,135,11,39
1,66,7,35
2,32,10,38
5,1774,7,35
1,80,9,37
8,253,21,21
2,57,14,42
7,445,24,24
1,93,4,32
6,399,14,42
MRI,72,15,43
MRI,40,15,43
9,928,14,42
5,450,14,42
9,57,9,37
7,32,14,42
5,131,15,43
10,189,15,43
5,105,15,43
8,512,14,14
7,29,15,43
5,204,15,43
MRI,58,15,43
6,39,16,44
7,84,16,44
4,127,16,44
6,120,16,44
10,868,0,0
1,96,14,42
7,583,16,44
5,2580,16,44
4,339,16,44
1,55,15,43
MRI,58,18,46
3,517,18,46
4,849,18,46
3,105,11,39
3,62,18,46
5,1643,18,46
9,1221,16,44
1,1406,18,46
6,185,11,11
7,1720,14,42
2,41,21,49
4,51,16,44
MRI,54,21,49
6,354,21,49
MRI,41,22,50
3,242,21,21
5,896,21,49
7,73,22,50
4,43,22,50
5,297,22,50
10,53,22,50
5,141,22,50
2,171,22,50
4,30,22,50
3,282,7,7
9,70,23,51
2,97,17,45
5,52,21,49
5,977,23,51
MRI,38,21,49
MRI,30,25,53
3,108,25,53
1,93,21,49
7,1072,18,46
4,891,25,53
2,20,24,24
6,623,0,56
1,75,17,45
2,66,24,52
5,529,0,56
MRI,68,1,57
7,622,0,56
1,57,0,56
2,80,10,10
2,155,1,57
1,85,16,44
MRI,49,1,57
MRI,50,25,53
1,72,1,57
2,125,1,57
3,55,2,58
4,240,2,58
1,63,22,50
9,1367,2,58
3,274,21,49
5,1101,3,59
4,601,4,60
MRI,36,4,60
8,497,21,49
3,249,4,60
1,65,3,59
10,212,21,49
MRI,64,7,63
MRI,33,7,63
6,558,7,63
9,161,2,58
1,51,2,58
MRI,36,8,64
MRI,54,8,64
MRI,54,8,64
3,371,8,64
5,180,8,64
5,141,8,64
9,127,0,56
5,190,8,64
7,845,24,52
6,102,9,65
5,70,10,66
1,68,7,63
1,56,4,60
5,54,11,67
2,43,10,66
9,95,9,65
6,831,9,65
3,122,11,67
9,70,2,58
10,133,7,63
9,57,9,65
2,39,14,70
7,810,14,70
3,168,23,51
5,910,14,70
5,95,11,67
