OT,overtime,schedule_day
10,455.0,1
7,17.0,3
4,301.0,3
3,229.0,4
10,45.0,7
MRI,302.0,7
7,174.0,9
8,77.0,7
MRI,115.0,11
9,142.0,14
7,301.0,14
9,130.0,0
MRI,150.0,1
5,389.0,7
3,56.0,14
3,33.0,17
7,23.0,18
3,79.0,21
MRI,95.0,22
7,478.0,22
10,482.0,23
9,114.0,0
3,52.0,4
10,83.0,7
7,32.0,8
4,345.0,9
MRI,123.0,11
3,118.0,14
8,498.0,14
5,502.0,21
MRI,459.0,25
9,139.0,0
MRI,250.0,1
MRI,213.0,11
4,295.0,9
9,16.0,14
3,97.0,14
3,31.0,15
MRI,96.0,21
3,206.0,21
7,94.0,22
4,36.0,9
9,31.0,14
MRI,8.0,18
MRI,205.0,21
3,261.0,21
2,164.0,22
7,13.0,23
9,94.0,23
MRI,50.0,25
9,59.0,0
9,349.0,2
10,25.0,7
7,265.0,9
3,100.0,10
5,16.0,11
MRI,265.0,18
5,473.0,18
MRI,34.0,21
MRI,168.0,1
MRI,234.0,4
3,80.0,4
MRI,218.0,7
MRI,376.0,8
3,297.0,10
4,479.0,9
MRI,316.0,11
4,7.0,11
9,87.0,14
MRI,221.0,18
MRI,338.0,21
5,28.0,25
4,229.0,23
9,2.0,0
2,303.0,1
9,434.0,2
MRI,98.0,4
9,23.0,7
9,44.0,14
MRI,133.0,15
4,175.0,17
8,317.0,14
MRI,255.0,18
MRI,5.0,25
8,299.0,2
MRI,11.0,4
MRI,117.0,8
2,45.0,8
8,217.0,7
7,244.0,9
MRI,49.0,11
10,119.0,14
3,249.0,14
MRI,53.0,15
3,161.0,21
MRI,2.0,25
MRI,38.0,8
MRI,133.0,18
MRI,169.0,25
9,171.0,2
MRI,27.0,7
MRI,98.0,15
MRI,125.0,18
9,76.0,23
3,145.0,21
3,285.0,4
MRI,129.0,7
MRI,459.0,8
1,26.0,9
8,376.0,7
MRI,211.0,11
9,104.0,14
MRI,66.0,18
MRI,283.0,25
MRI,133.0,4
MRI,134.0,7
8,492.0,14
MRI,34.0,18
MRI,84.0,21
3,96.0,21
MRI,155.0,22
MRI,153.0,4
MRI,226.0,8
10,8.0,14
3,108.0,14
MRI,105.0,18
3,18.0,21
MRI,313.0,21
9,482.0,23
8,272.0,21
MRI,259.0,25
MRI,121.0,1
MRI,76.0,4
MRI,260.0,7
8,209.0,7
MRI,408.0,11
MRI,128.0,15
10,153.0,17
MRI,31.0,21
MRI,217.0,22
8,218.0,21
MRI,123.0,25
9,35.0,0
MRI,242.0,4
MRI,84.0,7
3,12.0,8
4,328.0,11
9,207.0,14
5,491.0,15
10,371.0,17
8,500.0,14
MRI,121.0,21
MRI,11.0,1
9,15.0,2
1,26.0,4
MRI,497.0,4
3,401.0,4
MRI,143.0,7
2,329.0,8
4,151.0,9
9,135.0,14
6,25.0,16
MRI,134.0,18
3,189.0,21
MRI,106.0,25
9,3.0,0
MRI,330.0,1
8,203.0,0
MRI,79.0,4
8,122.0,11
8,71.0,14
4,71.0,17
6,145.0,17
3,15.0,21
MRI,195.0,21
MRI,229.0,22
4,113.0,23
MRI,143.0,25
9,353.0,0
MRI,53.0,1
9,218.0,2
MRI,127.0,4
MRI,16.0,7
MRI,276.0,11
MRI,83.0,15
MRI,26.0,18
10,23.0,21
5,25.0,23
8,451.0,21
7,0.0,24
4,313.0,23
MRI,102.0,25
MRI,53.0,1
9,214.0,2
8,51.0,0
MRI,148.0,7
4,507.0,9
9,13.0,14
10,14.0,14
MRI,109.0,15
MRI,117.0,21
3,214.0,21
7,42.0,23
9,68.0,2
8,69.0,21
4,136.0,3
MRI,100.0,4
4,454.0,9
MRI,206.0,11
MRI,20.0,18
MRI,178.0,21
3,311.0,14
6,44.0,16
8,183.0,14
3,426.0,21
4,161.0,23
9,55.0,0
MRI,143.0,1
MRI,41.0,4
8,7.0,0
6,80.0,7
4,389.0,9
9,34.0,14
MRI,261.0,18
MRI,78.0,21
MRI,65.0,22
MRI,186.0,25
MRI,286.0,1
4,140.0,3
MRI,13.0,4
6,196.0,4
3,21.0,4
5,453.0,7
MRI,24.0,8
3,187.0,10
5,248.0,10
MRI,40.0,11
8,202.0,7
3,210.0,14
MRI,119.0,18
MRI,126.0,21
MRI,80.0,22
4,39.0,24
MRI,216.0,25
9,138.0,0
MRI,321.0,1
9,45.0,2
4,219.0,3
5,5.0,4
MRI,58.0,4
7,230.0,9
4,484.0,9
5,69.0,16
MRI,64.0,25
9,102.0,0
MRI,22.0,1
MRI,445.0,4
3,417.0,4
MRI,283.0,7
4,331.0,9
3,186.0,14
MRI,18.0,15
MRI,134.0,1
8,60.0,0
9,74.0,2
3,120.0,2
MRI,49.0,7
3,0.0,8
7,62.0,9
3,301.0,14
4,141.0,16
MRI,475.0,21
7,5.0,23
MRI,36.0,25
MRI,80.0,1
9,21.0,9
4,109.0,9
10,65.0,11
MRI,320.0,11
7,355.0,14
MRI,332.0,15
5,24.0,17
8,5.0,18
MRI,69.0,18
MRI,236.0,21
3,330.0,21
MRI,0.0,1
MRI,237.0,4
MRI,132.0,7
MRI,222.0,8
4,382.0,9
MRI,201.0,11
9,14.0,14
4,208.0,17
MRI,187.0,18
MRI,191.0,21
3,405.0,21
MRI,71.0,1
8,110.0,1
MRI,168.0,4
MRI,162.0,7
7,26.0,9
2,181.0,8
MRI,131.0,18
4,460.0,23
9,53.0,0
MRI,340.0,1
9,3.0,2
MRI,33.0,4
MRI,272.0,7
MRI,7.0,8
MRI,108.0,11
4,54.0,11
3,304.0,14
5,481.0,18
MRI,20.0,21
3,45.0,21
9,1.0,23
4,19.0,25
MRI,41.0,25
9,13.0,0
MRI,73.0,1
9,483.0,2
4,382.0,3
MRI,65.0,7
8,221.0,7
MRI,6.0,11
4,357.0,11
3,35.0,14
MRI,206.0,21
MRI,199.0,25
MRI,271.0,4
MRI,72.0,7
MRI,206.0,8
4,106.0,9
7,362.0,9
10,448.0,10
MRI,187.0,11
9,255.0,14
MRI,204.0,18
9,17.0,23
7,22.0,23
3,58.0,24
3,137.0,25
MRI,192.0,25
9,23.0,0
MRI,216.0,1
10,6.0,9
4,240.0,9
5,28.0,17
MRI,1.0,21
4,34.0,25
MRI,388.0,25
9,148.0,0
MRI,40.0,1
3,41.0,2
MRI,122.0,4
MRI,246.0,7
4,133.0,9
MRI,171.0,11
3,22.0,14
MRI,166.0,18
MRI,79.0,25
MRI,30.0,4
MRI,73.0,7
MRI,176.0,8
MRI,204.0,11
3,12.0,14
MRI,270.0,15
MRI,368.0,22
MRI,84.0,25
MRI,478.0,1
2,229.0,1
MRI,210.0,7
10,160.0,9
MRI,51.0,11
8,450.0,11
