OT,overtime,schedule_day
MRI,64.0,1
2,434.0,1
5,8.0,3
4,144.0,3
MRI,61.0,4
MRI,284.0,7
10,55.0,8
MRI,97.0,8
7,275.0,8
2,131.0,8
3,274.0,10
10,324.0,10
6,118.0,11
MRI,155.0,11
9,138.0,14
MRI,322.0,15
9,44.0,16
8,72.0,16
MRI,207.0,18
MRI,75.0,21
MRI,94.0,25
2,182.0,1
MRI,288.0,1
8,79.0,0
7,61.0,3
MRI,77.0,4
5,474.0,7
3,30.0,8
MRI,438.0,8
2,10.0,8
3,34.0,11
MRI,307.0,11
8,415.0,10
MRI,149.0,15
9,51.0,16
MRI,59.0,18
MRI,172.0,21
MRI,69.0,22
8,19.0,21
4,335.0,23
7,122.0,25
MRI,122.0,25
9,46.0,0
MRI,101.0,1
8,277.0,0
7,27.0,4
6,134.0,4
MRI,128.0,7
10,76.0,9
9,197.0,9
7,65.0,10
3,344.0,10
MRI,145.0,11
8,271.0,7
9,40.0,14
5,134.0,14
3,496.0,14
MRI,327.0,15
5,23.0,16
8,27.0,14
4,138.0,17
MRI,78.0,18
MRI,301.0,22
MRI,88.0,25
9,117.0,0
MRI,313.0,1
MRI,37.0,4
6,269.0,4
10,319.0,4
MRI,79.0,7
5,129.0,7
5,8.0,10
4,27.0,9
MRI,44.0,11
3,46.0,14
MRI,164.0,15
MRI,191.0,18
8,230.0,14
MRI,389.0,21
MRI,54.0,22
4,31.0,23
MRI,118.0,25
10,460.0,0
3,29.0,1
MRI,279.0,1
MRI,99.0,4
3,214.0,4
9,3.0,7
MRI,407.0,7
MRI,255.0,8
4,30.0,9
3,150.0,10
MRI,113.0,11
MRI,361.0,15
9,3.0,16
8,185.0,14
MRI,176.0,18
MRI,217.0,21
10,444.0,21
MRI,283.0,22
9,72.0,23
9,20.0,0
8,298.0,0
MRI,148.0,4
6,163.0,4
3,144.0,4
10,198.0,7
9,224.0,7
MRI,284.0,7
MRI,188.0,8
9,31.0,9
8,71.0,7
2,347.0,8
MRI,392.0,11
4,483.0,9
9,65.0,14
MRI,48.0,15
8,485.0,14
MRI,23.0,18
MRI,243.0,21
MRI,428.0,22
9,41.0,23
4,6.0,25
6,88.0,25
MRI,178.0,25
4,191.0,3
MRI,167.0,4
3,451.0,4
MRI,284.0,7
MRI,29.0,8
2,224.0,8
8,240.0,7
4,219.0,10
MRI,417.0,11
3,5.0,14
MRI,130.0,15
MRI,13.0,18
MRI,126.0,21
10,306.0,21
MRI,38.0,22
8,300.0,21
MRI,326.0,25
MRI,102.0,1
7,2.0,3
5,19.0,3
7,25.0,4
MRI,353.0,4
6,419.0,4
MRI,72.0,7
5,288.0,7
10,420.0,7
9,50.0,9
2,262.0,8
MRI,18.0,11
4,330.0,9
7,10.0,14
9,84.0,14
10,406.0,14
MRI,227.0,15
8,326.0,14
MRI,440.0,18
MRI,40.0,21
10,354.0,21
MRI,342.0,22
9,23.0,23
MRI,29.0,25
3,465.0,25
MRI,384.0,1
4,24.0,2
MRI,43.0,4
8,262.0,4
10,16.0,7
MRI,181.0,7
7,157.0,8
MRI,425.0,8
8,340.0,7
3,105.0,10
4,378.0,9
MRI,53.0,11
4,89.0,11
3,11.0,14
MRI,87.0,15
8,105.0,14
MRI,343.0,18
MRI,44.0,21
MRI,449.0,22
5,74.0,23
8,204.0,21
MRI,176.0,25
7,397.0,25
MRI,80.0,1
2,458.0,1
4,463.0,3
MRI,249.0,4
6,475.0,4
3,132.0,4
MRI,89.0,7
MRI,14.0,8
3,199.0,10
4,74.0,9
9,21.0,14
MRI,322.0,15
8,187.0,14
MRI,286.0,18
MRI,27.0,21
MRI,28.0,22
9,61.0,23
4,81.0,23
MRI,160.0,25
MRI,112.0,1
8,234.0,0
MRI,303.0,4
6,30.0,7
MRI,139.0,8
2,273.0,8
3,97.0,10
4,1.0,11
MRI,434.0,15
9,7.0,16
MRI,195.0,18
MRI,116.0,21
MRI,61.0,22
7,86.0,23
6,40.0,25
MRI,266.0,1
3,206.0,2
MRI,369.0,4
MRI,1.0,7
9,471.0,7
5,40.0,8
MRI,81.0,8
9,13.0,9
10,14.0,9
4,61.0,9
8,168.0,7
3,288.0,10
MRI,103.0,11
MRI,37.0,15
9,110.0,16
MRI,200.0,18
MRI,124.0,21
3,84.0,22
MRI,281.0,22
4,29.0,25
MRI,67.0,25
MRI,31.0,1
8,149.0,0
MRI,116.0,4
3,18.0,4
9,64.0,9
8,203.0,7
6,19.0,10
MRI,332.0,11
4,121.0,11
3,143.0,14
MRI,130.0,15
MRI,30.0,21
4,273.0,23
9,15.0,0
10,338.0,0
MRI,192.0,1
MRI,14.0,4
6,182.0,4
3,267.0,4
MRI,184.0,7
MRI,65.0,8
5,87.0,7
4,446.0,9
