OT,overtime,schedule_day
2,22.0,1
10,355.0,2
10,198.0,3
6,0.0,4
5,32.0,4
7,93.0,4
MRI,113.0,7
10,301.0,7
MRI,59.0,8
7,470.0,8
9,27.0,9
2,199.0,8
4,134.0,10
5,509.0,10
10,63.0,11
MRI,116.0,11
7,292.0,14
3,391.0,14
4,293.0,17
3,437.0,18
MRI,303.0,22
2,427.0,22
4,30.0,24
MRI,116.0,1
8,302.0,0
3,61.0,3
7,366.0,8
2,72.0,8
8,425.0,7
MRI,26.0,11
3,272.0,14
9,66.0,16
7,0.0,17
3,204.0,18
MRI,8.0,21
MRI,89.0,22
8,183.0,21
4,22.0,24
MRI,343.0,25
3,279.0,25
5,40.0,2
10,247.0,2
MRI,24.0,4
3,475.0,4
7,427.0,8
2,266.0,8
MRI,10.0,11
8,292.0,11
MRI,95.0,18
6,72.0,21
MRI,294.0,21
MRI,67.0,22
2,461.0,22
8,58.0,23
4,29.0,24
3,263.0,25
MRI,328.0,1
4,457.0,2
MRI,151.0,4
MRI,221.0,7
MRI,80.0,8
8,434.0,7
MRI,109.0,11
8,145.0,11
MRI,92.0,15
8,385.0,14
MRI,360.0,18
3,105.0,18
2,239.0,22
MRI,405.0,22
9,50.0,23
8,379.0,21
3,304.0,25
MRI,190.0,1
4,464.0,2
8,321.0,0
MRI,76.0,7
2,401.0,8
4,155.0,10
8,195.0,7
MRI,129.0,11
3,213.0,14
8,66.0,14
MRI,56.0,18
MRI,102.0,21
4,125.0,24
MRI,111.0,25
9,42.0,2
8,229.0,0
4,162.0,2
5,31.0,4
3,114.0,4
MRI,146.0,4
MRI,196.0,7
MRI,313.0,8
9,4.0,9
8,65.0,7
MRI,418.0,11
3,344.0,14
MRI,3.0,15
8,142.0,14
MRI,159.0,18
MRI,57.0,22
MRI,7.0,25
3,397.0,25
8,450.0,21
MRI,22.0,1
4,436.0,2
MRI,198.0,4
MRI,252.0,7
5,501.0,7
7,181.0,8
8,177.0,11
3,18.0,17
MRI,13.0,18
7,34.0,18
MRI,146.0,21
5,155.0,21
8,506.0,23
MRI,284.0,25
3,83.0,25
10,158.0,0
3,46.0,1
MRI,407.0,1
7,34.0,4
MRI,282.0,4
6,63.0,7
MRI,33.0,8
4,251.0,11
MRI,57.0,18
3,306.0,18
MRI,209.0,21
MRI,104.0,22
2,67.0,22
MRI,135.0,25
8,371.0,21
MRI,234.0,1
MRI,374.0,4
MRI,63.0,7
10,150.0,7
7,251.0,8
MRI,252.0,8
4,45.0,9
8,422.0,7
7,360.0,14
MRI,366.0,18
3,177.0,18
MRI,129.0,21
MRI,1.0,22
4,15.0,24
MRI,318.0,25
MRI,31.0,1
8,134.0,2
4,130.0,3
MRI,102.0,4
MRI,271.0,7
MRI,180.0,8
9,5.0,9
8,113.0,9
1,4.0,10
MRI,255.0,11
6,55.0,18
MRI,208.0,18
3,18.0,18
7,290.0,22
MRI,121.0,25
