OT,overtime,schedule_day
8,65.0,0
10,93.0,0
6,284.0,0
8,497.0,1
3,51.0,2
4,139.0,2
7,145.0,2
8,467.0,2
8,54.0,3
5,61.0,3
6,184.0,3
8,120.0,4
7,148.0,4
5,448.0,4
6,7.0,7
10,8.0,7
MRI,17.0,8
3,71.0,8
5,259.0,8
6,352.0,9
8,72.0,10
5,213.0,10
4,279.0,10
7,420.0,10
MRI,41.0,11
6,270.0,14
7,283.0,14
9,300.0,14
5,313.0,14
5,47.0,15
8,265.0,15
4,16.0,16
6,79.0,16
9,338.0,16
5,328.0,17
6,104.0,18
7,253.0,18
MRI,15.0,21
8,118.0,21
5,4.0,22
2,82.0,22
8,500.0,22
10,174.0,17
5,293.0,23
8,4.0,24
4,24.0,24
5,99.0,24
10,374.0,24
1,174.0,25
5,229.0,25
4,300.0,25
8,32.0,0
5,391.0,0
6,424.0,0
9,55.0,0
8,245.0,1
2,271.0,1
3,11.0,2
4,128.0,2
5,259.0,2
10,161.0,3
7,387.0,3
4,168.0,4
7,354.0,4
8,45.0,7
6,78.0,7
5,433.0,7
3,33.0,8
5,205.0,8
6,284.0,9
10,451.0,8
9,475.0,9
7,174.0,10
5,391.0,10
MRI,14.0,11
5,106.0,11
8,71.0,14
9,287.0,14
7,381.0,14
2,459.0,15
8,22.0,16
7,258.0,16
6,382.0,16
8,149.0,17
5,153.0,16
1,136.0,18
7,301.0,18
8,118.0,21
10,124.0,21
6,304.0,21
8,194.0,22
5,318.0,22
2,331.0,22
10,32.0,22
4,50.0,23
7,301.0,23
8,91.0,24
10,127.0,24
7,33.0,25
6,355.0,24
4,495.0,25
7,96.0,0
3,111.0,0
8,178.0,0
6,268.0,0
2,2.0,1
8,58.0,1
7,219.0,2
5,478.0,2
8,188.0,3
7,192.0,4
8,398.0,4
4,458.0,4
MRI,42.0,8
2,72.0,8
5,136.0,8
9,191.0,7
4,9.0,9
6,62.0,9
5,76.0,10
8,124.0,10
10,288.0,8
7,408.0,10
MRI,11.0,11
4,183.0,10
5,333.0,11
10,37.0,14
8,126.0,14
5,141.0,14
5,174.0,15
6,69.0,16
8,179.0,15
5,379.0,17
3,59.0,18
7,158.0,18
1,206.0,18
5,401.0,18
8,25.0,21
MRI,57.0,21
6,296.0,21
5,323.0,21
5,212.0,22
8,458.0,22
4,35.0,23
7,212.0,23
10,107.0,24
8,112.0,24
7,142.0,24
3,56.0,25
1,309.0,25
7,86.0,0
