OT,surgery_duration,schedule_day,simulation_day
5,313,0,0
1,56,0,0
6,431,0,0
9,765,0,0
5,684,0,0
7,1074,0,0
7,55,1,1
MRI,41,1,1
7,68,1,1
MRI,41,1,1
3,23,1,1
7,84,1,1
7,53,1,1
MRI,36,1,1
2,63,0,0
2,217,1,1
MRI,34,1,1
5,69,1,1
2,210,1,1
8,911,1,1
MRI,46,1,1
9,65,0,0
9,63,2,2
8,646,0,0
2,71,1,1
7,94,2,2
4,89,2,2
1,31,1,1
3,35,1,1
MRI,33,1,1
3,324,2,2
3,69,2,2
4,242,2,2
7,424,2,2
4,60,2,2
8,942,2,2
10,236,1,1
5,1400,2,2
2,40,3,3
6,130,3,3
6,118,3,3
4,59,3,3
5,54,3,3
4,216,3,3
5,792,3,3
9,105,2,2
1,49,3,3
10,421,2,2
MRI,42,4,4
MRI,49,4,4
3,230,4,4
MRI,60,4,4
3,122,4,4
1,97,2,2
6,83,4,4
MRI,40,4,4
5,705,4,4
5,180,1,1
1,104,4,4
8,668,4,4
10,164,4,4
4,1327,4,4
8,202,3,3
7,632,3,3
7,78,4,4
10,85,3,3
10,151,0,0
3,219,0,0
6,481,7,7
10,69,7,7
2,66,7,7
3,123,3,3
10,115,7,7
MRI,75,7,7
MRI,43,8,8
1,83,7,7
2,154,8,8
7,35,8,8
8,167,8,8
2,86,8,8
8,75,8,8
10,146,7,7
3,624,8,8
MRI,67,4,4
3,293,7,7
MRI,41,7,7
7,55,9,9
6,80,9,9
10,1787,8,8
4,256,9,9
1,70,8,8
6,502,9,9
7,52,9,9
7,48,9,9
MRI,45,7,7
9,64,9,9
10,221,9,9
8,1060,9,9
7,40,9,9
2,94,10,10
6,324,10,10
10,92,10,10
6,85,10,10
7,1037,10,10
10,136,10,10
9,91,9,9
4,1138,10,10
1,97,9,9
8,512,7,7
MRI,59,11,11
3,130,11,11
4,70,11,11
3,48,11,11
MRI,46,11,11
MRI,85,11,11
1,87,10,10
8,769,11,11
5,7065,7,7
MRI,69,11,11
9,1418,7,7
10,192,11,11
4,36,9,9
7,197,11,11
8,425,10,10
6,211,11,11
7,64,9,9
7,30,14,14
10,108,14,14
1,87,11,11
6,534,14,14
7,702,4,4
5,594,14,14
10,60,14,14
7,739,14,14
3,196,11,11
10,107,14,14
MRI,43,15,15
3,47,15,15
MRI,74,15,15
9,1090,14,14
7,68,15,15
5,214,15,15
3,21,15,15
MRI,33,15,15
3,212,14,14
2,100,15,15
7,43,15,15
1,87,14,14
5,381,15,15
MRI,51,15,15
10,244,15,15
MRI,49,15,15
10,97,15,15
7,31,15,15
8,1259,15,15
2,52,14,14
7,58,16,16
6,131,16,16
4,73,16,16
8,42,16,16
7,72,15,15
4,83,16,16
4,141,16,16
6,355,16,16
8,78,16,16
10,335,16,16
6,201,16,16
6,127,17,17
1,72,16,16
7,101,17,17
9,1883,16,16
6,124,17,17
7,35,17,17
5,2189,16,16
4,61,17,17
4,59,16,16
9,781,2,2
7,69,18,18
MRI,57,18,18
MRI,40,18,18
8,367,14,14
MRI,68,18,18
3,278,18,18
MRI,49,18,18
3,54,18,18
7,54,17,17
5,893,18,18
4,1015,18,18
8,166,18,18
6,540,18,18
7,761,16,16
1,625,18,18
MRI,61,18,18
1,108,17,17
1,72,15,15
10,5774,17,17
5,28,21,21
MRI,59,21,21
8,588,17,17
MRI,105,21,21
10,276,21,21
5,963,21,21
7,445,18,18
7,259,8,8
6,1510,21,21
7,75,22,22
MRI,50,21,21
4,46,22,22
5,247,22,22
2,236,22,22
7,32,22,22
4,39,22,22
4,36,22,22
MRI,65,22,22
8,461,22,22
5,134,22,22
5,105,22,22
1,97,22,22
1,57,21,21
2,108,22,22
7,76,22,22
9,75,23,23
7,43,23,23
6,176,23,23
6,134,23,23
1,90,23,23
5,71,23,23
4,1438,23,23
5,910,23,23
10,3033,22,22
7,117,24,24
8,101,23,23
9,93,21,21
8,481,21,21
4,110,17,17
MRI,31,25,25
3,66,25,25
5,1359,24,24
3,222,23,23
2,51,17,17
1,63,24,24
3,220,25,25
4,201,24,24
4,885,25,25
5,946,25,25
3,132,25,25
6,2573,24,24
7,44,25,25
2,65,24,24
7,33,25,25
9,932,21,21
1,824,25,25
1,62,0,28
2,51,0,28
6,356,0,28
5,521,0,28
7,728,0,28
7,434,23,23
9,81,0,28
9,1537,9,9
MRI,46,1,29
2,145,1,29
7,72,1,29
1,47,1,29
MRI,53,1,29
3,141,21,21
2,65,1,29
5,48,1,29
2,149,1,29
9,85,23,23
7,191,25,25
3,30,1,29
4,143,2,30
MRI,70,1,29
3,155,10,10
7,362,2,30
4,62,2,30
5,727,2,30
7,63,2,30
10,418,0,28
8,1558,1,29
3,354,2,30
9,1123,0,28
5,53,3,31
2,72,3,31
10,247,1,29
8,1575,2,30
3,123,2,30
6,120,3,31
4,176,3,31
4,149,3,31
6,135,3,31
1,72,2,30
10,354,3,31
7,1320,3,31
8,373,0,28
5,892,3,31
MRI,57,4,32
MRI,46,4,32
6,31,4,32
10,113,2,30
9,1460,2,30
8,633,4,32
MRI,44,4,32
4,815,4,32
3,233,4,32
4,332,2,30
1,54,3,31
5,1201,4,32
10,201,4,32
1,87,4,32
9,103,2,30
7,56,4,32
MRI,34,7,35
MRI,57,7,35
6,233,7,35
10,133,7,35
MRI,57,7,35
6,611,7,35
1,68,7,35
7,378,4,32
5,175,8,36
10,140,7,35
3,447,8,36
2,143,15,15
3,27,1,29
2,240,8,36
5,142,8,36
2,49,21,21
7,52,8,36
8,130,8,36
5,323,8,36
8,290,7,35
7,87,9,37
9,64,9,37
6,134,9,37
7,39,9,37
10,123,9,37
5,120,9,37
10,82,9,37
5,54,9,37
6,412,9,37
10,52,9,37
4,289,9,37
5,1493,7,35
9,60,9,37
5,50,9,37
2,62,10,38
10,135,7,35
6,76,10,38
7,46,9,37
3,710,17,17
6,85,10,38
9,1695,9,37
6,119,10,38
1,84,8,36
4,782,10,38
9,1093,7,35
5,1052,10,38
4,146,11,39
3,217,11,39
1,142,9,37
MRI,78,11,39
3,62,11,39
5,858,11,39
1,102,10,38
8,897,11,39
7,249,11,39
MRI,44,8,36
MRI,64,11,39
7,427,10,38
MRI,44,11,39
1,60,11,39
10,85,10,38
6,221,11,39
3,94,7,35
10,266,11,39
8,1295,9,37
8,337,10,38
7,33,14,42
2,35,14,42
10,51,14,42
5,275,14,42
10,66,14,42
6,498,14,42
5,704,14,42
9,1312,14,42
10,107,14,42
MRI,47,15,43
7,1489,14,42
3,81,15,43
5,124,15,43
MRI,62,15,43
3,28,15,43
10,120,15,43
7,56,15,43
5,237,15,43
7,49,15,43
1,109,14,42
5,160,15,43
MRI,41,15,43
MRI,50,15,43
10,83,15,43
MRI,66,15,43
MRI,54,15,43
7,86,15,43
8,1512,15,43
6,122,16,44
4,68,16,44
4,222,16,44
4,53,16,44
8,78,16,44
9,1013,16,44
6,156,16,44
8,148,16,44
5,1506,16,44
7,75,17,45
1,55,15,43
6,187,17,45
4,120,17,45
7,55,16,44
10,469,16,44
4,68,17,45
3,150,0,28
1,83,16,44
1,113,17,45
8,631,14,42
5,1072,17,45
2,31,17,45
7,949,16,44
9,77,2,30
2,925,15,43
3,111,18,46
7,25,18,46
10,255,18,46
MRI,68,18,46
3,183,18,46
MRI,30,18,46
MRI,52,18,46
MRI,43,18,46
MRI,66,18,46
5,1035,18,46
6,1096,18,46
4,1200,18,46
3,40,18,46
8,167,18,46
7,648,18,46
7,69,17,45
9,181,21,49
5,44,21,49
6,365,21,49
MRI,58,21,49
MRI,24,21,49
3,120,17,45
5,1393,21,49
4,17,22,50
MRI,38,21,49
2,162,22,50
4,40,22,50
5,146,22,50
3,85,21,49
7,52,22,50
4,44,22,50
MRI,55,21,49
2,58,22,50
5,161,22,50
MRI,48,22,50
5,113,22,50
3,385,22,50
2,44,21,49
7,63,22,50
1,1169,18,46
9,87,23,51
8,2134,22,50
10,518,21,49
6,147,23,51
5,862,23,51
10,2441,22,50
7,56,22,50
9,998,23,51
4,431,23,51
5,96,23,51
2,75,7,35
2,169,24,52
7,52,23,51
7,59,24,52
1,92,22,50
1,52,24,52
7,387,24,52
1,68,23,51
3,94,14,42
MRI,42,25,53
3,148,23,51
MRI,49,25,53
5,1710,24,52
7,379,23,51
7,99,25,53
MRI,40,25,53
3,294,25,53
6,1894,24,52
9,2568,21,49
MRI,61,25,53
3,43,25,53
9,58,23,51
1,709,25,53
1,97,21,49
10,108,25,53
4,1561,25,53
5,1370,25,53
3,269,24,24
7,62,25,53
8,200,25,53
8,570,21,49
4,462,24,52
MRI,73,25,53
3,246,24,52
9,59,0,56
6,362,0,56
5,461,0,56
1,46,0,56
9,716,0,56
7,917,0,56
10,349,0,56
MRI,70,1,57
7,45,1,57
3,63,1,57
2,100,1,57
MRI,11,1,57
7,47,1,57
MRI,42,1,57
7,45,1,57
5,54,1,57
MRI,40,1,57
1,87,1,57
3,26,1,57
2,363,1,57
8,1183,1,57
3,101,10,38
3,110,3,31
2,84,1,57
MRI,41,1,57
4,220,2,58
10,372,1,57
7,634,2,58
3,376,2,58
7,40,1,57
3,66,2,58
2,60,0,56
MRI,44,1,57
5,1128,2,58
7,49,2,58
8,1484,2,58
5,58,3,59
6,46,3,59
4,157,3,59
4,161,3,59
6,93,3,59
8,361,0,56
MRI,117,25,53
5,732,3,59
2,62,3,59
7,457,3,59
3,130,3,59
9,1429,2,58
9,137,2,58
1,68,3,59
MRI,67,4,60
6,49,4,60
MRI,54,4,60
MRI,46,4,60
3,345,4,60
MRI,50,4,60
3,52,4,60
MRI,27,4,60
5,1315,4,60
4,1419,4,60
10,276,2,58
4,29,2,58
8,1951,4,60
7,68,4,60
1,61,2,58
5,282,1,57
1,63,4,60
10,204,4,60
10,241,3,59
9,83,2,58
3,227,0,56
4,226,2,58
MRI,62,7,63
10,118,7,63
MRI,64,7,63
6,407,7,63
MRI,52,7,63
2,32,7,63
10,149,7,63
MRI,60,8,64
5,240,8,64
8,91,8,64
MRI,76,7,63
3,197,8,64
5,162,8,64
